OrgID,Charity Name,Address ,City,State,Zip,Website URL,Cause,Total Expenses,Total Net Assets
8129,Florida Wildlife Federation,P.O. Box 6870 ,Tallahassee,FL,32314,http://www.fwfonline.org,Wildlife Conservation,"$1,309,550 ","$1,138,431 "
11438,Florida's Children First,1401 North University Drive Suite 408,Coral Springs,FL,33071,http://floridaschildrenfirst.org,Children's and Family Services,"$1,048,619 ","$287,147 "
13813,Flower City Habitat for Humanity,755 Culver Road ,Rochester,NY,14609,http://www.rochesterhabitat.org/,Housing and Neighborhood Development,"$3,241,952 ","$4,076,106 "
13747,Flying Horse Farms,5260 State Route 95 ,Mount Gilead,OH,43338,http://flyinghorsefarms.org/,Patient and Family Support,"$4,118,784 ","$14,659,696 "
10886,Flying House Productions,319 12th Avenue ,Seattle,WA,98122,https://www.seattlechoruses.org/,Performing Arts,"$2,304,700 ","$2,431,079 "
7523,Flynn Center for the Performing Arts,153 Main Street ,Burlington,VT,5401,http://www.flynncenter.org,Performing Arts,"$7,267,117 ","$21,396,100 "
5191,FOCAS,1211 York Street ,Cincinnati,OH,45214,http://www.LordsGymMinistries.org,Social Services,"$529,956 ","$828,136 "
14912,"FOCUS (Fellowship of Christians in Universities and Schools, Inc.)",140 Elm Street ,New Canaan,CT,6840,http://www.infocus.org/,Religious Activities,"$3,967,801 ","$11,085,840 "
5462,Focus Humanitarian Assistance USA,1700 First Colony Boulevard Suite 300,Sugar Land,TX,77479,https://www.focus-usa.org/,Development and Relief Services,"$5,435,971 ","$9,711,240 "
17168,FOCUS North America,"600 North Bell Avenue Building 1, Suite 115",Carnegie,PA,15106,http://focusnorthamerica.org/,"Youth Development, Shelter, and Crisis Services","$2,824,127 ","$2,443,052 "
17091,Focus On Renewal Sto-Rox Neighborhood Corporation,420 Chartiers Avenue ,McKees Rocks,PA,15136,http://www.forstorox.org/,Housing and Neighborhood Development,"$2,199,606 ","$3,895,263 "
14393,Focus Points Family Resource Center,2501 East 48th Avenue ,Denver,CO,80216,http://focuspoints.org/,Children's and Family Services,"$2,797,564 ","$2,814,163 "
3705,Focus: HOPE,1400 Oakman Boulevard ,Detroit,MI,48238,http://www.focushope.edu,Social Services,"$26,757,746 ","$5,430,416 "
13836,Focused Ultrasound Foundation,1230 Cedars Court Suite 206,Charlottesville,VA,22903,http://www.fusfoundation.org/,Medical Research,"$7,848,550 ","$21,833,041 "
16339,Fogarty Institute for Innovation,2490 Hospital Drive Suite 310,Mountain View,CA,94040,http://fogartyinstitute.org/,Adult Education Programs and Services,"$2,582,375 ","$9,026,265 "
13245,Folds of Honor,Department #13 ,Tulsa,OK,74182,http://www.foldsofhonor.org/,Scholarship and Financial Support,"$23,779,564 ","$24,282,894 "
15641,Folksbiene Yiddish Theatre,36 Battery Place ,New York,NY,10280,http://nytf.org/,Performing Arts,"$5,111,665 ","$1,613,880 "
11029,Fonkoze USA,"1900 L Street, NW Suite 304",Washington,DC,20036,http://www.fonkoze.org/,Development and Relief Services,"$2,003,529 ","$1,418,103 "
15022,Fontenelle Forest,1111 North Bellevue Boulevard ,Bellevue,NE,68005,http://www.fontenelleforest.org/,"Botanical Gardens, Parks, and Nature Centers","$2,566,352 ","$13,933,939 "
7124,Food & Friends,"219 Riggs Road, NE ",Washington,DC,20011,http://www.foodandfriends.org,Social Services,"$9,474,377 ","$10,948,540 "
9375,Food Allergy Research & Education,7925 Jones Branch Drive Suite 1100,McLean,VA,22102,http://www.foodallergy.org/,Medical Research,"$13,215,539 ","$51,940,190 "
18467,Food and Care Coalition,299 East 900 South ,Provo,UT,84606,https://foodandcare.org/,Social Services,"$2,010,617 ","$5,879,328 "
12538,Food and Water Watch,"1616 P Street, NW ",Washington,DC,20036,http://foodandwaterwatch.org,Advocacy and Education,"$17,256,085 ","$7,446,793 "
6954,Food Animal Concerns Trust (FACT),3525 W. Peterson Ave. Suite 213,Chicago,IL,60659,https://foodanimalconcernstrust.org/,"Animal Rights, Welfare, and Services","$664,085 ","$976,300 "
15939,Food Bank Coalition of San Luis Obispo County,1180 Kendall Road ,San Luis Obispo,CA,93401,http://www.slofoodbank.org/,"Food Banks, Food Pantries, and Food Distribution","$6,589,020 ","$2,189,770 "
7298,Food Bank for Larimer County,1301 Blue Spruce Drive ,Fort Collins,CO,80524,http://www.foodbanklarimer.org/,"Food Banks, Food Pantries, and Food Distribution","$19,733,079 ","$14,408,756 "
7341,Food Bank for Monterey County,353 West Rossi Street ,Salinas,CA,93907,http://www.food4hungry.org/,"Food Banks, Food Pantries, and Food Distribution","$15,744,133 ","$8,572,624 "
3712,Food Bank For New York City,355 Food Center Drive Hunts Point Cooperative Market,Bronx,NY,10474,http://www.foodbanknyc.org,"Food Banks, Food Pantries, and Food Distribution","$67,531,963 ","$12,493,021 "
5367,Food Bank for the Heartland,10525 J Street ,Omaha,NE,68127,http://www.FoodBankHeartland.org,"Food Banks, Food Pantries, and Food Distribution","$28,433,106 ","$12,545,659 "
13419,Food Bank of Alaska,2121 Spar Avenue ,Anchorage,AK,99501,http://www.foodbankofalaska.org/index.php,"Food Banks, Food Pantries, and Food Distribution","$16,222,469 ","$5,037,258 "
3708,Food Bank of Central & Eastern North Carolina,1924 Capital Blvd ,Raleigh,NC,27604,http://www.foodbankcenc.org,"Food Banks, Food Pantries, and Food Distribution","$125,576,320 ","$20,052,678 "
3707,Food Bank of Central New York,7066 Interstate Island Road ,Syracuse,NY,13209,http://www.foodbankcny.org,"Food Banks, Food Pantries, and Food Distribution","$27,685,061 ","$8,413,756 "
5803,Food Bank of Contra Costa and Solano,4010 Nelson Avenue ,Concord,CA,94520,http://www.foodbankccs.org/,"Food Banks, Food Pantries, and Food Distribution","$71,692,881 ","$10,167,195 "
5390,Food Bank of Delaware,222 Lake Drive  ,Newark,DE,19702,http://www.fbd.org,"Food Banks, Food Pantries, and Food Distribution","$18,651,681 ","$19,794,620 "
5297,Food Bank of Eastern Michigan,2300 Lapeer Road ,Flint,MI,48503,http://www.fbem.org,"Food Banks, Food Pantries, and Food Distribution","$54,398,221 ","$11,340,434 "
17261,Food Bank of El Dorado County,4550 Business Drive ,Cameron Park,CA,95682,http://foodbankedc.org/,"Food Banks, Food Pantries, and Food Distribution","$3,301,702 ","$1,537,749 "
7644,Food Bank of Lincoln,4840 Doris Bair Circle Suite A,Lincoln,NE,68504,http://www.lincolnfoodbank.org/,"Food Banks, Food Pantries, and Food Distribution","$16,018,807 ","$5,349,844 "
13610,Food Bank of North Central Arkansas,14215 Highway 5 South ,Norfork,AR,72658,http://www.foodbanknca.org,"Food Banks, Food Pantries, and Food Distribution","$3,957,167 ","$1,006,005 "
18439,Food Bank of Northeast Arkansas,3414 One Place ,Jonesboro,AR,72404,http://foodbankofnea.org/,"Food Banks, Food Pantries, and Food Distribution","$12,349,451 ","$11,010,671 "
13551,Food Bank of Northeast Georgia,46 Plaza Way ,Clayton,GA,30525,http://www.foodbanknega.org/,"Food Banks, Food Pantries, and Food Distribution","$23,194,860 ","$6,806,721 "
15904,Food Bank of Northeast Louisiana,4600 Central Avenue ,Monroe,LA,71203,http://www.foodbanknela.org/,"Food Banks, Food Pantries, and Food Distribution","$7,083,749 ","$1,916,766 "
9477,Food Bank of Northern Indiana,702 South Chapin ,South Bend,IN,46601,http://www.feedindiana.org,"Food Banks, Food Pantries, and Food Distribution","$8,612,784 ","$2,711,852 "
9784,Food Bank of Northern Nevada, ,,NV,,http://www.fbnn.org/,"Food Banks, Food Pantries, and Food Distribution","$40,153,955 ","$12,371,212 "
17153,Food Bank of Northwest Indiana,6490 Broadway ,Merrillville,IN,46410,http://foodbanknwi.org/,"Food Banks, Food Pantries, and Food Distribution","$10,378,849 ","$3,477,395 "
9658,Food Bank of Northwest Louisiana,2307 Texas Avenue ,Shreveport,LA,71103,http://www.foodbanknla.org/,"Food Banks, Food Pantries, and Food Distribution","$19,405,799 ","$9,910,618 "
13784,Food Bank of Siouxland,1313 11th Street ,Sioux City,IA,51105,http://foodbanksiouxland.wordpress.com/,"Food Banks, Food Pantries, and Food Distribution","$4,499,091 ","$1,478,792 "
11446,Food Bank of South Jersey,1501 John Tipton Boulevard ,Pennsauken,NJ,8110,http://www.foodbanksj.org,"Food Banks, Food Pantries, and Food Distribution","$17,805,555 ","$4,492,680 "
12614,Food Bank of the Albemarle,109 Tidewater Drive PO Box 1704,Elizabeth City,NC,27906,http://www.afoodbank.org,"Food Banks, Food Pantries, and Food Distribution","$10,545,994 ","$932,002 "
3709,"Food Bank of the Rio Grande Valley, Inc.",724 North Cage Boulevard ,Pharr,TX,78502,http://www.foodbankrgv.com/,"Food Banks, Food Pantries, and Food Distribution","$95,750,776 ","$9,159,928 "
3710,Food Bank of the Rockies,10700 E 45th Ave ,Denver,CO,80239,http://www.foodbankrockies.org/,"Food Banks, Food Pantries, and Food Distribution","$107,723,618 ","$23,289,176 "
7322,Food Bank of West Central Texas,5505 North First Street ,Abilene,TX,79603,https://www.fbwct.org/,"Food Banks, Food Pantries, and Food Distribution","$6,573,638 ","$3,688,100 "
3711,Food Bank of Western New York,91 Holt Street ,Buffalo,NY,14206,http://www.foodbankwny.org,"Food Banks, Food Pantries, and Food Distribution","$23,364,869 ","$13,720,820 "
12846,Food Finders,10539 Humbolt St. ,Los Alamitos,CA,90720,http://www.foodfinders.org,"Food Banks, Food Pantries, and Food Distribution","$17,318,009 ","$657,086 "
15723,Food Finders Food Bank,1204 Greenbush Street ,Lafayette,IN,47904,https://www.food-finders.org/,"Food Banks, Food Pantries, and Food Distribution","$15,281,701 ","$6,355,286 "
8140,Food First,398 60th Street ,Oakland,CA,94618,http://www.foodfirst.org,"International Peace, Security, and Affairs","$813,398 ","$724,574 "
6419,Food for Lane County,770 Bailey Hill Road ,Eugene,OR,97402,http://www.foodforlanecounty.org/,"Food Banks, Food Pantries, and Food Distribution","$16,995,575 ","$11,560,511 "
8675,Food for Others,2938 Prosperity Avenue ,Fairfax,VA,22031,http://www.foodforothers.org/,"Food Banks, Food Pantries, and Food Distribution","$4,167,433 ","$2,305,756 "
16567,Food for People,307 West 14th Street ,Eureka,CA,95501,http://www.foodforpeople.org/,"Food Banks, Food Pantries, and Food Distribution","$4,424,988 ","$1,709,208 "
3713,Food for the Hungry,1224 East Washington Street ,Phoenix,AZ,85034,http://www.fh.org,Development and Relief Services,"$123,488,570 ","$14,368,107 "
3714,Food For The Poor,6401 Lyons Road ,Coconut Creek,FL,33073,http://www.foodforthepoor.org,Humanitarian Relief Supplies,"$952,604,623 ","$25,765,609 "
10703,Food For Thought,6650 Railroad Avenue ,Forestville,CA,95436,http://fftfoodbank.org/,Social Services,"$2,277,272 ","$4,429,475 "
8577,Food Gatherers,1 Carrot Way ,Ann Arbor,MI,48113,http://www.foodgatherers.org/,"Food Banks, Food Pantries, and Food Distribution","$13,598,677 ","$9,135,754 "
3715,Food Lifeline,815 S 96th Street ,Seattle,WA,98108,http://www.foodlifeline.org,"Food Banks, Food Pantries, and Food Distribution","$110,621,319 ","$17,338,401 "
11678,Food Outreach,3117 Olive Street ,St. Louis,MO,63103,http://www.foodoutreach.org/,Social Services,"$1,740,462 ","$3,262,803 "
18465,Food Pantries of the Capital District,32 Essex Street ,Albany,NY,12206,http://WWW.THEFOODPANTRIES.ORG,Social Services,"$1,510,901 ","$888,511 "
14290,Food Pantry of Waukesha County,1301 Sentry Drive ,Waukesha,WI,53186,http://www.waukeshafoodpantry.org/,"Food Banks, Food Pantries, and Food Distribution","$3,786,160 ","$513,242 "
16404,Food Research & Action Center,1200 Eighteenth Street NW Suite 400,Washington,DC,20036,http://frac.org/,Social and Public Policy Research,"$9,393,625 ","$4,392,749 "
5715,FOOD Share,4156 Southbank Road ,Oxnard,CA,93036,http://www.foodshare.com,"Food Banks, Food Pantries, and Food Distribution","$25,287,488 ","$8,647,757 "
6373,Foodbank of Santa Barbara County,1525 State Street Suite 100,Santa Barbara,CA,93101,http://www.foodbanksbc.org/,"Food Banks, Food Pantries, and Food Distribution","$17,926,379 ","$8,964,380 "
5414,Foodbank of Southeastern Virginia,800 Tidewater Drive ,Norfolk,VA,23504,http://www.foodbankonline.org/,"Food Banks, Food Pantries, and Food Distribution","$30,164,029 ","$15,592,251 "
5056,Foodlink,1999 Mt. Read Boulevard ,Rochester,NY,14615,http://www.foodlinkny.org,"Food Banks, Food Pantries, and Food Distribution","$37,530,708 ","$7,149,603 "
12845,FoodLink for Tulare County,611 2nd Street ,Exeter,CA,93221,http://www.foodlinktc.org,"Food Banks, Food Pantries, and Food Distribution","$2,494,026 ","$2,542,435 "
5057,Foodshare,450 Woodland Avenue ,Bloomfield,CT,6002,http://www.foodshare.org/,"Food Banks, Food Pantries, and Food Distribution","$30,533,276 ","$10,940,329 "
11748,Foothill Unity Center,790 West Chestnut Avenue ,Monrovia,CA,91016,http://foothillunitycenter.org,Social Services,"$4,167,353 ","$14,299,146 "
18255,Foothills Community Foundation,907 North Main Street ,Anderson,SC,29621,https://foothillscommunityfoundation.org/,Community Foundations,"$1,660,188 ","$25,458,118 "
8407,For Love of Children,"1763 Columbia Road, NW ",Washington,DC,20009,https://www.floc.org/,Children's and Family Services,"$2,001,955 ","$1,435,079 "
11502,FOR THE CHILDREN,3000 West MacArthur Boulevard Suite 412,Santa Ana,CA,92704,https://forthechildren.org,"Youth Development, Shelter, and Crisis Services","$1,773,917 ","$2,600,864 "
9566,Ford's Theatre Society,"511 Tenth Street, NW ",Washington,DC,20004,http://www.fords.org,Performing Arts,"$15,286,848 ","$46,901,659 "
8933,Foreign Policy Association,470 Park Avenue South ,New York,NY,10016,http://www.fpa.org,"International Peace, Security, and Affairs","$4,596,694 ","$3,523,506 "
8952,Foreign Policy Research Institute,1528 Walnut Street Suite 610,Philadelphia,PA,19102,http://www.fpri.org/,"International Peace, Security, and Affairs","$2,479,874 ","$1,168,410 "
3717,Forest Park Forever,5595 Grand Drive in Forest Park ,St. Louis,MO,63112,http://www.forestparkforever.org,"Botanical Gardens, Parks, and Nature Centers","$10,585,005 ","$168,693,223 "
5961,Forest Stewardship Council - U.S.,708 First Street North Suite 235,Minneapolis,MN,55401,https://us.fsc.org/en-us,Environmental Protection and Conservation,"$1,905,070 ","$417,979 "
5468,Forest Trends,"1203 19th Street, NW 4th floor",Washington,DC,20036,http://www.forest-trends.org,Environmental Protection and Conservation,"$11,711,793 ","$3,009,539 "
13638,Forever Young Foundation,1424 South Stapley Drive ,Mesa,AZ,85204,http://www.foreveryoung.org/,Children's and Family Services,"$2,998,533 ","$4,163,892 "
8456,FORGE,14485 East Evans Avenue ,Denver,CO,80014,http://forgeforward.org/,Religious Activities,"$1,897,916 ","$766,582 "
10679,Forgotten Harvest,21800 Greenfield Road ,Oak Park,MI,48237,http://www.forgottenharvest.org/,"Food Banks, Food Pantries, and Food Distribution","$82,020,997 ","$16,718,609 "
8470,Forgotten Man Ministries,"3940 Fruit Ridge Avenue, NW. ",Grand Rapids,MI,49544,http://www.forgottenman.org/,Religious Activities,"$1,755,595 ","$257,387 "
12972,ForKids,4200 Colley Avenue P.O. Box 6044,Norfolk,VA,23508,http://www.ForKidsVA.org,Homeless Services,"$6,679,649 ","$14,680,231 "
16399,Forsyth Humane Society,4881 Country Club Road ,Winston-Salem,NC,27104,http://www.forsythhumane.org/,"Animal Rights, Welfare, and Services","$2,431,177 ","$3,939,670 "
18312,Fort Bend Senior Meals on Wheels,1330 Band Road ,Rosenberg,TX,77471,https://fortbendseniors.org/,Social Services,"$3,185,482 ","$3,125,061 "
18327,Fort Collins Cat Rescue & Spay/Neuter Clinic,2321 E. Mulberry Street ,Fort Collins,CO,80524,https://www.fccrsnc.org/,"Animal Rights, Welfare, and Services","$1,763,005 ","$540,914 "
14653,Fort Collins Museum of Discovery,408 Mason Court ,Fort Collins,CO,80524,http://www.fcmod.org/,Museums,"$1,866,388 ","$7,593,111 "
9954,Fort Ticonderoga Association,P.O. Box 390 100 Fort Ti Road,Ticonderoga,NY,12883,http://www.FortTiconderoga.org/,"Libraries, Historical Societies and Landmark Preservation","$3,614,953 ","$12,039,259 "
18428,Fort Vancouver Regional Library Foundation,1007 East Mill Plain Boulevard ,Vancouver,WA,98668,http://www.fvrlf.org/,"Libraries, Historical Societies and Landmark Preservation","$1,912,799 ","$8,801,499 "
13680,Fort Wayne Philharmonic Orchestra,4901 Fuller Drive ,Fort Wayne,IN,46835,http://www.fwphil.org,Performing Arts,"$5,761,638 ","$23,902,069 "
10032,Fort Wayne Public Television,2501 East Coliseum Boulevard ,Fort Wayne,IN,46805,http://www.wfwa.org,Public Broadcasting and Media,"$3,439,589 ","$4,534,291 "
5242,Fort Wayne Zoological Society,3411 Sherman Boulevard ,Fort Wayne,IN,46808,https://kidszoo.org/,Zoos and Aquariums,"$13,856,433 ","$24,115,394 "
14289,Fort Wilderness Ministries,P.O. Box 715 ,McNaughton,WI,54543,http://fortwilderness.com/,Religious Activities,"$3,256,119 ","$6,109,627 "
18313,Fort Worth Museum of Science and History,1600 Gendy Street ,Fort Worth,TX,76107,https://www.fwmuseum.org/,Museums,"$13,345,677 ","$53,140,428 "
6365,Fort Worth Symphony Orchestra,330 East Fourth Street Suite 200,Fort Worth,TX,76102,http://www.fwsymphony.org/,Performing Arts,"$12,844,949 ","$31,264,987 "
3718,Fort Worth Zoo,1989 Colonial Parkway ,Fort Worth,TX,76110,http://www.fortworthzoo.org,Zoos and Aquariums,"$23,187,534 ","$130,623,826 "
15093,Forty Carrots Family Center,1500 South Tuttle Avenue ,Sarasota,FL,34239,http://www.fortycarrots.com/,Children's and Family Services,"$2,495,313 ","$4,203,846 "
6411,Forward Edge International,15121-A Northeast 72nd Avenue ,Vancouver,WA,98686,http://www.forwardedge.org,Religious Activities,"$2,489,963 ","$1,046,163 "
16575,Forward Together,300 Frank H. Ogawa Plaza Suite 700,Oakland,CA,94612,http://forwardtogether.org/,Social Services,"$4,592,990 ","$5,780,416 "
11501,Foster & Adoptive Care Coalition,1750 South Brentwood Boulevard Suite 210,Saint Louis,MO,63144,http://www.foster-adopt.org,Children's and Family Services,"$4,028,896 ","$3,180,974 "
6219,Foster Care to Success,23811 Chagrin Boulevard Suite 210,Cleveland,OH,44122,http://www.fc2success.org/,Scholarship and Financial Support,"$11,633,490 ","$7,126,712 "
17472,FosterAll,1544 West Glenoaks Boulevard ,Glendale,CA,91201,https://www.fosterall.org/,Children's and Family Services,"$1,371,270 ","$1,626,015 "
12337,Foundation Fighting Blindness,7168 Columbia Gateway Drive Suite 100,Columbia,MD,21046,http://www.blindness.org,Medical Research,"$32,215,714 ","$130,832,535 "
18126,Foundation for Angelman Syndrome Therapeutics,P.O. Box 608 ,Downers Grove,IL,60515,https://cureangelman.org/,Medical Research,"$2,948,068 ","$7,573,733 "
18499,Foundation for Animal Care and Education,10505 Sorrento Valley Road Suite #175,San Diego,CA,92121,https://face4pets.org/,"Animal Rights, Welfare, and Services","$1,067,413 ","$1,007,361 "
16035,Foundation for Contemporary Arts,820 Greenwich Street ,New York,NY,10014,http://www.foundationforcontemporaryarts.org/,Performing Arts,"$1,889,742 ","$29,864,700 "
17166,Foundation for Defense of Democracies,P.O. Box 33249 ,Washington,DC,20033,https://www.fdd.org/,Social and Public Policy Research,"$14,978,645 ","$16,272,186 "
6759,Foundation for Economic Education,1819 Peachtree Street NE Suite 300,Atlanta,GA,30309,http://fee.org/,Social and Public Policy Research,"$5,944,151 ","$7,592,548 "
7878,Foundation for End-of-Life Care,3325 Hollywood Boulevard Suite 500,Hollywood,FL,33021,http://foundationeolc.org/,Social Services,"$106,207 ","$77,900 "
13762,Foundation for Financial Planning,1425 K Street NW Suite 750,Washington,DC,20005,http://FFPprobono.org,Housing and Neighborhood Development,"$1,453,170 ","$20,820,728 "
10234,Foundation for Individual Rights in Education,510 Walnut St. Suite 1250,Philadelphia,PA,19106,http://www.thefire.org/,Advocacy and Education,"$8,706,449 ","$17,365,804 "
18772,Foundation for Jewish Camp,253 West 35th Street Fourth Floor,New York,NY,10001,https://jewishcamp.org/,Religious Activities,"$11,550,121 ","$36,734,487 "
12515,Foundation for Lincoln Public Schools,5905 O Street ,Lincoln,NE,68510,http://foundationforlps.org/,Scholarship and Financial Support,"$1,955,061 ","$11,350,169 "
14992,Foundation for MetroWest,Three Eliot Street ,Natick,MA,1760,http://www.foundationformetrowest.org/Home.aspx,Community Foundations,"$2,854,992 ","$21,776,270 "
7989,Foundation for National Progress,222 Sutter Street Suite 600,San Francisco,CA,94108,http://www.motherjones.com,Public Broadcasting and Media,"$16,750,183 ","$894,034 "
15867,Foundation for Orthopaedic Research and Education,13020 North Telecom Parkway North ,Tampa,FL,33637,https://foreonline.org/,Medical Research,"$6,400,400 ","$1,013,079 "
14757,"Foundation for Physical Therapy Research,  Inc.",1111 N. Fairfax Street ,Alexandria,VA,22314,http://foundation4pt.org/,Medical Research,"$2,840,527 ","$17,963,912 "
17391,Foundation for Prader-Willi Research,340 South Lemon Avenue Suite 3620,Walnut,CA,91789,https://www.fpwr.org/,Medical Research,"$3,593,919 ","$4,182,186 "
3721,Foundation For The Carolinas,220 North Tryon Street ,Charlotte,NC,28202,http://www.fftc.org,Community Foundations,"$325,310,194 ","$1,766,055,193 "
9948,Foundation for the Mid South,134 East Amite Street ,Jackson,MS,39201,http://www.fndmidsouth.org,Housing and Neighborhood Development,"$1,801,008 ","$13,827,703 "
6244,Foundation for the National Institutes of Health,11400 Rockville Pike Suite 600,North Bethesda,MD,20852,http://www.fnih.org,Medical Research,"$42,192,912 ","$129,902,807 "
18694,Foundation for the Tri-State Community,"855 Central Avenue, Suite 300 P.O. Box 7932",Ashland,KY,41105,https://www.tristatefoundation.org/,Community Foundations,"$2,036,523 ","$23,952,585 "
11508,Foundation of Orthopedics and Complex Spine,377 Oak Street Suite 407,Garden City,NY,11530,https://focoshospital.org,Treatment and Prevention Services,"$2,805,084 ","$789,968 "
6288,Foundation of Shalom Park,5007 Providence Road Suite 102,Charlotte,NC,28226,http://www.shalomcharlotte.org/,Jewish Federations,"$3,418,860 ","$30,536,853 "
10182,Foundation to Eradicate Duchenne,P.O. Box 2371 ,Alexandria,VA,22301,http://www.duchennemd.org/,Medical Research,"$638,144 ","$332,358 "
15341,Four Bands Community Fund,412 South Main Street ,Eagle Butte,SD,57625,http://fourbands.org/index.html,Housing and Neighborhood Development,"$1,610,837 ","$8,799,607 "
16270,Four Corners Ministries,202 South 8th Street ,Opelika,AL,36801,http://fourcorners.org/,Religious Activities,"$827,880 ","$2,295,553 "
14022,Four Corners School of Outdoor Education,1117 N. Main Street ,Monticello,UT,84535,https://ccdiscovery.org/,Youth Education Programs and Services,"$2,016,947 ","$7,675,058 "
9548,Four States Christian Missions,125 North Prospect Street ,Hagerstown,MD,21741,https://www.hagerstownhopecenter.com/,Rescue Missions,"$1,716,339 ","$2,201,665 "
9291,Fourth Street Clinic,409 West 400 South 409 West 400 South,Salt Lake City,UT,84101,http://www.fourthstreetclinic.org,Treatment and Prevention Services,"$6,468,952 ","$10,072,113 "
8661,Fox Cities Performing Arts Center,400 West College Avenue ,Appleton,WI,54911,http://www.foxcitiespac.com/,Performing Arts,"$8,466,925 ","$46,186,270 "
17503,Fox Valley Christian Action,35W624 Riverwoods Lane ,St. Charles,IL,60174,http://www.fvchristianaction.org/,Children's and Family Services,"$1,350,963 ","$4,720,668 "
18438,Fox Valley United Way,44 East Galena Boulevard ,Aurora,IL,60505,https://www.foxvalleyunitedway.org/,United Ways,"$1,324,216 ","$673,004 "
9990,Frameline,145 Ninth Street Suite 300,San Francisco,CA,94103,http://www.frameline.org,Performing Arts,"$1,966,913 ","$523,414 "
8460,Franciscan Foundation for the Holy Land,P.O. Box 29086 ,Washington,DC,20017,http://www.ffhl.org/,Religious Activities,"$2,442,330 ","$4,907,104 "
6947,Franciscan Outreach,717B West 18th Street ,Chicago,IL,60616,http://www.franoutreach.org/,Homeless Services,"$3,393,820 ","$2,315,177 "
4541,Franklin and Eleanor Roosevelt Institute,570 Lexington Avenue 5th Floor,New York,NY,10022,http://www.rooseveltinstitute.org,"Libraries, Historical Societies and Landmark Preservation","$6,753,663 ","$18,068,220 "
17164,Franklin News Foundation,200 West Madison Street Suite 2100,Chicago,IL,60606,https://franklinnews.org,Social and Public Policy Research,"$1,651,328 ","$680,417 "
5979,FRAXA Research Foundation,"10 Prince Place, Suite 203 ",Newburyport,MA,1950,http://www.fraxa.org/,Medical Research,"$1,516,705 ","$2,246,566 "
13558,Fred Rogers Productions,2100 Wharton Street Suite 700,Pittsburgh,PA,15203,http://www.fredrogers.org/,Children's and Family Services,"$18,516,586 ","$42,380,424 "
12795,Frederick Rescue Mission,419 West South St ,Frederick,MD,21701,http://www.therescuemission.org,Rescue Missions,"$3,861,064 ","$5,354,640 "
9574,Fredericksburg Area Food Bank,3631 Lee Hill Drive ,Fredericksburg,VA,22408,http://www.fredfood.org/,"Food Banks, Food Pantries, and Food Distribution","$10,182,657 ","$4,336,634 "
5304,Frederik Meijer Gardens & Sculpture Foundation,"2929 Walker Avenue, NW ",Grand Rapids,MI,49544,http://www.fmgf.org/,"Botanical Gardens, Parks, and Nature Centers","$5,266,447 ","$118,791,215 "
4720,Frederik Meijer Gardens & Sculpture Park,1000 East Beltline Ave NE ,Grand Rapids,MI,49525,http://www.meijergardens.org,"Botanical Gardens, Parks, and Nature Centers","$19,989,148 ","$358,686,677 "
8213,Free Arts NYC,1431 Broadway 7th Floor,New York,NY,10018,https://www.freeartsnyc.org/,Children's and Family Services,"$1,873,483 ","$468,726 "
11701,Free Press,40 Main Street Suite 301,Florence,MA,1062,http://www.freepress.net,Advocacy and Education,"$4,177,363 ","$3,938,453 "
8557,Free Software Foundation,51 Franklin Street 5th Floor,Boston,MA,2110,http://www.fsf.org,Advocacy and Education,"$1,446,566 ","$2,543,325 "
11744,Free Speech TV,P.O. Box 44099 ,Denver,CO,80201,http://www.freespeech.org,Public Broadcasting and Media,"$3,600,152 ","$1,021,688 "
16444,Free Spirit Media,906 South Homan Avenue ,Chicago,IL,60624,https://freespiritmedia.org,Youth Education Programs and Services,"$2,149,278 ","$1,506,221 "
11218,Free The Kids,5704 West Market Street ,Greensboro,NC,27419,http://www.freethekids.org/,Children's and Family Services,"$2,789,919 ","$1,151,414 "
11051,Free the Slaves,1320 19th Street NW Suite 600,Washington,DC,20036,http://www.freetheslaves.net/,"International Peace, Security, and Affairs","$2,860,590 ","$1,341,537 "
16475,Free To Choose Network,2002 Filmore Avenue ,Erie,PA,16506,http://freetochoosenetwork.org/,Public Broadcasting and Media,"$3,541,006 ","$1,902,589 "
10204,Free Wheelchair Mission,15279 Alton Parkway Suite 300,Irvine,CA,92618,http://www.freewheelchairmission.org,Development and Relief Services,"$10,541,832 ","$1,872,128 "
6590,Freedom Alliance,22570 Markey Court Suite 240,Dulles,VA,20166,http://www.freedomalliance.org/,Social Services,"$7,718,836 ","$35,221,844 "
10131,Freedom Foundation,P.O. Box 552 ,Olympia,WA,98507,http://myfreedomfoundation.com/,Social and Public Policy Research,"$5,398,242 ","$1,616,135 "
3728,Freedom from Hunger,"1460 Drew Avenue, Suite 300 ",Davis,CA,95618,http://www.freedomfromhunger.org/,Development and Relief Services,"$3,691,576 ","$906,723 "
7003,Freedom From Religion Foundation,P.O. Box 750 ,Madison,WI,53701,http://ffrf.org/,Advocacy and Education,"$5,407,285 ","$15,973,815 "
17276,Freedom in Christ Ministries,9051 Eexecutive Park Drive Suite 503,Knoxville,TN,37923,http://ficm.org/,Religious Activities,"$1,506,046 ","$396,739 "
6728,Freedom Institute,515 Madison Avenue 26th Floor,New York,NY,10022,http://www.freedominstitute.org/,Treatment and Prevention Services,"$4,651,782 ","$2,578,378 "
