OrgID,Charity Name,Address ,City,State,Zip,Website URL,Cause,Total Expenses,Total Net Assets
10278, United Methodist Committee on Relief of Global Ministries,458 Ponce De Leon Avenue ,Atlanta,GA,30308,http://www.umcor.org/,Development and Relief Services,"$71,196,129 ","$111,327,442 "
11013,"""I Have a Dream"" Foundation",322 Eighth Avenue Suite 202,New York,NY,10001,http://www.ihaveadreamfoundation.org,Scholarship and Financial Support,"$2,911,790 ","$2,812,977 "
6466,"10,000 Degrees",1650 Los Gamos Drive Suite 110,San Rafael,CA,94903,http://www.10000degrees.org,Scholarship and Financial Support,"$9,258,322 ","$13,592,921 "
12098,100 Black Men of America,141 Auburn Avenue NE ,Atlanta,GA,30303,http://www.100blackmen.org/,"Youth Development, Shelter, and Crisis Services","$4,366,870 ","$3,407,241 "
12123,100 Club of Arizona,333 North 44th Street Suite 100,Phoenix,AZ,85008,http://www.100club.org,Multipurpose Human Service Organizations,"$2,201,743 ","$7,132,258 "
17473,100 Club of Chicago,875 North Michigan Avenue Suite 1351,Chicago,IL,60611,http://www.100clubchicago.org/,Social Services,"$1,408,074 ","$8,178,182 "
10092,1000 Friends of Florida,308 North Monroe Street ,Tallahassee,FL,32301,http://www.1000fof.org/,Environmental Protection and Conservation,"$485,941 ","$421,269 "
8770,1000 Friends of Oregon,133 SW 2nd Ave Suite 201,Portland,OR,97204,http://www.friends.org,Environmental Protection and Conservation,"$1,564,775 ","$3,966,190 "
17318,18Doors,"90 Oak Street, Fourth Floor P.O. Box 428",Newton Upper Falls,MA,2464,https://18doors.org/,Religious Activities,"$2,463,792 ","$1,747,802 "
15235,24 Foundation,801 East Morehead Street Suite 308,Charlotte,NC,28202,https://www.24foundation.org/,Medical Research,"$1,862,821 ","$639,656 "
16289,350.org,20 Jay Street Suite 732,Brooklyn,NY,11201,http://350.org,Environmental Protection and Conservation,"$15,450,256 ","$14,993,196 "
13055,4 Paws for Ability ,207 Dayton Avenue ,Xenia,OH,45385,http://www.4pawsforability.org/,Social Services,"$4,151,432 ","$4,832,614 "
18129,6 Stones Mission Network,209 N. Industrial Boulevard Suite 241,Bedford,TX,76021,https://www.6stones.org/,Social Services,"$4,234,521 ","$277,035 "
11528,826 Valencia,826 Valencia Street ,San Francisco,CA,94110,https://826valencia.org,Youth Education Programs and Services,"$3,190,593 ","$7,816,840 "
18903,826LA,1714 West Sunset Boulevard ,Los Angeles,CA,90026,https://826la.org/,Youth Education Programs and Services,"$1,628,301 ","$2,696,323 "
14961,9to5 National Association of Working Women,207 East Buffalo Street Suite 211,Milwaukee,WI,53202,http://9to5.org/,Advocacy and Education,"$2,141,442 ","$1,674,069 "
6082,A Better Chance,253 West 35th Street 6th Floor,New York,NY,10001,http://www.abetterchance.org,Youth Education Programs and Services,"$4,350,199 ","$9,457,542 "
16343,A Chance In Life,250 East 63rd Street Suite 204,New York,NY,10065,http://www.achanceinlife.org/,"Youth Development, Shelter, and Crisis Services","$1,903,585 ","$3,236,950 "
15907,A Chance to Change,2113 West Britton Road ,The Village,OK,73120,http://www.achancetochange.org/,Treatment and Prevention Services,"$1,869,794 ","$787,198 "
18307,A Child's Hope International,2430 East Kemper Road ,Cincinnati,OH,45241,https://thechildrenarewaiting.org/,Development and Relief Services,"$2,765,858 ","$1,200,435 "
15368,A Child's Place,601 East Fifth Street Suite 230,Charlotte,NC,28202,http://www.achildsplace.org/,Youth Education Programs and Services,"$1,802,455 ","$1,317,406 "
3634,A Contemporary Theatre,Kreielsheimer Place 700 Union Street,Seattle,WA,98101,http://www.acttheatre.org,Performing Arts,"$6,139,857 ","$14,703 "
12217,A Gift for Teaching,6501 Magic Way Building 400C,Orlando,FL,32809,http://agiftforteaching.org/,Youth Education Programs and Services,"$9,938,798 ","$4,250,619 "
16302,A Jewish Voice for Peace,1611 Telegraph Avenue Suite 1020,Oakland,CA,94612,https://jewishvoiceforpeace.org,"International Peace, Security, and Affairs","$3,408,915 ","$1,036,324 "
9239,A Kid Again,777-G Dearborn Park Lane ,Columbus,OH,43085,http://www.akidagain.org,Patient and Family Support,"$2,928,429 ","$1,609,333 "
15719,A Kids' Brain Tumor Cure,85 Riverbend Lane ,Needham,MA,2492,http://akidsbraintumorcure.org/,Medical Research,"$4,863,510 ","$128,963 "
10176,A Noise Within,3352 East Foothill Boulevard ,Pasadena,CA,91107,http://www.anoisewithin.org,Performing Arts,"$3,403,151 ","$11,624,477 "
8040,A Place Called Home,2830 South Central Avenue ,Los Angeles,CA,90011,http://www.apch.org,"Youth Development, Shelter, and Crisis Services","$7,196,253 ","$13,555,858 "
6096,A.J. Muste Memorial Institute,"168 Canal Street, Sixth Floor ",New York,NY,10013,http://www.ajmuste.org/,Advocacy and Education,"$1,508,339 ","$19,643,460 "
8302,AAA Foundation for Traffic Safety,"607 14th Street, NW Suite 201",Washington,DC,20005,http://www.aaafoundation.org,Social and Public Policy Research,"$5,827,837 ","$24,679,331 "
11128,AACA Museum,161 Museum Drive ,Hershey,PA,17033,http://www.aacamuseum.org,Museums,"$1,854,421 ","$15,788,915 "
3205,AARP Foundation,"601 E Street, NW ",Washington,DC,20049,http://www.aarp.org/aarp-foundation/,Social Services,"$170,923,640 ","$386,579,789 "
3240,AAUW - American Association of University Women,"1310 L Street NW, Suite 1000 ",Washington,DC,20005,http://www.aauw.org,Youth Education Programs and Services,"$19,152,399 ","$117,315,753 "
13189,Abandoned Children's Fund,2360 Mendocino Ave A2-220 ,Santa Rosa,CA,95403,http://www.abandonedchildrensfund.org,Development and Relief Services,"$4,178,802 ","$441,303 "
15570,Abby's House,52 High Street ,Worcester,MA,1609,http://www.abbyshouse.org/,Social Services,"$1,412,874 ","$5,924,521 "
8965,ABC² (Accelerate Brain Cancer Cure),"1717 Rhode Island Avenue, NW Suite 700",Washington,DC,20036,http://www.abc2.org,Medical Research,"$1,584,284 ","$2,819,388 "
9182,Abode Services,40849 Fremont Boulevard ,Fremont,CA,94538,http://www.abodeservices.org,Homeless Services,"$51,752,855 ","$19,980,425 "
9371,Abraham Initiatives,1460 Broadway ,New York,NY,10036,https://abrahaminitiatives.org/,"International Peace, Security, and Affairs","$1,712,132 ","$559,801 "
15194,Abraham Lincoln Presidential Library Foundation,500 East Madison Street Suite 200,Springfield,IL,62701,http://www.alplm.org/,"Libraries, Historical Societies and Landmark Preservation","$2,768,256 ","$24,724,441 "
12762,Abused Deaf Women's Advocacy Services,"8623 Roosevelt Way, NE ",Seattle,WA,98115,http://www.adwas.org/,Social Services,"$1,766,977 ","$2,582,859 "
13578,Academy Art Museum,106 South Street ,Easton,MD,21601,http://www.academyartmuseum.org/,Museums,"$1,656,077 ","$9,976,356 "
5705,Academy of Achievement,"1222 Sixteenth Street, NW ",Washington,DC,20036,http://www.achievement.org,Adult Education Programs and Services,"$6,797,125 ","$3,424,623 "
9256,Academy of American Poets,75 Maiden Lane Suite 901,New York,NY,10038,https://poets.org,Performing Arts,"$1,907,827 ","$10,072,827 "
14568,Academy of Fine Arts,600 Main Street ,Lynchburg,VA,24504,http://www.academyfinearts.com,Performing Arts,"$2,338,886 ","$37,764,254 "
14729,Academy of Hope Adult Public Charter School,2315 18th Place NE ,Washington,DC,20018,http://aohdc.org/,Adult Education Programs and Services,"$5,838,006 ","$1,988,079 "
8467,Academy of Nutrition and Dietetics Foundation,120 South Riverside Plaza Suite 2190,Chicago,IL,60606,http://eatrightfoundation.org/,Treatment and Prevention Services,"$3,022,441 ","$26,606,229 "
9103,Academy of Television Arts & Sciences Foundation,5220 Lankershim Boulevard ,North Hollywood,CA,91601,http://emmys.org/foundation/,Youth Education Programs and Services,"$6,146,489 ","$33,268,153 "
6064,Academy of Vocal Arts,1920 Spruce Street ,Philadelphia,PA,19103,http://www.avaopera.com,Youth Education Programs and Services,"$4,229,862 ","$39,357,081 "
10838,Acadia Center,8 Summer Street ,Rockport,ME,4856,http://www.acadiacenter.org/,Environmental Protection and Conservation,"$2,305,969 ","$3,274,725 "
10907,Accelerated Cure Project for Multiple Sclerosis ,460 Totten Pond Road Suite 140,Waltham,MA,2451,http://www.acceleratedcure.org/,"Diseases, Disorders, and Disciplines","$1,398,221 ","$930,381 "
15263,ACCESS,230 West Market Street ,Akron,OH,44303,http://www.access-shelter.org/,Homeless Services,"$1,326,548 ","$2,355,428 "
7859,ACCESS College Foundation,2555 Ellsmere Avenue Suite 110,Norfolk,VA,23513,http://www.accesscollege.org/,Scholarship and Financial Support,"$4,394,560 ","$54,187,564 "
9311,Access Fund,4750 Walnut St Suite 100,Boulder,CO,80301,http://www.accessfund.org/,Environmental Protection and Conservation,"$2,894,812 ","$2,920,610 "
7754,Accion East ,80 Maiden Lane Suite 903,New York,NY,10038,https://us.accion.org/region/the-east-coast,Housing and Neighborhood Development,"$11,366,921 ","$7,499,053 "
3211,ACCION International,10 Fawcett Street Suite 204,Cambridge,MA,2138,http://www.accion.org,Development and Relief Services,"$29,718,453 ","$313,166,287 "
7806,ACCION San Diego,404 Euclid Avenue Suite 271,San Diego,CA,92114,https://us.accion.org/region/southern-california/?region=southern-california,Housing and Neighborhood Development,"$2,411,344 ","$9,433,249 "
11257,ACE Scholarships,1201 East Colfax Avenue Suite 302,Denver,CO,80218,https://www.acescholarships.org/,Scholarship and Financial Support,"$30,724,004 ","$26,887,738 "
6917,Achievement Centers for Children,4255 Northfield Road ,Highland Hills,OH,44128,http://www.achievementcenters.org/,Social Services,"$10,804,504 ","$22,820,169 "
10383,Achievement Centers for Children & Families Foundation,555 Northwest 4th Street ,Delray Beach,FL,33444,http://www.achievementcentersfl.org/,Youth Education Programs and Services,"$2,349,461 ","$10,411,948 "
12696,Achievement First,370 James Street Suite 404,New Haven,CT,6513,http://www.achievementfirst.org,Scholarship and Financial Support,"$44,293,373 ","$21,238,359 "
11058,AchieveMpls,"111 Third Avenue, South Suite 5",Minneapolis,MN,55401,http://www.achievempls.org,Youth Education Programs and Services,"$5,196,212 ","$7,349,784 "
10407,Achilles International,42 West 38th Street Fourth Floor,New York,NY,10018,http://www.achillesinternational.org,Multipurpose Human Service Organizations,"$2,552,407 ","$1,025,216 "
13579,ACLU Foundation of Maryland,3600 Clipper Mill Road Suite 350,Baltimore,MD,21211,http://www.aclu-md.org/,Advocacy and Education,"$2,583,339 ","$3,218,255 "
15006,ACLU Foundation of Massachusetts,211 Congress Street ,Boston,MA,2110,http://aclum.org/,Advocacy and Education,"$3,571,742 ","$8,797,535 "
17074,ACLU Foundation of Southern California,1313 West Eighth Street ,Los Angeles,CA,90017,https://www.aclusocal.org/,Advocacy and Education,"$11,129,546 ","$38,312,463 "
18014,ACLU Foundation of Texas,P.O. Box 8306 ,Houston,TX,77288,https://www.aclutx.org/,Advocacy and Education,"$3,857,274 ","$1,086,007 "
15108,ACLU of Michigan Foundation,2966 Woodward Avenue ,Detroit,MI,48201,http://www.aclumich.org/,Advocacy and Education,"$4,788,420 ","$6,631,989 "
13171,Acres of Love,31920 Del Obispo Suite 175,San Juan Capistrano,CA,92675,https://acresoflove.org/,Development and Relief Services,"$4,119,369 ","$431,896 "
5766,Act Beyond,P.O. Box 831539 ,Richardson,TX,75083,http://www.beyond.org,Religious Activities,"$5,392,862 ","$1,967,883 "
10825,Acterra,3921 East Bayshore Road Suite 208,Palo Alto,CA,94303,http://www.acterra.org,Environmental Protection and Conservation,"$1,994,230 ","$1,258,181 "
3212,Action Against Hunger USA,One Whitehall Street Floor 2,New York,NY,10004,http://www.actionagainsthunger.org,Development and Relief Services,"$127,324,395 ","$95,091,214 "
11020,Action for Healthy Kids,600 West Van Buren Street Suite 720,Chicago,IL,60607,http://www.actionforhealthykids.org/,"Youth Development, Shelter, and Crisis Services","$5,973,412 ","$4,851,150 "
7153,Action in Community Through Service,3900 ACTS Lane ,Dumfries,VA,22026,http://www.actspwc.org,Social Services,"$5,059,391 ","$3,708,308 "
12729,Action Ministries,1700 Century Circle NE Suite 200,Atlanta,GA,30345,http://www.actionministries.net,Social Services,"$10,238,962 ","$960,969 "
8247,Action on Smoking and Health,1250 Connecticut Avenue Northwest 2nd Floor,Washington,DC,20036,http://www.ash.org,Treatment and Prevention Services,"$1,280,081 ","$5,363,808 "
8757,ActionAid USA,1220 L Street NW Suite 725,Washington,DC,20005,http://www.actionaidusa.org/,Development and Relief Services,"$2,895,839 ","$2,914,110 "
10184,Activated Ministries,11835 Carmel Mountain Rd Suite 1304-408,San Diego,CA,92128,http://www.activatedministries.org,Religious Activities,"$1,543,055 ","$404,456 "
18904,Active Minds, 2001 S Street NW Suite 630,Washington,DC,20009,https://www.activeminds.org/,"Diseases, Disorders, and Disciplines","$2,135,066 ","$345,823 "
6986,Acton Institute for the Study of Religion and Liberty,98 E. Fulton Street ,Grand Rapids,MI,49503,http://www.acton.org/,Advocacy and Education,"$10,887,803 ","$15,841,236 "
6457,Actors and Others for Animals,11523 Burbank Boulevard ,North Hollywood,CA,91601,http://www.actorsandothers.com/,"Animal Rights, Welfare, and Services","$890,470 ","$3,838,549 "
15381,Actors Playhouse,280 Miracle Mile ,Coral Gables,FL,33134,http://www.actorsplayhouse.org/,Performing Arts,"$3,837,340 ","$1,043,948 "
15657,Actors' Shakespeare Project,442 Bunker Hill Street ,Charlestown,MA,2129,http://actorsshakespeareproject.org/,Performing Arts,"$1,204,108 ","($116,976)"
8693,Actors Theatre of Louisville,316 West Main Street ,Louisville,KY,40202,http://www.actorstheatre.org/,Performing Arts,"$10,699,481 ","$19,927,024 "
11774,Acumen,40 Worth Street Suite 303,New York,NY,10013,http://www.acumen.org/,Development and Relief Services,"$22,674,343 ","$131,681,787 "
17491,Ada Jenkins Families and Careers Development Center,212 Gamble Street ,Davidson,NC,28036,https://www.adajenkins.org,Children's and Family Services,"$1,624,180 ","$4,815,149 "
18480,Adams County Community Foundation,25 South Fourth Street ,Gettysburg,PA,17325,http://www.adamscountycf.org,Community Foundations,"$1,592,281 ","$13,054,907 "
14377,Adaptive Sports Center,P.O. Box 1639 ,Crested Butte,CO,81224,http://www.adaptivesports.org/,Social Services,"$2,886,779 ","$13,886,131 "
12126,Adaptive Sports Foundation,100 Silverman Way ,Windham,NY,12496,http://www.adaptivesportsfoundation.org,Multipurpose Human Service Organizations,"$1,809,220 ","$6,804,904 "
15547,Adelante Mujeres,2030 Main Street Suite A,Forest Grove,OR,97116,http://www.adelantemujeres.org/,Social Services,"$3,123,467 ","$2,840,643 "
5018,Adirondack Historical Association,P.O. Box 99 9097 State Road 30,Blue Mountain Lake,NY,12812,http://www.adkmuseum.org,Museums,"$5,464,229 ","$60,247,945 "
10912,Adirondack Mountain Club,814 Goggins Road ,Lake George,NY,12845,https://www.adk.org/,Environmental Protection and Conservation,"$4,346,769 ","$2,751,496 "
13108,Adler Aphasia Center,60 West Hunter Avenue ,Maywood,NJ,7607,http://www.adleraphasiacenter.org/,Patient and Family Support,"$1,581,148 ","$6,915,672 "
3213,Adler Planetarium,1300 South Lake Shore Drive ,Chicago,IL,60605,http://www.adlerplanetarium.org,Museums,"$19,499,751 ","$25,030,875 "
13389,Administer Justice,1750 Grandstand Place Suite 15,Elgin,IL,60123,http://www.administerjustice.org/,Advocacy and Education,"$1,668,776 ","$104,967 "
12879,Adolescent Counseling Services,643 Bair Island Road Suite 301,Redwood City,CA,94063,http://www.acs-teens.org,"Youth Development, Shelter, and Crisis Services","$1,236,552 ","$1,382,179 "
11927,AdoptAClassroom.org,401 2nd Avenue N. Suite 305,Minneapolis,MN,55401,http://www.adoptaclassroom.org,Youth Education Programs and Services,"$4,461,537 ","$2,931,851 "
10645,Adopt-A-Family,"1712 Second Avenue, North ",Lake Worth,FL,33460,http://www.adoptafamilypbc.org,Homeless Services,"$6,916,474 ","$10,963,149 "
10404,Adopt-A-Native-Elder Program,328 West Gregson Avenue ,Salt Lake City,UT,84115,http://www.anelder.org,Social Services,"$1,483,278 ","$876,915 "
11174,AdoptAPlatoon Soldier Support Effort,P.O. Box 234 ,Lozano,TX,78568,http://adoptaplatoon.org/site/,Social Services,"$6,772,910 ","$2,132,523 "
8078,ADRA International,12501 Old Columbia Pike ,Silver Spring,MD,20904,https://adra.org/,Development and Relief Services,"$67,559,767 ","$47,935,285 "
8487,Adult & Teen Challenge MidSouth,1108 West 33rd Street ,Chattanooga,TN,37410,http://www.tcmidsouth.org,Treatment and Prevention Services,"$1,358,875 ","$3,494,172 "
17420,Advance Illinois,303 East Wacker Drive Suite 1925,Chicago,IL,60601,http://www.advanceillinois.org/,Education Policy and Reform,"$2,437,041 ","$2,499,766 "
16010,Advancement Project,1910 West Sunset Boulevard Suite 500,Los Angeles,CA,90026,http://www.advancementproject.org/,Advocacy and Education,"$12,698,971 ","$16,572,138 "
3216,Advancing Native Missions,10460 Critzer Shop Road ,Afton,VA,22920,http://advancingnativemissions.com/,Religious Activities,"$9,940,809 ","$3,098,787 "
5299,Adventist Frontier Missions,107 East Ferry Street ,Berrien Springs,MI,49103,http://www.afmonline.org,Religious Activities,"$6,444,663 ","$7,017,308 "
6574,Adventure Unlimited,5201 South Quebec Street ,Greenwood Village,CO,80111,http://www.adventureunlimited.org/,"Youth Development, Shelter, and Crisis Services","$5,297,029 ","$16,379,323 "
10426,Advocates for Children of New York,151 West 30th Street 5th Floor,New York,NY,10001,http://www.advocatesforchildren.org,Advocacy and Education,"$7,008,851 ","$8,546,314 "
5408,Advocates for Youth,1325 G Street Northwest Suite 980,Washington,DC,20005,http://www.advocatesforyouth.org,Treatment and Prevention Services,"$7,801,341 ","$7,870,317 "
6263,Advocates International,2920 King Street ,Alexandria,VA,22302,http://www.advocatesinternational.org,Advocacy and Education,"$326,767 ","$356,372 "
9504,Affirmations,290 West Nine Mile Road ,Ferndale,MI,48220,http://www.goaffirmations.org,Advocacy and Education,"$798,302 ","$2,618,658 "
15900,Afikim Foundation,111 John Street Suite 1720,New York,NY,10038,http://afikimfoundation.org/,Religious Activities,"$1,870,681 ","($278,588)"
13962,African Bible Colleges,P.O. Box 103 ,Clinton,MS,39060,http://africanbiblecolleges.com/home,Religious Activities,"$3,678,792 ","$1,744,710 "
5857,African Enterprise,PO Box 28190 ,Spokane,WA,99228,http://www.africanenterprise.org,Religious Activities,"$716,462 ","$643,761 "
9463,African Leadership,1749 Mallory Lane Suite 102,Brentwood,TN,37027,http://www.africanleadershipinc.org/,Development and Relief Services,"$1,334,003 ","$496,516 "
12539,African Leadership and Reconciliation Ministries,14140 Midway Road Suite 208,Dallas,TX,75244,http://www.alarm-inc.org,Religious Activities,"$3,121,340 ","$365,266 "
16546,African Leadership Foundation,P.O. Box 7408 ,New York,NY,10150,http://www.africanleadershipfoundation.org/,Scholarship and Financial Support,"$5,627,927 ","$8,688,130 "
18425,African Vision of Hope,Eight Professional Park Drive ,Maryville,IL,62062,https://africanvisionofhope.org/,Development and Relief Services,"$1,262,091 ","$642,647 "
3219,African Wildlife Foundation,1100 New Jersey Avenue SE Suite 900,Washington,DC,20003,http://www.awf.org,Wildlife Conservation,"$28,638,531 ","$42,038,115 "
3220,Africare,"440 R Street, North West ",Washington,DC,20001,http://www.africare.org,Development and Relief Services,"$20,340,070 ","$1,178,451 "
3222,AFS-USA,"120 Wall Street, 4th Floor ",New York,NY,10005,http://www.afsusa.org,"International Peace, Security, and Affairs","$34,575,041 ","$13,292,331 "
11694,Afterschool Alliance,1101 14th Street NW Suite 700,Washington,DC,20005,http://www.afterschoolalliance.org,Education Policy and Reform,"$5,126,132 ","$6,538,847 "
8074,After-School All-Stars,"5900 Wilshire Blvd, Suite 2000 Suite 2000",Los Angeles,CA,90036,http://www.afterschoolallstars.org/,"Youth Development, Shelter, and Crisis Services","$15,539,928 ","$4,998,853 "
8881,"Aga Khan Foundation, USA","1825 K Street, NW Suite 901",Washington ,DC,20006,http://www.akfusa.org/,Development and Relief Services,"$33,500,387 ","$397,783,121 "
17052,Agape,2210 Marietta Boulevard NW ,Atlanta,GA,30318,https://agapeatlanta.org/,"Youth Development, Shelter, and Crisis Services","$2,237,653 ","$9,111,084 "
16103,Agape International Missions,2000 Opportunity Drive Suite 100,Roseville,CA,95678,http://www.agapewebsite.org,Development and Relief Services,"$6,423,880 ","$4,988,665 "
5635,Agape Villages,3160 Crow Canyon Place Suite 120,San Ramon,CA,94583,http://www.agapevillages.org,Children's and Family Services,"$3,168,351 ","($1,790,898)"
15337,Agriculture Future of America,11500 NW Ambassador Drive Suite 306,Kansas City,MO,64153,http://www.agfuture.org/,Adult Education Programs and Services,"$3,571,079 ","$4,690,345 "
16777,Agros International,2225 Fourth Avenue Second Floor,Seattle,WA,98121,http://www.agros.org/,Development and Relief Services,"$2,396,421 ","$2,121,302 "
3223,Agudath Israel of America,42 Broadway Fourteenth Floor,New York,NY,10004,http://agudathisrael.org/,Religious Activities,"$14,599,724 ","$12,845,892 "
17226,Ahavas Tzedaka,816 Forest Avenue ,Lakewood,NJ,8701,https://ahavastzedakah.com/,Social Services,"$1,803,236 ","$147,412 "
12270,AHRC New York City Foundation,83 Maiden Lane Eleventh Floor,New York,NY,10038,http://www.ahrcnycfoundation.org/,Social Services,"$2,374,652 ","$31,303,581 "
11185,AID FOR AIDS International,131 Varick St Suite 1011,New York,NY,10013,http://www.aidforaids.org,Development and Relief Services,"$9,599,854 ","($625,280)"
12770,Aid for Starving Children,2360 Professional Drive Suite 105,Santa Rosa,CA,95403,http://aidforstarvingchildren.org/,Humanitarian Relief Supplies,"$7,777,617 ","$640,966 "
5063,AIDS Action Committee of Massachusetts,75 Amory Street ,Boston,MA,2119,http://www.aac.org,"Diseases, Disorders, and Disciplines","$10,313,116 ","$1,994,285 "
5707,AIDS Foundation Houston,6260 Westpark Drive Suite 100,Houston,TX,77057,http://www.aidshelp.org,"Diseases, Disorders, and Disciplines","$5,949,163 ","$3,483,003 "
6235,AIDS United,"1101 14th St, NW Suite 300",Washington,DC,20005,http://www.aidsunited.org,Medical Research,"$15,703,177 ","$7,646,499 "
11087,AIDS Vaccine Advocacy Coalition,423 West 127th Street 4th Floor,New York,NY,10027,http://www.avac.org,"Diseases, Disorders, and Disciplines","$16,536,786 ","$10,610,325 "
11738,AIM for Seva,P.O. Box 639 ,Saylorsburg,PA,18353,http://www.aimforsevausa.org/,Youth Education Programs and Services,"$3,670,013 ","$1,161,270 "
6492,Air Force Aid Society,1550 Crystal Drive Suite 809,Arlington,VA,22202,http://www.afas.org/,Social Services,"$20,929,618 ","$186,889,247 "
8760,Air Force Enlisted Village,92 Sunset Lane ,Shalimar,FL,32579,https://afev.us/,Social Services,"$10,354,996 ","$21,425,007 "
6890,Air Force Museum Foundation,P.O. Box 1903 ,Wright Patterson Air Force Base,OH,45433,http://www.airforcemuseum.com,Museums,"$3,848,890 ","$16,610,388 "
13296,Air Warrior Courage Foundation,P.O. Box 877 ,Silver Spring,MD,20918,http://www.airwarriorcourage.org/,Social Services,"$966,297 ","$4,644,957 "
4993,Aish New York,315 West 36th Street Suite 4067,New York,NY,10018,https://www.aishny.com/,Religious Activities,"$6,368,381 ","($1,057,761)"
17469,Akilah Institute for Women,195 Plymouth Street Suite 2/4,Brooklyn,NY,11201,https://www.akilahinstitute.org/,Youth Education Programs and Services,"$3,616,929 ","$921,194 "
6627,Akron Art Museum,One South High Street ,Akron,OH,44308,http://www.akronartmuseum.org,Museums,"$6,015,973 ","$56,664,653 "
6133,Akron Community Foundation,345 West Cedar Street ,Akron,OH,44307,http://www.akroncf.org/Home.aspx,Community Foundations,"$16,268,159 ","$192,893,376 "
8192,Akron-Canton Regional Foodbank,350 Opportunity Parkway ,Akron,OH,44307,http://www.akroncantonfoodbank.org,"Food Banks, Food Pantries, and Food Distribution","$47,147,102 ","$11,376,927 "
11636,Alabama Ballet,2726 1st Avenue South ,Birmingham,AL,35233,http://www.alabamaballet.org,Performing Arts,"$1,973,734 ","$2,409,851 "
14799,Alabama Law Foundation,P.O. Box 4129 ,Montgomery,AL,36103,http://www.alabamalawfoundation.org/,Advocacy and Education,"$1,344,938 ","$8,823,695 "
15888,Alabama Policy Institute,2213 Morris Avenue First Floor,Birmingham,AL,35203,http://www.alabamapolicy.org/,Social and Public Policy Research,"$907,242 ","$265,184 "
7261,Alabama Shakespeare Festival,One Festival Drive ,Montgomery,AL,36117,http://www.asf.net/,Performing Arts,"$8,048,095 ","$5,195,752 "
9645,Alabama Symphony Orchestra,3621 Sixth Avenue South ,Birmingham,AL,35222,http://www.alabamasymphony.org/,Performing Arts,"$6,350,932 ","$1,295,880 "
18353,Alachua Habitat for Humanity,2630 NW 41st Street ,C-3 Gainesville,FL,32606,https://www.alachuahabitat.org/,Housing and Neighborhood Development,"$1,638,139 ","$3,477,911 "
5818,Alameda County Community Food Bank,7900 Edgewater Drive ,Oakland,CA,94621,http://www.accfb.org/,"Food Banks, Food Pantries, and Food Distribution","$63,706,150 ","$24,851,659 "
18457,Alaqua Animal Refuge Inc.,914 Whitfield Road ,Freeport,FL,32439,https://www.alaqua.org/,"Animal Rights, Welfare, and Services","$1,430,707 ","$4,682,339 "
5928,Alaska Conservation Foundation,1227 West 9th Avenue Suite 300,Anchorage,AK,99501,http://alaskaconservation.org/,Environmental Protection and Conservation,"$2,436,584 ","$12,070,236 "
7132,Alaska Wilderness League,"122 C Street, NW Suite 240",Washington,DC,20001,http://www.alaskawild.org/,Environmental Protection and Conservation,"$2,593,969 ","$2,826,553 "
6766,Albany Institute of History & Art,125 Washington Avenue ,Albany,NY,12210,http://www.albanyinstitute.org/,Museums,"$2,029,520 ","$10,529,354 "
6779,Albright-Knox Art Gallery,1285 Elmwood Avenue ,Buffalo,NY,14222,http://www.albrightknox.org,Museums,"$16,048,436 ","$222,985,041 "
18486,Albuquerque Community Foundation,"624 Tijeras Avenue, NW ",Albuquerque,NM,87102,http://www.albuquerquefoundation.org/,Community Foundations,"$6,189,351 ","$77,542,997 "
15417,Albuquerque Museum Foundation,2000 Mountain Road NW ,Albuquerque,NM,87104,http://albuquerquemuseum.org/,Museums,"$1,438,046 ","$16,592,051 "
8155,Aldersgate Renewal Ministries,121 East Avenue ,Goodlettsville,TN,37072,http://www.aldersgaterenewal.org,Religious Activities,"$603,538 ","$1,577,991 "
18411,Aleh,P.O. Box 4911 ,New York,NY,10185,https://aleh.org/,Social Services,"$3,083,213 ","$135,619 "
12095,Alexander Graham Bell Association for the Deaf and Hard of Hearing,"3417 Volta Place, NW ",Washington,DC,20007,http://www.agbell.org,"Diseases, Disorders, and Disciplines","$3,623,272 ","$11,630,233 "
12443,Alex's Lemonade Stand Foundation,"Bala Pointe, 111 Presidential Boulevard Suite 203",Bala Cynwyd,PA,19004,http://www.alexslemonade.org,Medical Research,"$24,155,282 ","$12,921,688 "
7225,Alfalit International,3026 NW 79th Avenue ,Miami,FL,33122,https://english.alfalit.org/,Development and Relief Services,"$5,148,808 ","$900,497 "
16362,Al-Furqaan Foundation,519 East Briarcliff Road 2nd Floor,Bolingbrook,IL,60440,http://al-furqaan.org/,Religious Media and Broadcasting,"$2,817,673 ","$4,349,156 "
3284,Alight (formerly American Refugee Committee),615 First Ave. NE. Suite 500,Minneapolis,MN,55413,http://wearealight.org,Development and Relief Services,"$64,303,769 ","$31,523,027 "
17501,Align Life Ministries,131 South 8th Street ,Lebanon,PA,17042,https://svps.org/,Treatment and Prevention Services,"$1,637,311 ","$1,563,557 "
16364,ALIGN: The Alliance for a Greater New York,50 Broadway 29th Floor,New York,NY,10004,http://www.alignny.org/,Advocacy and Education,"$1,059,972 ","$2,076,450 "
18447,Alive & Free,1060 Tennessee Street ,San Francisco,CA,94107,http://www.stayaliveandfree.org,"Youth Development, Shelter, and Crisis Services","$1,749,292 ","$4,672,040 "
11105,ALIVE!,2723 King Street ,Alexandria ,VA,22302,https://www.alive-inc.org/,Children's and Family Services,"$2,013,216 ","$1,209,773 "
