OrgID,Charity Name,Address ,City,State,Zip,Website URL,Category,Cause,Total Expenses,Total Net Assets
10278, United Methodist Committee on Relief of Global Ministries,458 Ponce De Leon Avenue ,Atlanta,GA,30308,http://www.umcor.org/,International,Development and Relief Services,71196129,111327442
11013,"""I Have a Dream"" Foundation",322 Eighth Avenue Suite 202,New York,NY,10001,http://www.ihaveadreamfoundation.org,Education,Scholarship and Financial Support,2911790,2812977
6466,"10,000 Degrees",1650 Los Gamos Drive Suite 110,San Rafael,CA,94903,http://www.10000degrees.org,Education,Scholarship and Financial Support,9258322,13592921
12098,100 Black Men of America,141 Auburn Avenue NE ,Atlanta,GA,30303,http://www.100blackmen.org/,Human Services,"Youth Development, Shelter, and Crisis Services",4366870,3407241
12123,100 Club of Arizona,333 North 44th Street Suite 100,Phoenix,AZ,85008,http://www.100club.org,Human Services,Multipurpose Human Service Organizations,2201743,7132258
17473,100 Club of Chicago,875 North Michigan Avenue Suite 1351,Chicago,IL,60611,http://www.100clubchicago.org/,Human Services,Social Services,1408074,8178182
10092,1000 Friends of Florida,308 North Monroe Street ,Tallahassee,FL,32301,http://www.1000fof.org/,Environment,Environmental Protection and Conservation,485941,421269
8770,1000 Friends of Oregon,133 SW 2nd Ave Suite 201,Portland,OR,97204,http://www.friends.org,Environment,Environmental Protection and Conservation,1564775,3966190
17318,18Doors,"90 Oak Street, Fourth Floor P.O. Box 428",Newton Upper Falls,MA,2464,https://18doors.org/,Religion,Religious Activities,2463792,1747802
15235,24 Foundation,801 East Morehead Street Suite 308,Charlotte,NC,28202,https://www.24foundation.org/,Health,Medical Research,1862821,639656
16289,350.org,20 Jay Street Suite 732,Brooklyn,NY,11201,http://350.org,Environment,Environmental Protection and Conservation,15450256,14993196
13055,4 Paws for Ability ,207 Dayton Avenue ,Xenia,OH,45385,http://www.4pawsforability.org/,Human Services,Social Services,4151432,4832614
18129,6 Stones Mission Network,209 N. Industrial Boulevard Suite 241,Bedford,TX,76021,https://www.6stones.org/,Human Services,Social Services,4234521,277035
11528,826 Valencia,826 Valencia Street ,San Francisco,CA,94110,https://826valencia.org,Education,Youth Education Programs and Services,3190593,7816840
18903,826LA,1714 West Sunset Boulevard ,Los Angeles,CA,90026,https://826la.org/,Education,Youth Education Programs and Services,1628301,2696323
14961,9to5 National Association of Working Women,207 East Buffalo Street Suite 211,Milwaukee,WI,53202,http://9to5.org/,Human and Civil Rights,Advocacy and Education,2141442,1674069
6082,A Better Chance,253 West 35th Street 6th Floor,New York,NY,10001,http://www.abetterchance.org,Education,Youth Education Programs and Services,4350199,9457542
16343,A Chance In Life,250 East 63rd Street Suite 204,New York,NY,10065,http://www.achanceinlife.org/,Human Services,"Youth Development, Shelter, and Crisis Services",1903585,3236950
15907,A Chance to Change,2113 West Britton Road ,The Village,OK,73120,http://www.achancetochange.org/,Health,Treatment and Prevention Services,1869794,787198
18307,A Child's Hope International,2430 East Kemper Road ,Cincinnati,OH,45241,https://thechildrenarewaiting.org/,International,Development and Relief Services,2765858,1200435
15368,A Child's Place,601 East Fifth Street Suite 230,Charlotte,NC,28202,http://www.achildsplace.org/,Education,Youth Education Programs and Services,1802455,1317406
3634,A Contemporary Theatre,Kreielsheimer Place 700 Union Street,Seattle,WA,98101,http://www.acttheatre.org,"Arts, Culture, Humanities",Performing Arts,6139857,14703
12217,A Gift for Teaching,6501 Magic Way Building 400C,Orlando,FL,32809,http://agiftforteaching.org/,Education,Youth Education Programs and Services,9938798,4250619
16302,A Jewish Voice for Peace,1611 Telegraph Avenue Suite 1020,Oakland,CA,94612,https://jewishvoiceforpeace.org,International,"International Peace, Security, and Affairs",3408915,1036324
9239,A Kid Again,777-G Dearborn Park Lane ,Columbus,OH,43085,http://www.akidagain.org,Health,Patient and Family Support,2928429,1609333
15719,A Kids' Brain Tumor Cure,85 Riverbend Lane ,Needham,MA,2492,http://akidsbraintumorcure.org/,Health,Medical Research,4863510,128963
10176,A Noise Within,3352 East Foothill Boulevard ,Pasadena,CA,91107,http://www.anoisewithin.org,"Arts, Culture, Humanities",Performing Arts,3403151,11624477
8040,A Place Called Home,2830 South Central Avenue ,Los Angeles,CA,90011,http://www.apch.org,Human Services,"Youth Development, Shelter, and Crisis Services",7196253,13555858
6096,A.J. Muste Memorial Institute,"168 Canal Street, Sixth Floor ",New York,NY,10013,http://www.ajmuste.org/,Human and Civil Rights,Advocacy and Education,1508339,19643460
8302,AAA Foundation for Traffic Safety,"607 14th Street, NW Suite 201",Washington,DC,20005,http://www.aaafoundation.org,Research and Public Policy,Social and Public Policy Research,5827837,24679331
11128,AACA Museum,161 Museum Drive ,Hershey,PA,17033,http://www.aacamuseum.org,"Arts, Culture, Humanities",Museums,1854421,15788915
3205,AARP Foundation,"601 E Street, NW ",Washington,DC,20049,http://www.aarp.org/aarp-foundation/,Human Services,Social Services,170923640,386579789
3240,AAUW - American Association of University Women,"1310 L Street NW, Suite 1000 ",Washington,DC,20005,http://www.aauw.org,Education,Youth Education Programs and Services,19152399,117315753
13189,Abandoned Children's Fund,2360 Mendocino Ave A2-220 ,Santa Rosa,CA,95403,http://www.abandonedchildrensfund.org,International,Development and Relief Services,4178802,441303
15570,Abby's House,52 High Street ,Worcester,MA,1609,http://www.abbyshouse.org/,Human Services,Social Services,1412874,5924521
8965,ABC² (Accelerate Brain Cancer Cure),"1717 Rhode Island Avenue, NW Suite 700",Washington,DC,20036,http://www.abc2.org,Health,Medical Research,1584284,2819388
9182,Abode Services,40849 Fremont Boulevard ,Fremont,CA,94538,http://www.abodeservices.org,Human Services,Homeless Services,51752855,19980425
9371,Abraham Initiatives,1460 Broadway ,New York,NY,10036,https://abrahaminitiatives.org/,International,"International Peace, Security, and Affairs",1712132,559801
15194,Abraham Lincoln Presidential Library Foundation,500 East Madison Street Suite 200,Springfield,IL,62701,http://www.alplm.org/,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",2768256,24724441
12762,Abused Deaf Women's Advocacy Services,"8623 Roosevelt Way, NE ",Seattle,WA,98115,http://www.adwas.org/,Human Services,Social Services,1766977,2582859
13578,Academy Art Museum,106 South Street ,Easton,MD,21601,http://www.academyartmuseum.org/,"Arts, Culture, Humanities",Museums,1656077,9976356
5705,Academy of Achievement,"1222 Sixteenth Street, NW ",Washington,DC,20036,http://www.achievement.org,Education,Adult Education Programs and Services,6797125,3424623
9256,Academy of American Poets,75 Maiden Lane Suite 901,New York,NY,10038,https://poets.org,"Arts, Culture, Humanities",Performing Arts,1907827,10072827
14568,Academy of Fine Arts,600 Main Street ,Lynchburg,VA,24504,http://www.academyfinearts.com,"Arts, Culture, Humanities",Performing Arts,2338886,37764254
14729,Academy of Hope Adult Public Charter School,2315 18th Place NE ,Washington,DC,20018,http://aohdc.org/,Education,Adult Education Programs and Services,5838006,1988079
8467,Academy of Nutrition and Dietetics Foundation,120 South Riverside Plaza Suite 2190,Chicago,IL,60606,http://eatrightfoundation.org/,Health,Treatment and Prevention Services,3022441,26606229
9103,Academy of Television Arts & Sciences Foundation,5220 Lankershim Boulevard ,North Hollywood,CA,91601,http://emmys.org/foundation/,Education,Youth Education Programs and Services,6146489,33268153
6064,Academy of Vocal Arts,1920 Spruce Street ,Philadelphia,PA,19103,http://www.avaopera.com,Education,Youth Education Programs and Services,4229862,39357081
10838,Acadia Center,8 Summer Street ,Rockport,ME,4856,http://www.acadiacenter.org/,Environment,Environmental Protection and Conservation,2305969,3274725
10907,Accelerated Cure Project for Multiple Sclerosis ,460 Totten Pond Road Suite 140,Waltham,MA,2451,http://www.acceleratedcure.org/,Health,"Diseases, Disorders, and Disciplines",1398221,930381
15263,ACCESS,230 West Market Street ,Akron,OH,44303,http://www.access-shelter.org/,Human Services,Homeless Services,1326548,2355428
7859,ACCESS College Foundation,2555 Ellsmere Avenue Suite 110,Norfolk,VA,23513,http://www.accesscollege.org/,Education,Scholarship and Financial Support,4394560,54187564
9311,Access Fund,4750 Walnut St Suite 100,Boulder,CO,80301,http://www.accessfund.org/,Environment,Environmental Protection and Conservation,2894812,2920610
7754,Accion East ,80 Maiden Lane Suite 903,New York,NY,10038,https://us.accion.org/region/the-east-coast,Community Development,Housing and Neighborhood Development,11366921,7499053
3211,ACCION International,10 Fawcett Street Suite 204,Cambridge,MA,2138,http://www.accion.org,International,Development and Relief Services,29718453,313166287
7806,ACCION San Diego,404 Euclid Avenue Suite 271,San Diego,CA,92114,https://us.accion.org/region/southern-california/?region=southern-california,Community Development,Housing and Neighborhood Development,2411344,9433249
11257,ACE Scholarships,1201 East Colfax Avenue Suite 302,Denver,CO,80218,https://www.acescholarships.org/,Education,Scholarship and Financial Support,30724004,26887738
6917,Achievement Centers for Children,4255 Northfield Road ,Highland Hills,OH,44128,http://www.achievementcenters.org/,Human Services,Social Services,10804504,22820169
10383,Achievement Centers for Children & Families Foundation,555 Northwest 4th Street ,Delray Beach,FL,33444,http://www.achievementcentersfl.org/,Education,Youth Education Programs and Services,2349461,10411948
12696,Achievement First,370 James Street Suite 404,New Haven,CT,6513,http://www.achievementfirst.org,Education,Scholarship and Financial Support,44293373,21238359
11058,AchieveMpls,"111 Third Avenue, South Suite 5",Minneapolis,MN,55401,http://www.achievempls.org,Education,Youth Education Programs and Services,5196212,7349784
10407,Achilles International,42 West 38th Street Fourth Floor,New York,NY,10018,http://www.achillesinternational.org,Human Services,Multipurpose Human Service Organizations,2552407,1025216
13579,ACLU Foundation of Maryland,3600 Clipper Mill Road Suite 350,Baltimore,MD,21211,http://www.aclu-md.org/,Human and Civil Rights,Advocacy and Education,2583339,3218255
15006,ACLU Foundation of Massachusetts,211 Congress Street ,Boston,MA,2110,http://aclum.org/,Human and Civil Rights,Advocacy and Education,3571742,8797535
17074,ACLU Foundation of Southern California,1313 West Eighth Street ,Los Angeles,CA,90017,https://www.aclusocal.org/,Human and Civil Rights,Advocacy and Education,11129546,38312463
18014,ACLU Foundation of Texas,P.O. Box 8306 ,Houston,TX,77288,https://www.aclutx.org/,Human and Civil Rights,Advocacy and Education,3857274,1086007
15108,ACLU of Michigan Foundation,2966 Woodward Avenue ,Detroit,MI,48201,http://www.aclumich.org/,Human and Civil Rights,Advocacy and Education,4788420,6631989
13171,Acres of Love,31920 Del Obispo Suite 175,San Juan Capistrano,CA,92675,https://acresoflove.org/,International,Development and Relief Services,4119369,431896
5766,Act Beyond,P.O. Box 831539 ,Richardson,TX,75083,http://www.beyond.org,Religion,Religious Activities,5392862,1967883
10825,Acterra,3921 East Bayshore Road Suite 208,Palo Alto,CA,94303,http://www.acterra.org,Environment,Environmental Protection and Conservation,1994230,1258181
3212,Action Against Hunger USA,One Whitehall Street Floor 2,New York,NY,10004,http://www.actionagainsthunger.org,International,Development and Relief Services,127324395,95091214
11020,Action for Healthy Kids,600 West Van Buren Street Suite 720,Chicago,IL,60607,http://www.actionforhealthykids.org/,Human Services,"Youth Development, Shelter, and Crisis Services",5973412,4851150
7153,Action in Community Through Service,3900 ACTS Lane ,Dumfries,VA,22026,http://www.actspwc.org,Human Services,Social Services,5059391,3708308
12729,Action Ministries,1700 Century Circle NE Suite 200,Atlanta,GA,30345,http://www.actionministries.net,Human Services,Social Services,10238962,960969
8247,Action on Smoking and Health,1250 Connecticut Avenue Northwest 2nd Floor,Washington,DC,20036,http://www.ash.org,Health,Treatment and Prevention Services,1280081,5363808
8757,ActionAid USA,1220 L Street NW Suite 725,Washington,DC,20005,http://www.actionaidusa.org/,International,Development and Relief Services,2895839,2914110
10184,Activated Ministries,11835 Carmel Mountain Rd Suite 1304-408,San Diego,CA,92128,http://www.activatedministries.org,Religion,Religious Activities,1543055,404456
18904,Active Minds, 2001 S Street NW Suite 630,Washington,DC,20009,https://www.activeminds.org/,Health,"Diseases, Disorders, and Disciplines",2135066,345823
6986,Acton Institute for the Study of Religion and Liberty,98 E. Fulton Street ,Grand Rapids,MI,49503,http://www.acton.org/,Human and Civil Rights,Advocacy and Education,10887803,15841236
6457,Actors and Others for Animals,11523 Burbank Boulevard ,North Hollywood,CA,91601,http://www.actorsandothers.com/,Animals,"Animal Rights, Welfare, and Services",890470,3838549
15381,Actors Playhouse,280 Miracle Mile ,Coral Gables,FL,33134,http://www.actorsplayhouse.org/,"Arts, Culture, Humanities",Performing Arts,3837340,1043948
15657,Actors' Shakespeare Project,442 Bunker Hill Street ,Charlestown,MA,2129,http://actorsshakespeareproject.org/,"Arts, Culture, Humanities",Performing Arts,1204108,-116976
8693,Actors Theatre of Louisville,316 West Main Street ,Louisville,KY,40202,http://www.actorstheatre.org/,"Arts, Culture, Humanities",Performing Arts,10699481,19927024
11774,Acumen,40 Worth Street Suite 303,New York,NY,10013,http://www.acumen.org/,International,Development and Relief Services,22674343,131681787
17491,Ada Jenkins Families and Careers Development Center,212 Gamble Street ,Davidson,NC,28036,https://www.adajenkins.org,Human Services,Children's and Family Services,1624180,4815149
18480,Adams County Community Foundation,25 South Fourth Street ,Gettysburg,PA,17325,http://www.adamscountycf.org,Community Development,Community Foundations,1592281,13054907
14377,Adaptive Sports Center,P.O. Box 1639 ,Crested Butte,CO,81224,http://www.adaptivesports.org/,Human Services,Social Services,2886779,13886131
12126,Adaptive Sports Foundation,100 Silverman Way ,Windham,NY,12496,http://www.adaptivesportsfoundation.org,Human Services,Multipurpose Human Service Organizations,1809220,6804904
15547,Adelante Mujeres,2030 Main Street Suite A,Forest Grove,OR,97116,http://www.adelantemujeres.org/,Human Services,Social Services,3123467,2840643
5018,Adirondack Historical Association,P.O. Box 99 9097 State Road 30,Blue Mountain Lake,NY,12812,http://www.adkmuseum.org,"Arts, Culture, Humanities",Museums,5464229,60247945
10912,Adirondack Mountain Club,814 Goggins Road ,Lake George,NY,12845,https://www.adk.org/,Environment,Environmental Protection and Conservation,4346769,2751496
13108,Adler Aphasia Center,60 West Hunter Avenue ,Maywood,NJ,7607,http://www.adleraphasiacenter.org/,Health,Patient and Family Support,1581148,6915672
3213,Adler Planetarium,1300 South Lake Shore Drive ,Chicago,IL,60605,http://www.adlerplanetarium.org,"Arts, Culture, Humanities",Museums,19499751,25030875
13389,Administer Justice,1750 Grandstand Place Suite 15,Elgin,IL,60123,http://www.administerjustice.org/,Human and Civil Rights,Advocacy and Education,1668776,104967
12879,Adolescent Counseling Services,643 Bair Island Road Suite 301,Redwood City,CA,94063,http://www.acs-teens.org,Human Services,"Youth Development, Shelter, and Crisis Services",1236552,1382179
11927,AdoptAClassroom.org,401 2nd Avenue N. Suite 305,Minneapolis,MN,55401,http://www.adoptaclassroom.org,Education,Youth Education Programs and Services,4461537,2931851
10645,Adopt-A-Family,"1712 Second Avenue, North ",Lake Worth,FL,33460,http://www.adoptafamilypbc.org,Human Services,Homeless Services,6916474,10963149
10404,Adopt-A-Native-Elder Program,328 West Gregson Avenue ,Salt Lake City,UT,84115,http://www.anelder.org,Human Services,Social Services,1483278,876915
11174,AdoptAPlatoon Soldier Support Effort,P.O. Box 234 ,Lozano,TX,78568,http://adoptaplatoon.org/site/,Human Services,Social Services,6772910,2132523
8078,ADRA International,12501 Old Columbia Pike ,Silver Spring,MD,20904,https://adra.org/,International,Development and Relief Services,67559767,47935285
8487,Adult & Teen Challenge MidSouth,1108 West 33rd Street ,Chattanooga,TN,37410,http://www.tcmidsouth.org,Health,Treatment and Prevention Services,1358875,3494172
17420,Advance Illinois,303 East Wacker Drive Suite 1925,Chicago,IL,60601,http://www.advanceillinois.org/,Education,Education Policy and Reform,2437041,2499766
16010,Advancement Project,1910 West Sunset Boulevard Suite 500,Los Angeles,CA,90026,http://www.advancementproject.org/,Human and Civil Rights,Advocacy and Education,12698971,16572138
3216,Advancing Native Missions,10460 Critzer Shop Road ,Afton,VA,22920,http://advancingnativemissions.com/,Religion,Religious Activities,9940809,3098787
5299,Adventist Frontier Missions,107 East Ferry Street ,Berrien Springs,MI,49103,http://www.afmonline.org,Religion,Religious Activities,6444663,7017308
6574,Adventure Unlimited,5201 South Quebec Street ,Greenwood Village,CO,80111,http://www.adventureunlimited.org/,Human Services,"Youth Development, Shelter, and Crisis Services",5297029,16379323
10426,Advocates for Children of New York,151 West 30th Street 5th Floor,New York,NY,10001,http://www.advocatesforchildren.org,Human and Civil Rights,Advocacy and Education,7008851,8546314
5408,Advocates for Youth,1325 G Street Northwest Suite 980,Washington,DC,20005,http://www.advocatesforyouth.org,Health,Treatment and Prevention Services,7801341,7870317
6263,Advocates International,2920 King Street ,Alexandria,VA,22302,http://www.advocatesinternational.org,Human and Civil Rights,Advocacy and Education,326767,356372
9504,Affirmations,290 West Nine Mile Road ,Ferndale,MI,48220,http://www.goaffirmations.org,Human and Civil Rights,Advocacy and Education,798302,2618658
15900,Afikim Foundation,111 John Street Suite 1720,New York,NY,10038,http://afikimfoundation.org/,Religion,Religious Activities,1870681,-278588
13962,African Bible Colleges,P.O. Box 103 ,Clinton,MS,39060,http://africanbiblecolleges.com/home,Religion,Religious Activities,3678792,1744710
5857,African Enterprise,PO Box 28190 ,Spokane,WA,99228,http://www.africanenterprise.org,Religion,Religious Activities,716462,643761
9463,African Leadership,1749 Mallory Lane Suite 102,Brentwood,TN,37027,http://www.africanleadershipinc.org/,International,Development and Relief Services,1334003,496516
12539,African Leadership and Reconciliation Ministries,14140 Midway Road Suite 208,Dallas,TX,75244,http://www.alarm-inc.org,Religion,Religious Activities,3121340,365266
16546,African Leadership Foundation,P.O. Box 7408 ,New York,NY,10150,http://www.africanleadershipfoundation.org/,Education,Scholarship and Financial Support,5627927,8688130
18425,African Vision of Hope,Eight Professional Park Drive ,Maryville,IL,62062,https://africanvisionofhope.org/,International,Development and Relief Services,1262091,642647
3219,African Wildlife Foundation,1100 New Jersey Avenue SE Suite 900,Washington,DC,20003,http://www.awf.org,Animals,Wildlife Conservation,28638531,42038115
3220,Africare,"440 R Street, North West ",Washington,DC,20001,http://www.africare.org,International,Development and Relief Services,20340070,1178451
3222,AFS-USA,"120 Wall Street, 4th Floor ",New York,NY,10005,http://www.afsusa.org,International,"International Peace, Security, and Affairs",34575041,13292331
11694,Afterschool Alliance,1101 14th Street NW Suite 700,Washington,DC,20005,http://www.afterschoolalliance.org,Education,Education Policy and Reform,5126132,6538847
8074,After-School All-Stars,"5900 Wilshire Blvd, Suite 2000 Suite 2000",Los Angeles,CA,90036,http://www.afterschoolallstars.org/,Human Services,"Youth Development, Shelter, and Crisis Services",15539928,4998853
8881,"Aga Khan Foundation, USA","1825 K Street, NW Suite 901",Washington ,DC,20006,http://www.akfusa.org/,International,Development and Relief Services,33500387,397783121
17052,Agape,2210 Marietta Boulevard NW ,Atlanta,GA,30318,https://agapeatlanta.org/,Human Services,"Youth Development, Shelter, and Crisis Services",2237653,9111084
16103,Agape International Missions,2000 Opportunity Drive Suite 100,Roseville,CA,95678,http://www.agapewebsite.org,International,Development and Relief Services,6423880,4988665
5635,Agape Villages,3160 Crow Canyon Place Suite 120,San Ramon,CA,94583,http://www.agapevillages.org,Human Services,Children's and Family Services,3168351,-1790898
15337,Agriculture Future of America,11500 NW Ambassador Drive Suite 306,Kansas City,MO,64153,http://www.agfuture.org/,Education,Adult Education Programs and Services,3571079,4690345
16777,Agros International,2225 Fourth Avenue Second Floor,Seattle,WA,98121,http://www.agros.org/,International,Development and Relief Services,2396421,2121302
3223,Agudath Israel of America,42 Broadway Fourteenth Floor,New York,NY,10004,http://agudathisrael.org/,Religion,Religious Activities,14599724,12845892
17226,Ahavas Tzedaka,816 Forest Avenue ,Lakewood,NJ,8701,https://ahavastzedakah.com/,Human Services,Social Services,1803236,147412
12270,AHRC New York City Foundation,83 Maiden Lane Eleventh Floor,New York,NY,10038,http://www.ahrcnycfoundation.org/,Human Services,Social Services,2374652,31303581
11185,AID FOR AIDS International,131 Varick St Suite 1011,New York,NY,10013,http://www.aidforaids.org,International,Development and Relief Services,9599854,-625280
12770,Aid for Starving Children,2360 Professional Drive Suite 105,Santa Rosa,CA,95403,http://aidforstarvingchildren.org/,International,Humanitarian Relief Supplies,7777617,640966
5063,AIDS Action Committee of Massachusetts,75 Amory Street ,Boston,MA,2119,http://www.aac.org,Health,"Diseases, Disorders, and Disciplines",10313116,1994285
5707,AIDS Foundation Houston,6260 Westpark Drive Suite 100,Houston,TX,77057,http://www.aidshelp.org,Health,"Diseases, Disorders, and Disciplines",5949163,3483003
6235,AIDS United,"1101 14th St, NW Suite 300",Washington,DC,20005,http://www.aidsunited.org,Health,Medical Research,15703177,7646499
11087,AIDS Vaccine Advocacy Coalition,423 West 127th Street 4th Floor,New York,NY,10027,http://www.avac.org,Health,"Diseases, Disorders, and Disciplines",16536786,10610325
11738,AIM for Seva,P.O. Box 639 ,Saylorsburg,PA,18353,http://www.aimforsevausa.org/,Education,Youth Education Programs and Services,3670013,1161270
6492,Air Force Aid Society,1550 Crystal Drive Suite 809,Arlington,VA,22202,http://www.afas.org/,Human Services,Social Services,20929618,186889247
8760,Air Force Enlisted Village,92 Sunset Lane ,Shalimar,FL,32579,https://afev.us/,Human Services,Social Services,10354996,21425007
6890,Air Force Museum Foundation,P.O. Box 1903 ,Wright Patterson Air Force Base,OH,45433,http://www.airforcemuseum.com,"Arts, Culture, Humanities",Museums,3848890,16610388
13296,Air Warrior Courage Foundation,P.O. Box 877 ,Silver Spring,MD,20918,http://www.airwarriorcourage.org/,Human Services,Social Services,966297,4644957
4993,Aish New York,315 West 36th Street Suite 4067,New York,NY,10018,https://www.aishny.com/,Religion,Religious Activities,6368381,-1057761
17469,Akilah Institute for Women,195 Plymouth Street Suite 2/4,Brooklyn,NY,11201,https://www.akilahinstitute.org/,Education,Youth Education Programs and Services,3616929,921194
6627,Akron Art Museum,One South High Street ,Akron,OH,44308,http://www.akronartmuseum.org,"Arts, Culture, Humanities",Museums,6015973,56664653
6133,Akron Community Foundation,345 West Cedar Street ,Akron,OH,44307,http://www.akroncf.org/Home.aspx,Community Development,Community Foundations,16268159,192893376
8192,Akron-Canton Regional Foodbank,350 Opportunity Parkway ,Akron,OH,44307,http://www.akroncantonfoodbank.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",47147102,11376927
11636,Alabama Ballet,2726 1st Avenue South ,Birmingham,AL,35233,http://www.alabamaballet.org,"Arts, Culture, Humanities",Performing Arts,1973734,2409851
14799,Alabama Law Foundation,P.O. Box 4129 ,Montgomery,AL,36103,http://www.alabamalawfoundation.org/,Human and Civil Rights,Advocacy and Education,1344938,8823695
15888,Alabama Policy Institute,2213 Morris Avenue First Floor,Birmingham,AL,35203,http://www.alabamapolicy.org/,Research and Public Policy,Social and Public Policy Research,907242,265184
7261,Alabama Shakespeare Festival,One Festival Drive ,Montgomery,AL,36117,http://www.asf.net/,"Arts, Culture, Humanities",Performing Arts,8048095,5195752
9645,Alabama Symphony Orchestra,3621 Sixth Avenue South ,Birmingham,AL,35222,http://www.alabamasymphony.org/,"Arts, Culture, Humanities",Performing Arts,6350932,1295880
18353,Alachua Habitat for Humanity,2630 NW 41st Street ,C-3 Gainesville,FL,32606,https://www.alachuahabitat.org/,Community Development,Housing and Neighborhood Development,1638139,3477911
5818,Alameda County Community Food Bank,7900 Edgewater Drive ,Oakland,CA,94621,http://www.accfb.org/,Human Services,"Food Banks, Food Pantries, and Food Distribution",63706150,24851659
18457,Alaqua Animal Refuge Inc.,914 Whitfield Road ,Freeport,FL,32439,https://www.alaqua.org/,Animals,"Animal Rights, Welfare, and Services",1430707,4682339
5928,Alaska Conservation Foundation,1227 West 9th Avenue Suite 300,Anchorage,AK,99501,http://alaskaconservation.org/,Environment,Environmental Protection and Conservation,2436584,12070236
7132,Alaska Wilderness League,"122 C Street, NW Suite 240",Washington,DC,20001,http://www.alaskawild.org/,Environment,Environmental Protection and Conservation,2593969,2826553
6766,Albany Institute of History & Art,125 Washington Avenue ,Albany,NY,12210,http://www.albanyinstitute.org/,"Arts, Culture, Humanities",Museums,2029520,10529354
6779,Albright-Knox Art Gallery,1285 Elmwood Avenue ,Buffalo,NY,14222,http://www.albrightknox.org,"Arts, Culture, Humanities",Museums,16048436,222985041
18486,Albuquerque Community Foundation,"624 Tijeras Avenue, NW ",Albuquerque,NM,87102,http://www.albuquerquefoundation.org/,Community Development,Community Foundations,6189351,77542997
15417,Albuquerque Museum Foundation,2000 Mountain Road NW ,Albuquerque,NM,87104,http://albuquerquemuseum.org/,"Arts, Culture, Humanities",Museums,1438046,16592051
8155,Aldersgate Renewal Ministries,121 East Avenue ,Goodlettsville,TN,37072,http://www.aldersgaterenewal.org,Religion,Religious Activities,603538,1577991
18411,Aleh,P.O. Box 4911 ,New York,NY,10185,https://aleh.org/,Human Services,Social Services,3083213,135619
12095,Alexander Graham Bell Association for the Deaf and Hard of Hearing,"3417 Volta Place, NW ",Washington,DC,20007,http://www.agbell.org,Health,"Diseases, Disorders, and Disciplines",3623272,11630233
12443,Alex's Lemonade Stand Foundation,"Bala Pointe, 111 Presidential Boulevard Suite 203",Bala Cynwyd,PA,19004,http://www.alexslemonade.org,Health,Medical Research,24155282,12921688
7225,Alfalit International,3026 NW 79th Avenue ,Miami,FL,33122,https://english.alfalit.org/,International,Development and Relief Services,5148808,900497
16362,Al-Furqaan Foundation,519 East Briarcliff Road 2nd Floor,Bolingbrook,IL,60440,http://al-furqaan.org/,Religion,Religious Media and Broadcasting,2817673,4349156
3284,Alight (formerly American Refugee Committee),615 First Ave. NE. Suite 500,Minneapolis,MN,55413,http://wearealight.org,International,Development and Relief Services,64303769,31523027
17501,Align Life Ministries,131 South 8th Street ,Lebanon,PA,17042,https://svps.org/,Health,Treatment and Prevention Services,1637311,1563557
16364,ALIGN: The Alliance for a Greater New York,50 Broadway 29th Floor,New York,NY,10004,http://www.alignny.org/,Human and Civil Rights,Advocacy and Education,1059972,2076450
18447,Alive & Free,1060 Tennessee Street ,San Francisco,CA,94107,http://www.stayaliveandfree.org,Human Services,"Youth Development, Shelter, and Crisis Services",1749292,4672040
11105,ALIVE!,2723 King Street ,Alexandria ,VA,22302,https://www.alive-inc.org/,Human Services,Children's and Family Services,2013216,1209773
8198,All Classical Portland,211 Southeast Caruthers Street Suite 200,Portland,OR,97214,http://www.allclassical.org,"Arts, Culture, Humanities",Public Broadcasting and Media,3876868,10097162
11632,All Faiths Food Bank,8171 Blaikie Ct. ,Sarasota,FL,34240,http://allfaithsfoodbank.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",20680294,14990463
18477,All Florida Youth Orchestra,1708 North 40 Avenue ,Hollywood,FL,33021,https://www.floridayouthorchestra.org/,"Arts, Culture, Humanities",Performing Arts,1257625,247922
6987,All God's Children,P.O. Box 5909 ,Villa Park,IL,60181,https://allgodschildrenhonduras.org/,International,Development and Relief Services,1598633,1117323
11551,All God's Children International,1400 NE 136th Avenue Suite 201,Vancouver,WA,98684,http://allgodschildren.org,International,Development and Relief Services,5017872,611657
13109,All Hands and Hearts Smart Response,6 County Road Suite 6,Mattapoisett,MA,2739,https://www.allhandsandhearts.org/,Human Services,Multipurpose Human Service Organizations,15485744,14316071
7420,All Hands Raised,2069 NE Hoyt Street ,Portland,OR,97232,http://allhandsraised.org/,Education,Scholarship and Financial Support,6362291,2292365
14495,All Our Kin,414A Chapel Street Suite 100,New Haven,CT,6511,http://allourkin.org/,Human Services,Children's and Family Services,5648900,2590297
8712,All Stars Helping Kids,4675 Stevens Creek Blvd. Suite 125,Santa Clara,CA,95051,http://www.allstarshelpingkids.org,Education,Scholarship and Financial Support,1303599,2499368
6739,All Stars Project,543 West 42nd Street ,New York,NY,10036,http://www.allstars.org/,Human Services,"Youth Development, Shelter, and Crisis Services",10242033,10176462
15761,Allegan County United Way,650 Grand Street ,Allegan,MI,49010,http://www.acuw.org/,Community Development,United Ways,714900,942267
