OrgID,Charity Name,Address ,City,State,Zip,Website URL,Category,Cause,Total Expenses,Total Net Assets
12922,Colorectal Cancer Alliance,"1025 Vermont Avenue, NW Suite 1066",Washington,DC,20005,http://www.ccalliance.org,Health,"Diseases, Disorders, and Disciplines",8706165,4893056
17070,Columbia Legal Services,101 Yesler Way Suite 300,Seattle,WA,98104,http://www.columbialegal.org/,Human and Civil Rights,Advocacy and Education,5354462,4359685
6255,Columbia Lighthouse for the Blind,"1825 K Street, NW. Suite 1103",Washington,DC,20006,http://www.clb.org,Human Services,Social Services,5815570,1648445
17051,Columbia Museum of Art,1515 Main Street ,Columbia,SC,29201,https://www.columbiamuseum.org,"Arts, Culture, Humanities",Museums,7048224,8162280
18569,Columbia Riverkeeper,407 Portway Avenue Suite 301,Hood River,OR,97031,https://www.columbiariverkeeper.org/,Environment,Environmental Protection and Conservation,1190860,1927271
9428,Columbia/Barnard Hillel,606 West 115th Street ,New York,NY,10025,https://columbiabarnardhillel.org/,Religion,Religious Activities,3491145,22145076
15454,Columbus Citizens Foundation,8 East 69th Street ,New York,NY,10021,http://www.columbuscitizensfd.org/,Education,Scholarship and Financial Support,4629435,26222441
6118,Columbus Humane,3015 Scioto-Darby Executive Court ,Hilliard,OH,43026,http://www.cahs-pets.org,Animals,"Animal Rights, Welfare, and Services",3485512,12113832
5197,Columbus Museum of Art,480 East Broad Street ,Columbus,OH,43215,http://www.columbusmuseum.org,"Arts, Culture, Humanities",Museums,13597332,154477676
6121,Columbus Symphony Orchestra,55 East State Street ,Columbus,OH,43215,http://www.columbussymphony.com/,"Arts, Culture, Humanities",Performing Arts,8532011,19378523
3537,Columbus Zoo and Aquarium,4850 West Powell Road ,Powell,OH,43065,http://www.columbuszoo.org,Animals,Zoos and Aquariums,70700488,201857098
3538,Combined Jewish Philanthropies,Kraft Family Building 126 High Street,Boston,MA,2110,http://www.cjp.org,Community Development,Jewish Federations,178872508,1531000250
11687,Comfort Zone Camp,6606 West Broad Street Suite 401,Richmond,VA,23230,http://comfortzonecamp.org,Health,Patient and Family Support,1806598,387188
16631,Comic Relief Inc.,28 Liberty Street 35th Floor,New York,NY,10005,http://rednoseday.org/,Human Services,Children's and Family Services,51811094,4235219
14014,Coming Clean,28 Vernon Street Suite 434,Brattleboro,VT,5301,http://www.comingcleaninc.org/,Environment,Environmental Protection and Conservation,1047538,495115
15740,Coming Home Network International,P.O. Box 8290 ,Zanesville,OH,43702,http://chnetwork.org/,Religion,Religious Activities,1500385,1417113
14104,Commentary,561 Seventh Avenue ,New York,NY,10018,https://www.commentarymagazine.com,"Arts, Culture, Humanities",Public Broadcasting and Media,2862213,6449838
9687,Commission To Every Nation,815 Jefferson Street Suite 140,Kerrville,TX,78028,http://www.cten.org/,Religion,Religious Activities,16636124,5342552
11407,Committee For A Constructive Tomorrow,1717 Pennsylvania Avenue NW Suite 1025,Washington,DC,20006,http://www.cfact.org ,Environment,Environmental Protection and Conservation,1587967,964363
5429,Committee for Accuracy in Middle East Reporting in America,P.O. Box 35040 ,Boston,MA,2135,http://www.camera.org/,International,"International Peace, Security, and Affairs",5044460,7230140
10314,Committee for Hispanic Children & Families,75 Broad Street Suite 620,New York,NY,10004,http://www.chcfinc.org,Human Services,Children's and Family Services,4266651,1807710
6496,Committee on Temporary Shelter,P.O. Box 1616 ,Burlington,VT,5402,http://www.cotsonline.org/,Human Services,Homeless Services,3540440,8089835
13024,Committee to Protect Journalists,P.O. Box 2675 ,New York,NY,10108,http://www.cpj.org,Human and Civil Rights,Advocacy and Education,7979024,20752739
6539,Common Cause Education Fund,"805 Fifteenth Street, NW Suite 800",Washington,DC,20005,https://www.commoncause.org/education-fund/,Human and Civil Rights,Advocacy and Education,8260298,7067982
16572,Common Counsel Foundation,1624 Franklin Street #1022,Oakland,CA,94612,http://www.commoncounsel.org/,Community Development,Community Foundations,7346268,19770622
18567,Common Dreams,P.O. Box 443 ,Portland,ME,4112,https://www.commondreams.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,1147800,323652
7579,Common Hope,"1400 Energy Park Drive, Suite 23 ",St. Paul,MN,55108,http://www.commonhope.org/,International,Development and Relief Services,4566464,6179740
14012,Common Sense Media,699 8th Street Suite C150,San Francisco,CA,94103,http://www.commonsensemedia.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,23930489,13746836
12543,Common Threads,P.O. Box 163930 ,Austin,TX,78716,http://www.commonthreads.org/,Human Services,Children's and Family Services,3679388,2181824
10740,CommonBond Communities,1080 Montreal Ave ,St. Paul,MN,55116,http://www.commonbond.org/,Community Development,Housing and Neighborhood Development,15646247,66290519
10451,Commonweal,P.O. Box 316 ,Bolinas,CA,94924,http://www.commonweal.org,Health,"Diseases, Disorders, and Disciplines",4479362,5160299
15598,Commonwealth,22 Batterymarch Street Suite 501,Boston,MA,2109,http://www.buildcommonwealth.org/,Community Development,Housing and Neighborhood Development,2047689,1890901
11163,Commonwealth Foundation ,225 State Street Suite 302,Harrisburg,PA,17101,http://www.commonwealthfoundation.org/,Research and Public Policy,Social and Public Policy Research,3649227,2222195
5819,Communities for a Better Environment,6325 Pacific Boulevard Suite 300,Huntington Park,CA,90255,http://www.cbecal.org,Environment,Environmental Protection and Conservation,2444303,2795825
3540,Communities Foundation of Texas,5500 Caruth Haven Lane ,Dallas,TX,75225,http://www.cftexas.org,Community Development,Community Foundations,137101607,592135616
3542,Communities In Schools National Office,2345 Crystal Drive Suite 700,Arlington,VA,22202,http://www.communitiesinschools.org/,Education,Youth Education Programs and Services,27024005,89717657
16684,"Communities in Schools of Charlotte Mecklenburg, Inc.",601 East 5th Street Suite 300,Charlotte,NC,28202,http://cischarlotte.org/,Education,Youth Education Programs and Services,7016709,4451206
16650,Communities In Schools of Chicago,815 West Van Buren Street Suite 300,Chicago,IL,60607,https://www.cisofchicago.org/,Education,Youth Education Programs and Services,4102165,8084748
8263,Communities In Schools of Georgia,260 Peachtree Street Suite 700,Atlanta,GA,30303,http://www.cisga.org,Education,Youth Education Programs and Services,3389903,926652
3541,Communities In Schools of Houston,1235 North Loop West Suite 300,Houston,TX,77008,http://www.cishouston.org,Education,Youth Education Programs and Services,14955161,5474557
5588,Communities In Schools of Jacksonville,6261 Dupont Station Court ,Jacksonville,FL,32217,http://www.cisjax.org,Education,Youth Education Programs and Services,7138353,585765
13825,Communities In Schools of Nevada,8350 West Sahara Ave ,Las Vegas,NV,89117,http://cisnevada.org/,Education,Youth Education Programs and Services,6432615,4967658
14745,Communities In Schools of Pittsburgh-Allegheny County,3856 Water Street ,Pittsburgh,PA,15203,http://cispac.org/,Education,Youth Education Programs and Services,811434,-42997
13934,Communities in Schools of Richmond,2922 West Marshall Street Suite 2,Richmond,VA,23230,http://www.cisofrichmond.org/,Education,Youth Education Programs and Services,3426979,1258735
15179,Communities in Schools of the Charleston Area,1691 Turnbull Avenue Suite 200,North Charleston,SC,29405,http://cischarleston.org/,Education,Youth Education Programs and Services,1760532,534067
5696,Communities In Schools of the Dallas Region,1341 W. Mockingbird Lane Suite 1000E,Dallas,TX,75247,http://www.cisdallas.org,Education,Youth Education Programs and Services,4443864,458634
18501,Communities of Coastal Georgia Foundation,1626 Frederica Road Suite 201,St. Simons Island,GA,31522,https://www.coastalgeorgiafoundation.org/,Community Development,Community Foundations,3035028,16911208
16453,CommUnity,1121 South Gilbert Court ,Iowa City,IA,52240,https://builtbycommunity.org/,Human Services,Social Services,4212402,2591895
15238,Community Action House,345 West Fourteenth Street ,Holland,MI,49423,http://www.communityactionhouse.org/,Human Services,Homeless Services,2224081,974845
11209,Community Action Services and Food Bank,815 South Freedom Boulevard Suite 100,Provo,UT,84601,http://www.communityactionprovo.org/,Community Development,Housing and Neighborhood Development,9351003,3143668
12040,Community Action Stops Abuse,1011 First Avenue N ,St. Petersburg,FL,33731,http://www.casa-stpete.org/,Human Services,Social Services,4998052,5907887
10594,Community Arts Music Association,2060 Alameda Padre Serra Suite 201,Santa Barbara,CA,93103,http://www.camasb.org,"Arts, Culture, Humanities",Performing Arts,2232887,8380042
15851,Community Assistance Center,1130 Hightower Trail ,Sandy Springs,GA,30350,http://www.ourcac.org/,Human Services,Social Services,2952684,3352224
12490,Community Catalyst ,One Federal Street Fifth Floor,Boston,MA,2110,http://www.communitycatalyst.org,Human and Civil Rights,Advocacy and Education,16956873,23685591
9712,Community Center for the Arts,240 South Glenwood Street PO Box 860,Jackson,WY,83001,http://www.jhcenterforthearts.org/,"Arts, Culture, Humanities",Performing Arts,3661099,26806566
17218,Community Coalition,8101 South Vermont Avenue ,Los Angeles,CA,90044,http://cocosouthla.org/,Community Development,Housing and Neighborhood Development,6204712,8076725
12916,Community Cooperative,"3429 Dr. Martin Luther King, Jr. Boulevard ",Fort Meyers,FL,33916,http://communitycooperative.com/,Human Services,Social Services,3139719,1619978
9144,Community Crusade for Children,36 River Street ,New Haven,CT,6513,https://www.kiducation.org/,Education,Scholarship and Financial Support,1925056,246186
15410,Community Enrichment Center,6250 Northeast Loop 820 ,North Richland Hills,TX,76180,http://thecec.org/,Human Services,Rescue Missions,7132450,8450208
10836,Community Environmental Council,26 West Anapamu Street Second Floor,Santa Barbara,CA,93101,http://www.cecsb.org/,Environment,Environmental Protection and Conservation,1539600,2920228
8785,Community Family Life Services,"305 E Street, NW ",Washington,DC,20001,http://www.cflsdc.org,Human Services,Social Services,2275216,1911585
18080,Community First Foundation,5855 Wadsworth Bypass Unit A,Arvada,CO,80003,http://communityfirstfoundation.org/,Community Development,Community Foundations,62276331,352309066
12139,Community Food Bank of Eastern Oklahoma,1304 North Kenosha Avenue ,Tulsa,OK,74106,http://www.okfoodbank.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",53413695,17633472
5381,Community Food Bank of Southern Arizona,3003 South Country Club Road ,Tucson,AZ,85713,http://www.communityfoodbank.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",127607910,22743720
7666,Community Food Share,650 S. Taylor Avenue ,Louisville,CO,80027,http://www.communityfoodshare.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",19719946,8142107
3545,Community FoodBank of New Jersey,31 Evans Terminal  ,Hillside,NJ,7205,http://www.cfbnj.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",99855973,34543798
5104,Community Foundation for a Greater Richmond,3409 Moore Street Suite 110,Richmond,VA,23230,https://www.cfrichmond.org/,Community Development,Community Foundations,42046875,465619160
17305,Community Foundation for Greater Buffalo,"Larkin at Exchange 726 Exchange Street, Suite 525",Buffalo,NY,14210,http://cfgb.org/,Community Development,Community Foundations,28972154,375140856
18106,Community Foundation for Monterey County,2354 Garden Road ,Monterey,CA,93940,https://www.cfmco.org/,Community Development,Community Foundations,22513928,198371258
5918,Community Foundation for Muskegon County,425 West Western Avenue Suite 200,Muskegon,MI,49440,http://www.cffmc.org/,Community Development,Community Foundations,12308903,154769166
18500,Community Foundation for Nantucket,9B Bayberry Court P.O. Box 204,Nantucket,MA,2554,https://cfnan.org/,Community Development,Community Foundations,3837752,8793719
18504,Community Foundation for Northeast Michigan,"100 North Ripley, Suite F P.O. Box 495",Alpena,MI,49707,https://www.cfnem.org/,Community Development,Community Foundations,2169893,39300794
3546,Community Foundation for Southeast Michigan,333 West Fort Street Suite 2010,Detroit,MI,48226,http://www.cfsem.org/,Community Development,Community Foundations,82049943,676920921
6172,Community Foundation for the Fox Valley Region,4455 West Lawrence Street Grand Chute,Appleton,WI,54914,http://www.cffoxvalley.org/,Community Development,Community Foundations,23654577,329728087
16676,Community Foundation of Collier County,1110 Pine Ridge Road Suite 200,Naples,FL,34108,https://www.cfcollier.org/,Community Development,Community Foundations,15806129,137260031
18608,Community Foundation of Eastern Connecticut,68 Federal Street P.O. Box 769,New London,CT,6320,https://www.cfect.org/,Community Development,Community Foundations,8309034,82661442
18682,"Community Foundation of Fayette County, PA",5 South Mt. Vernon Avenue ,Uniontown,PA,15401,http://www.cffayettepa.org,Community Development,Community Foundations,1172302,12850075
17096,Community Foundation of Grant County Indiana,505 West Third Street ,Marion,IN,46952,http://givetogrant.org/,Community Development,Community Foundations,2436782,25076446
18390,Community Foundation of Greater Flint,500 South Saginaw Street Suite 200,Flint,MI,48502,https://www.cfgf.org/,Community Development,Community Foundations,10546640,167068801
18112,Community Foundation of Greater Huntsville,303 Williams Avenue Southwest Suite 1031,Huntsville,AL,35801,https://www.communityfoundationhsv.org/,Community Development,Community Foundations,4132772,16017340
3547,Community Foundation of Greater Memphis,1900 Union Avenue ,Memphis,TN,38104,http://www.cfgm.org,Community Development,Community Foundations,210726023,379822231
17430,Community Foundation of Henderson County,401 North Main Street Suite 300,Hendersonville,NC,28792,http://www.cfhcforever.org/,Community Development,Community Foundations,5671236,108934712
18637,Community Foundation of Howard County,215 West Sycamore Street ,Kokomo,IN,46901,http://www.cfhoward.org/,Community Development,Community Foundations,2645413,72346374
18617,Community Foundation of Johnson County,501 12th Avenue Suite 102,Coralville,IA,52241,https://cfjc.org/,Community Development,Community Foundations,3563254,28768312
5615,Community Foundation of Middle Tennessee,3833 Cleghorn Avenue Suite 400,Nashville,TN,37215,http://www.cfmt.org/,Community Development,Community Foundations,65163843,458029892
18632,Community Foundation of Middlesex County,49 Main Street ,Middletown,CT,6457,https://middlesexcountycf.org/,Community Development,Community Foundations,1309025,22750010
5053,Community Foundation of New Jersey,35 Knox Hill Road ,Morristown,NJ,7960,http://www.cfnj.org/,Community Development,Community Foundations,78494879,401553075
18622,Community Foundation of North Central Florida,3919 West Newberry Road Suite 3,Gainesville,FL,32607,http://cfncf.org/,Community Development,Community Foundations,3326847,14215039
18657,Community Foundation of Northwest Mississippi,315 Losher Street Suite 100,Hernando,MS,38632,https://cfnm.org/,Community Development,Community Foundations,3948584,15621288
18680,Community Foundation of Orange County,"30 Scott’s Corners Drive, Suite 203 ",Montgomery,NY,12549,https://cfosny.org/,Community Development,Community Foundations,2145636,22011253
18630,Community Foundation of Snohomish County,2823 Rockefeller Avenue ,Everett,WA,98201,https://www.cf-sc.org/home/,Community Development,Community Foundations,2550330,23262945
18605,Community Foundation of Southeastern Massachusetts,128 Union Street Suite 403,New Bedford,MA,2740,https://www.cfsema.org/,Community Development,Community Foundations,5003808,34479588
3549,Community Foundation of Tampa Bay,4300 W Cypress St. Suite 700,Tampa,FL,33607,http://www.cftampabay.org,Community Development,Community Foundations,23394310,233841101
18645,Community Foundation of the Chattahoochee Valley,1340 13th Street ,Columbus,GA,31901,https://www.cfcv.com/,Community Development,Community Foundations,13944212,170545253
18643,Community Foundation of the Eastern Shore,1324 Belmont Avenue Suite 401,Salisbury,MD,21804,https://www.cfes.org/,Community Development,Community Foundations,6500853,90632263
18314,Community Foundation of the Holland/Zeeland Area,85 East 8th Street Suite 110,Holland,MI,49423,http://cfhz.org/,Community Development,Community Foundations,8292580,80111499
18667,Community Foundation of the Rappahannock River Region,"725 Jackson Street, Suite 114 ",Fredericksburg,VA,22401,https://www.cfrrr.org/,Community Development,Community Foundations,1795522,21643882
18265,Community Foundation of the Texas Hill Country,241 Earl Garrett St ,Kerrville,TX,78028,https://www.communityfoundation.net/,Community Development,Community Foundations,2925044,17904992
17518,Community Foundation of the Virgin Islands,5150 Dronningens Gade Ste 1,St. Thomas,VI,802,http://cfvi.net/,Community Development,Community Foundations,12284349,16173182
5073,Community Foundation of Western Massachusetts,1500 Main Street Suite 2300,Springfield,MA,1115,http://www.communityfoundation.org/,Community Development,Community Foundations,11501536,134060531
18278,Community Foundation of Western Nevada,50 Washington Street Suite 300-A,Reno,NV,89503,https://nevadafund.org/,Community Development,Community Foundations,13947939,107596725
5630,Community Foundation Sonoma County,120 Stony Point Road Suite 220,Santa Rosa,CA,95404,http://www.sonomacf.org/,Community Development,Community Foundations,17684864,157741467
9294,Community Harvest Food Bank of Northeast Indiana,999 East Tillman Road ,Fort Wayne,IN,46816,http://www.communityharvest.org/,Human Services,"Food Banks, Food Pantries, and Food Distribution",24293890,9172489
15004,Community Health Charities of Nebraska,212 South 74th Street ,Omaha,NE,68114,https://www.chcne.org/,Health,Medical Research,1806542,756189
15001,Community Health Free Clinic,947 Fourteenth Avenue ,SE Cedar Rapids,IA,52401,http://communityhfc.org/,Health,Treatment and Prevention Services,3462045,4319769
15595,Community Involved in Sustaining Agriculture,One Sugarloaf Street ,South Deerfield,MA,1373,http://www.buylocalfood.org/,Community Development,Housing and Neighborhood Development,1393146,1667799
12424,Community LINC,4012-14 Troost ,Kansas City,MO,64110,http://www.communitylinc.org,Human Services,Homeless Services,1878677,2695917
11663,Community Partners International,580 California Street 16th Floor,San Francisco,CA,94104,http://www.cpintl.org/,International,Development and Relief Services,11557110,4126593
11780,Community Partners of Dallas,7950 Elmbrook Drive ,Dallas,TX,75247,http://communitypartnersdallas.org,Human Services,Children's and Family Services,3675289,9276107
15124,Community Partnership for Arts and Culture,1900 Superior Avenue Suite 130,Cleveland,OH,44114,http://cultureforward.org/,"Arts, Culture, Humanities",Performing Arts,859105,1705555
14542,Community Partnership School,3033 West Glenwood Avenue ,Philadelphia,PA,19121,http://communitypartnershipschool.org/,Education,Youth Education Programs and Services,3159342,8201850
15236,Community Preparatory School,135 Prairie Avenue ,Providence,RI,2905,http://communityprep.org/,Education,Youth Education Programs and Services,2793419,34229246
9720,Community Radio for Northern Colorado,1901 56th Avenue Suite 200,Greeley,CO,80634,http://www.kunc.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,4339864,6475210
6498,Community Service Society of New York,633 Third Avenue Tenth Floor,New York,NY,10017,http://www.cssny.org/,Human Services,Social Services,35010072,208443574
17499,Community Services Agency,204 Stierlin Road ,Mountain View,CA,94043,https://www.csacares.org/,Human Services,Social Services,4300836,6848935
11684,Community Services League,404 North Noland Road ,Independence,MO,64050,http://www.cslcares.org,Human Services,Social Services,5271016,3758858
8169,Community Servings,18 Marbury Terrace ,Jamaica Plain,MA,2130,http://www.servings.org,Human Services,Social Services,7173224,11312873
8131,Community Shares of Colorado,789 Sherman Street Suite 230,Denver,CO,80203,http://www.cshares.org/,Human Services,Social Services,2841833,345001
13151,Community Shares of Illinois,44 E. Main Street Suite 208,Champaign,IL,61820,http://www.communitysharesillinois.org,Human Services,Social Services,396829,158443
8209,Community Shares of Minnesota,570 Asbury Street Suite 208,St. Paul,MN,55104,http://www.communitysharesmn.org,Human Services,Social Services,962569,615625
12388,Community Storehouse,12001 Katy Rd ,Fort Worth,TX,76244,http://www.communitystorehouse.org,Human Services,Children's and Family Services,2674371,536603
14671,Community Table,8555 West 57th Avenue ,Arvada,CO,80002,https://cotable.org/,Human Services,"Food Banks, Food Pantries, and Food Distribution",2941808,1436243
15469,Community Transportation Network,5601 Industrial Road ,Fort Wayne,IN,46825,http://www.ridectn.org/,Human Services,Social Services,2157646,2188553
7773,Community Voices Heard (CVH),115 East 106th Street 3rd Floor,New York,NY,10029,http://www.cvhaction.org/,Community Development,Housing and Neighborhood Development,1287510,1450158
12976,Community Volunteers in Medicine ,300B Lawrence Drive ,West Chester,PA,19380,http://www.cvim.org,Health,Treatment and Prevention Services,7113359,15349249
15218,Community Works,201 West Main Street Suite 3D,Medford,OR,97501,http://www.community-works.org/,Human Services,Social Services,1932354,941909
9519,Como Friends,1225 Estabrook Drive ,Saint Paul,MN,55103,http://www.comofriends.org/,Animals,Zoos and Aquariums,3782769,13693822
9513,COMPAS,475 Cleveland Avenue North Suite 222,Saint Paul,MN,55104,http://www.compas.org/,"Arts, Culture, Humanities",Performing Arts,1261967,113140
7621,Compassion & Choices,101 SW Madison St #8009,Portland,OR,97207,http://www.compassionandchoices.org/,Human and Civil Rights,Advocacy and Education,13536409,9644709
3555,Compassion International,12290 Voyager Parkway ,Colorado Springs,CO,80921,http://www.compassion.com,International,Development and Relief Services,932620034,268592542
17384,Compassionate Care ALS,P.O. Box 1052 ,West Falmouth,MA,2574,http://www.ccals.org/,Health,Patient and Family Support,1437274,3568125
8136,CompassPoint Nonprofit Services,500 12th Street Suite 320,Oakland,CA,94607,http://www.compasspoint.org/,Community Development,Housing and Neighborhood Development,3094141,2883269
7847,Competitive Enterprise Institute,1310 L Street NW Seventh Floor,Washington,DC,20005,http://www.cei.org,Research and Public Policy,Social and Public Policy Research,6797063,776923
10614,Concern America,2015 N. Broadway ,Santa Ana,CA,92706,http://concernamerica.org,International,Development and Relief Services,957556,166399
12755,Concern Foundation,11111 West Olympic Boulevard Suite 214,Los Angeles,CA,90064,http://www.concernfoundation.org/,Health,Medical Research,2174803,3781393
3556,"Concern Worldwide US, Inc.",355 Lexington Avenue 16th Floor,New York,NY,10017,http://www.concernusa.org,International,Development and Relief Services,38987118,8886232
3557,Concerned Women for America,"1015 Fifteenth Street, NW Suite 1100",Washington,DC,20005,http://www.cwfa.org,Human and Civil Rights,Advocacy and Education,3628189,2626233
8402,Concerns of Police Survivors,846 Old South Hwy 5 ,Camdenton,MO,65020,http://www.nationalcops.org,Human Services,Multipurpose Human Service Organizations,4693119,9531090
9262,Concert Artists Guild,850 Seventh Avenue Suite PH-A,New York,NY,10019,http://www.concertartists.org/,"Arts, Culture, Humanities",Performing Arts,1455733,780428
15554,Concord Museum,53 Cambridge Turnpike ,Concord,MA,1742,http://www.concordmuseum.org/,"Arts, Culture, Humanities",Museums,2167029,19624214
14643,Conexión Américas,2195 Nolensville Pike ,Nashville,TN,37211,http://www.conexionamericas.org/,Human Services,Social Services,4505954,6592869
9365,Conference of Presidents of Major American Jewish Organizations Fund,633 Third Avenue ,New York,NY,10017,http://www.conferenceofpresidents.org/,International,"International Peace, Security, and Affairs",1987307,6558727
15471,Congressional Black Caucus Foundation,"1720 Massachusetts Avenue, NW ",Washington,DC,20036,http://www.cbcfinc.org/,Research and Public Policy,Social and Public Policy Research,7350127,9102196
14793,Congressional Medal of Honor Foundation,40 Patriots Point Road ,Mount Pleasant,SC,29464,http://www.themedalofhonor.com,Human and Civil Rights,Advocacy and Education,5368407,8690158
14586,Congressional Sportsmen's Foundation,"110 North Carolina Avenue, SE ",Washington,DC,20003,http://sportsmenslink.org/,Animals,Wildlife Conservation,4280137,3938061
15726,Connect2Help,3833 North Meridian Street Suite 302,Indianapolis,IN,46208,http://www.connect2help.org/,Human Services,Social Services,1991081,1045984
15444,Connecticut Association for Human Services,237 Hamilton Street Suite 208,Hartford,CT,6106,http://cahs.org/,Research and Public Policy,Social and Public Policy Research,1334100,297723
4536,Connecticut Audubon Society,314 Unquowa Road ,Fairfield,CT,6824,http://www.ctaudubon.org,Environment,Environmental Protection and Conservation,4637198,54070952
11713,Connecticut Cancer Foundation,15 North Main Street ,Old Saybrook,CT,6475,http://www.sportsfoundation.org,Health,Patient and Family Support,1183458,8599970
4906,Connecticut Food Bank,2 Research Parkway ,Wallingford,CT,6492,http://www.ctfoodbank.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",48555948,21106277
4907,Connecticut Historical Society,One Elizabeth Street ,Hartford,CT,6105,http://www.chs.org,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",3135926,50628953
10714,Connecticut Humane Society,701 Russell Road ,Newington,CT,6111,http://www.cthumane.org,Animals,"Animal Rights, Welfare, and Services",9366875,82754093
15611,Connecticut Landmarks,59 South Prospect Street ,Hartford,CT,6106,http://ctlandmarks.org/,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",2243510,14250021
4905,Connecticut Legal Services,62 Washington Street 4th Floor,Middletown,CT,6457,https://ctlegal.org/,Human and Civil Rights,Advocacy and Education,12700761,883526
3560,Connecticut Public Broadcasting,1049 Asylum Avenue ,Hartford,CT,6105,http://www.cpbn.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,21629598,53474997
9229,Connecticut Voices for Children,33 Whitney Avenue ,New Haven,CT,6510,http://www.ctvoices.org/,Human Services,Children's and Family Services,1283323,2515743
12899,Connections for Abused Women and their Children,1116 North Kedzie Avenue 5th Floor,Chicago,IL,60651,http://cawc.org,Human Services,Social Services,1870506,3096101
8862,Connie Maxwell Children's Home,810 Maxwell Avenue ,Greenwood,SC,29646,http://www.conniemaxwell.com/,Human Services,Children's and Family Services,10374043,107402436
8981,Conquer Cancer Foundation of the American Society of Clinical Oncology,2318 Mill Road Suite 800,Alexandria,VA,22314,http://www.conquer.org,Health,Medical Research,23884739,70194133
17100,Conservancy for Cuyahoga Valley National Park,1403 West Hines Hill Road ,Peninsula,OH,44264,https://www.conservancyforcvnp.org/,Environment,"Botanical Gardens, Parks, and Nature Centers",5351145,9977609
5567,Conservancy of Southwest Florida,1495 Smith Preserve Way ,Naples,FL,34102,http://www.conservancy.org,Environment,Environmental Protection and Conservation,8239878,73781185
7899,Conservation Colorado Education Fund,1536 Wynkoop Street Suite 510,Denver,CO,80202,https://conservationco.org/,Environment,Environmental Protection and Conservation,2826745,3249065
14066,Conservation Foundation of the Gulf Coast,P.O. Box 902 400 Palmetto Avenue,Osprey,FL,34229,http://conservationfoundation.com/,Environment,Environmental Protection and Conservation,2714922,29907135
3562,Conservation International,2011 Crystal Drive Suite 600,Arlington,VA,22202,http://www.conservation.org,Environment,Environmental Protection and Conservation,147906920,309267625
13990,Conservation Lands Foundation,835 East Second Avenue #314,Durango,CO,81301,http://conservationlands.org/,Environment,Environmental Protection and Conservation,7061470,7291392
3563,Conservation Law Foundation,62 Summer Street ,Boston,MA,2110,http://www.clf.org,Environment,Environmental Protection and Conservation,11387350,26737791
17240,Conservation Minnesota,1101 West River Parkway Suite 250,Minneapolis,MN,55415,https://www.conservationminnesota.org,Environment,Environmental Protection and Conservation,1825433,774687
4245,Conservation Northwest,1829 10th Ave West Suite B,Seattle,WA,98119,http://www.conservationnw.org/,Environment,Environmental Protection and Conservation,2174488,1285379
12333,Conservation Strategy Fund,1160 G Street Suite A-1,Arcata,CA,95521,http://www.conservation-strategy.org/,Environment,Environmental Protection and Conservation,2372733,2809934
3565,Consortium for Graduate Study in Management,229 Chesterfield Business Parkway ,Chesterfield,MO,63005,http://www.cgsm.org,Education,Youth Education Programs and Services,38920929,4721422
16488,Constitutional Accountability Center,1200 18th Street NW Suite 501,Washington,DC,20036,http://theusconstitution.org/,Research and Public Policy,Social and Public Policy Research,2552802,5317071
9804,Constitutional Rights Foundation,601 South Kingsley Drive ,Los Angeles,CA,90005,http://www.crf-usa.org/,Education,Youth Education Programs and Services,2140162,5451264
6742,Contemplative Outreach,1560 Union Valley Road #909,West Milford,NJ,7480,http://www.contemplativeoutreach.org/,Religion,Religious Activities,793706,1140604
15787,Contemporary Art Museum St. Louis,3750 Washington Boulevard ,St. Louis,MO,63108,http://camstl.org/,"Arts, Culture, Humanities",Museums,2671320,19552762
5183,"Contemporary Arts Center, Cincinnati",44 East Sixth Street ,Cincinnati,OH,45202,http://www.contemporaryartscenter.org,"Arts, Culture, Humanities",Museums,4592029,27183024
3567,"Contemporary Arts Center, New Orleans",900 Camp Street ,New Orleans,LA,70130,http://www.cacno.org,"Arts, Culture, Humanities",Performing Arts,3814950,7816774
15384,Contemporary Arts Museum Houston,5216 Montrose Boulevard ,Houston,TX,77006,http://camh.org/,"Arts, Culture, Humanities",Museums,2830989,9525285
13644,Contemporary Jewish Museum,736 Mission Street ,San Francisco,CA,94103,http://www.thecjm.org/,"Arts, Culture, Humanities",Museums,11029167,56011505
15297,Continental Baptist Missions,11650 Northland Drive NE ,Rockford,MI,49341,http://www.cbmoffice.org/,Religion,Religious Activities,2431450,2102740
14710,Convalescent Aid Society,3255 East Foothill Boulevard ,Pasadena,CA,91107,https://convalescentai4.godaddysites.com/,Health,Patient and Family Support,1032837,6450136
7276,Convoy of Hope,330 South Patterson Avenue ,Springfield,MO,65802,http://www.convoyofhope.org,Human Services,Multipurpose Human Service Organizations,168992099,55054103
