OrgID,charity_name,cause,category,address,City,state,zip,web_url,total_expenses,total_net_assets,class
10278, United Methodist Committee on Relief of Global Ministries,Development and Relief Services,International,458 Ponce De Leon Avenue ,Atlanta,GA,30308,http://www.umcor.org/,"$71,196,129","$111,327,442",2
6466,"10,000 Degrees",Scholarship and Financial Support,Education,1650 Los Gamos Drive Suite 110,San Rafael,CA,94903,http://www.10000degrees.org,"$9,258,322","$13,592,921",2
12098,100 Black Men of America,"Youth Development, Shelter, and Crisis Services",Human Services,141 Auburn Avenue NE ,Atlanta,GA,30303,http://www.100blackmen.org/,"$4,366,870","$3,407,241",0
12123,100 Club of Arizona,Multipurpose Human Service Organizations,Human Services,333 North 44th Street Suite 100,Phoenix,AZ,85008,http://www.100club.org,"$2,201,743","$7,132,258",1
17473,100 Club of Chicago,Social Services,Human Services,875 North Michigan Avenue Suite 1351,Chicago,IL,60611,http://www.100clubchicago.org/,"$1,408,074","$8,178,182",1
8770,1000 Friends of Oregon,Environmental Protection and Conservation,Environment,133 SW 2nd Ave Suite 201,Portland,OR,97204,http://www.friends.org,"$1,564,775","$3,966,190",1
17318,18Doors,Religious Activities,Religion,"90 Oak Street, Fourth Floor P.O. Box 428",Newton Upper Falls,MA,2464,https://18doors.org/,"$2,463,792","$1,747,802",2
15235,24 Foundation,Medical Research,Health,801 East Morehead Street Suite 308,Charlotte,NC,28202,https://www.24foundation.org/,"$1,862,821","$639,656",0
16289,350.org,Environmental Protection and Conservation,Environment,20 Jay Street Suite 732,Brooklyn,NY,11201,http://350.org,"$15,450,256","$14,993,196",1
13055,4 Paws for Ability ,Social Services,Human Services,207 Dayton Avenue ,Xenia,OH,45385,http://www.4pawsforability.org/,"$4,151,432","$4,832,614",1
18129,6 Stones Mission Network,Social Services,Human Services,209 N. Industrial Boulevard Suite 241,Bedford,TX,76021,https://www.6stones.org/,"$4,234,521","$277,035",1
11528,826 Valencia,Youth Education Programs and Services,Education,826 Valencia Street ,San Francisco,CA,94110,https://826valencia.org,"$3,190,593","$7,816,840",0
18903,826LA,Youth Education Programs and Services,Education,1714 West Sunset Boulevard ,Los Angeles,CA,90026,https://826la.org/,"$1,628,301","$2,696,323",0
6082,A Better Chance,Youth Education Programs and Services,Education,253 West 35th Street 6th Floor,New York,NY,10001,http://www.abetterchance.org,"$4,350,199","$9,457,542",0
16343,A Chance In Life,"Youth Development, Shelter, and Crisis Services",Human Services,250 East 63rd Street Suite 204,New York,NY,10065,http://www.achanceinlife.org/,"$1,903,585","$3,236,950",0
15907,A Chance to Change,Treatment and Prevention Services,Health,2113 West Britton Road ,The Village,OK,73120,http://www.achancetochange.org/,"$1,869,794","$787,198",0
18307,A Child's Hope International,Development and Relief Services,International,2430 East Kemper Road ,Cincinnati,OH,45241,https://thechildrenarewaiting.org/,"$2,765,858","$1,200,435",2
3634,A Contemporary Theatre,Performing Arts,"Arts, Culture, Humanities",Kreielsheimer Place 700 Union Street,Seattle,WA,98101,http://www.acttheatre.org,"$6,139,857","$14,703",0
16302,A Jewish Voice for Peace,"International Peace, Security, and Affairs",International,1611 Telegraph Avenue Suite 1020,Oakland,CA,94612,https://jewishvoiceforpeace.org,"$3,408,915","$1,036,324",1
15719,A Kids' Brain Tumor Cure,Medical Research,Health,85 Riverbend Lane ,Needham,MA,2492,http://akidsbraintumorcure.org/,"$4,863,510","$128,963",0
10176,A Noise Within,Performing Arts,"Arts, Culture, Humanities",3352 East Foothill Boulevard ,Pasadena,CA,91107,http://www.anoisewithin.org,"$3,403,151","$11,624,477",0
8040,A Place Called Home,"Youth Development, Shelter, and Crisis Services",Human Services,2830 South Central Avenue ,Los Angeles,CA,90011,http://www.apch.org,"$7,196,253","$13,555,858",0
6096,A.J. Muste Memorial Institute,Advocacy and Education,Human and Civil Rights,"168 Canal Street, Sixth Floor ",New York,NY,10013,http://www.ajmuste.org/,"$1,508,339","$19,643,460",2
8302,AAA Foundation for Traffic Safety,Social and Public Policy Research,Research and Public Policy,"607 14th Street, NW Suite 201",Washington,DC,20005,http://www.aaafoundation.org,"$5,827,837","$24,679,331",0
11128,AACA Museum,Museums,"Arts, Culture, Humanities",161 Museum Drive ,Hershey,PA,17033,http://www.aacamuseum.org,"$1,854,421","$15,788,915",0
3205,AARP Foundation,Social Services,Human Services,"601 E Street, NW ",Washington,DC,20049,http://www.aarp.org/aarp-foundation/,"$170,923,640","$386,579,789",3
15570,Abby's House,Social Services,Human Services,52 High Street ,Worcester,MA,1609,http://www.abbyshouse.org/,"$1,412,874","$5,924,521",1
8965,ABC² (Accelerate Brain Cancer Cure),Medical Research,Health,"1717 Rhode Island Avenue, NW Suite 700",Washington,DC,20036,http://www.abc2.org,"$1,584,284","$2,819,388",0
9182,Abode Services,Homeless Services,Human Services,40849 Fremont Boulevard ,Fremont,CA,94538,http://www.abodeservices.org,"$51,752,855","$19,980,425",1
15194,Abraham Lincoln Presidential Library Foundation,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",500 East Madison Street Suite 200,Springfield,IL,62701,http://www.alplm.org/,"$2,768,256","$24,724,441",0
12762,Abused Deaf Women's Advocacy Services,Social Services,Human Services,"8623 Roosevelt Way, NE ",Seattle,WA,98115,http://www.adwas.org/,"$1,766,977","$2,582,859",1
13578,Academy Art Museum,Museums,"Arts, Culture, Humanities",106 South Street ,Easton,MD,21601,http://www.academyartmuseum.org/,"$1,656,077","$9,976,356",0
5705,Academy of Achievement,Adult Education Programs and Services,Education,"1222 Sixteenth Street, NW ",Washington,DC,20036,http://www.achievement.org,"$6,797,125","$3,424,623",0
9256,Academy of American Poets,Performing Arts,"Arts, Culture, Humanities",75 Maiden Lane Suite 901,New York,NY,10038,https://poets.org,"$1,907,827","$10,072,827",0
14568,Academy of Fine Arts,Performing Arts,"Arts, Culture, Humanities",600 Main Street ,Lynchburg,VA,24504,http://www.academyfinearts.com,"$2,338,886","$37,764,254",0
14729,Academy of Hope Adult Public Charter School,Adult Education Programs and Services,Education,2315 18th Place NE ,Washington,DC,20018,http://aohdc.org/,"$5,838,006","$1,988,079",0
8467,Academy of Nutrition and Dietetics Foundation,Treatment and Prevention Services,Health,120 South Riverside Plaza Suite 2190,Chicago,IL,60606,http://eatrightfoundation.org/,"$3,022,441","$26,606,229",0
9103,Academy of Television Arts & Sciences Foundation,Youth Education Programs and Services,Education,5220 Lankershim Boulevard ,North Hollywood,CA,91601,http://emmys.org/foundation/,"$6,146,489","$33,268,153",0
6064,Academy of Vocal Arts,Youth Education Programs and Services,Education,1920 Spruce Street ,Philadelphia,PA,19103,http://www.avaopera.com,"$4,229,862","$39,357,081",0
10838,Acadia Center,Environmental Protection and Conservation,Environment,8 Summer Street ,Rockport,ME,4856,http://www.acadiacenter.org/,"$2,305,969","$3,274,725",1
10907,Accelerated Cure Project for Multiple Sclerosis ,"Diseases, Disorders, and Disciplines",Health,460 Totten Pond Road Suite 140,Waltham,MA,2451,http://www.acceleratedcure.org/,"$1,398,221","$930,381",0
15263,ACCESS,Homeless Services,Human Services,230 West Market Street ,Akron,OH,44303,http://www.access-shelter.org/,"$1,326,548","$2,355,428",1
7859,ACCESS College Foundation,Scholarship and Financial Support,Education,2555 Ellsmere Avenue Suite 110,Norfolk,VA,23513,http://www.accesscollege.org/,"$4,394,560","$54,187,564",2
9311,Access Fund,Environmental Protection and Conservation,Environment,4750 Walnut St Suite 100,Boulder,CO,80301,http://www.accessfund.org/,"$2,894,812","$2,920,610",1
7754,Accion East ,Housing and Neighborhood Development,Community Development,80 Maiden Lane Suite 903,New York,NY,10038,https://us.accion.org/region/the-east-coast,"$11,366,921","$7,499,053",1
3211,ACCION International,Development and Relief Services,International,10 Fawcett Street Suite 204,Cambridge,MA,2138,http://www.accion.org,"$29,718,453","$313,166,287",2
7806,ACCION San Diego,Housing and Neighborhood Development,Community Development,404 Euclid Avenue Suite 271,San Diego,CA,92114,https://us.accion.org/region/southern-california/?region=southern-california,"$2,411,344","$9,433,249",1
11257,ACE Scholarships,Scholarship and Financial Support,Education,1201 East Colfax Avenue Suite 302,Denver,CO,80218,https://www.acescholarships.org/,"$30,724,004","$26,887,738",2
6917,Achievement Centers for Children,Social Services,Human Services,4255 Northfield Road ,Highland Hills,OH,44128,http://www.achievementcenters.org/,"$10,804,504","$22,820,169",1
10383,Achievement Centers for Children & Families Foundation,Youth Education Programs and Services,Education,555 Northwest 4th Street ,Delray Beach,FL,33444,http://www.achievementcentersfl.org/,"$2,349,461","$10,411,948",0
12696,Achievement First,Scholarship and Financial Support,Education,370 James Street Suite 404,New Haven,CT,6513,http://www.achievementfirst.org,"$44,293,373","$21,238,359",2
11058,AchieveMpls,Youth Education Programs and Services,Education,"111 Third Avenue, South Suite 5",Minneapolis,MN,55401,http://www.achievempls.org,"$5,196,212","$7,349,784",0
10407,Achilles International,Multipurpose Human Service Organizations,Human Services,42 West 38th Street Fourth Floor,New York,NY,10018,http://www.achillesinternational.org,"$2,552,407","$1,025,216",1
13579,ACLU Foundation of Maryland,Advocacy and Education,Human and Civil Rights,3600 Clipper Mill Road Suite 350,Baltimore,MD,21211,http://www.aclu-md.org/,"$2,583,339","$3,218,255",2
17074,ACLU Foundation of Southern California,Advocacy and Education,Human and Civil Rights,1313 West Eighth Street ,Los Angeles,CA,90017,https://www.aclusocal.org/,"$11,129,546","$38,312,463",2
18014,ACLU Foundation of Texas,Advocacy and Education,Human and Civil Rights,P.O. Box 8306 ,Houston,TX,77288,https://www.aclutx.org/,"$3,857,274","$1,086,007",2
15108,ACLU of Michigan Foundation,Advocacy and Education,Human and Civil Rights,2966 Woodward Avenue ,Detroit,MI,48201,http://www.aclumich.org/,"$4,788,420","$6,631,989",2
5766,Act Beyond,Religious Activities,Religion,P.O. Box 831539 ,Richardson,TX,75083,http://www.beyond.org,"$5,392,862","$1,967,883",2
10825,Acterra,Environmental Protection and Conservation,Environment,3921 East Bayshore Road Suite 208,Palo Alto,CA,94303,http://www.acterra.org,"$1,994,230","$1,258,181",1
3212,Action Against Hunger USA,Development and Relief Services,International,One Whitehall Street Floor 2,New York,NY,10004,http://www.actionagainsthunger.org,"$127,324,395","$95,091,214",2
11020,Action for Healthy Kids,"Youth Development, Shelter, and Crisis Services",Human Services,600 West Van Buren Street Suite 720,Chicago,IL,60607,http://www.actionforhealthykids.org/,"$5,973,412","$4,851,150",0
7153,Action in Community Through Service,Social Services,Human Services,3900 ACTS Lane ,Dumfries,VA,22026,http://www.actspwc.org,"$5,059,391","$3,708,308",1
12729,Action Ministries,Social Services,Human Services,1700 Century Circle NE Suite 200,Atlanta,GA,30345,http://www.actionministries.net,"$10,238,962","$960,969",1
13783,InterAct,Social Services,Human Services,1012 Oberlin Road ,Raleigh,NC,27605,http://interactofwake.org/,"$3,416,879","$7,141,616",1
8247,Action on Smoking and Health,Treatment and Prevention Services,Health,1250 Connecticut Avenue Northwest 2nd Floor,Washington,DC,20036,http://www.ash.org,"$1,280,081","$5,363,808",0
8757,ActionAid USA,Development and Relief Services,International,1220 L Street NW Suite 725,Washington,DC,20005,http://www.actionaidusa.org/,"$2,895,839","$2,914,110",2
10184,Activated Ministries,Religious Activities,Religion,11835 Carmel Mountain Rd Suite 1304-408,San Diego,CA,92128,http://www.activatedministries.org,"$1,543,055","$404,456",2
6986,Acton Institute for the Study of Religion and Liberty,Advocacy and Education,Human and Civil Rights,98 E. Fulton Street ,Grand Rapids,MI,49503,http://www.acton.org/,"$10,887,803","$15,841,236",2
6457,Actors and Others for Animals,"Animal Rights, Welfare, and Services",Animals,11523 Burbank Boulevard ,North Hollywood,CA,91601,http://www.actorsandothers.com/,"$890,470","$3,838,549",1
15657,Actors' Shakespeare Project,Performing Arts,"Arts, Culture, Humanities",442 Bunker Hill Street ,Charlestown,MA,2129,http://actorsshakespeareproject.org/,"$1,204,108","$-116,976",0
8693,Actors Theatre of Louisville,Performing Arts,"Arts, Culture, Humanities",316 West Main Street ,Louisville,KY,40202,http://www.actorstheatre.org/,"$10,699,481","$19,927,024",0
11774,Acumen,Development and Relief Services,International,40 Worth Street Suite 303,New York,NY,10013,http://www.acumen.org/,"$22,674,343","$131,681,787",2
17491,Ada Jenkins Families and Careers Development Center,Children's and Family Services,Human Services,212 Gamble Street ,Davidson,NC,28036,https://www.adajenkins.org,"$1,624,180","$4,815,149",0
18480,Adams County Community Foundation,Community Foundations,Community Development,25 South Fourth Street ,Gettysburg,PA,17325,http://www.adamscountycf.org,"$1,592,281","$13,054,907",1
14377,Adaptive Sports Center,Social Services,Human Services,P.O. Box 1639 ,Crested Butte,CO,81224,http://www.adaptivesports.org/,"$2,886,779","$13,886,131",1
12126,Adaptive Sports Foundation,Multipurpose Human Service Organizations,Human Services,100 Silverman Way ,Windham,NY,12496,http://www.adaptivesportsfoundation.org,"$1,809,220","$6,804,904",1
5018,Adirondack Historical Association,Museums,"Arts, Culture, Humanities",P.O. Box 99 9097 State Road 30,Blue Mountain Lake,NY,12812,http://www.adkmuseum.org,"$5,464,229","$60,247,945",0
10912,Adirondack Mountain Club,Environmental Protection and Conservation,Environment,814 Goggins Road ,Lake George,NY,12845,https://www.adk.org/,"$4,346,769","$2,751,496",1
13108,Adler Aphasia Center,Patient and Family Support,Health,60 West Hunter Avenue ,Maywood,NJ,7607,http://www.adleraphasiacenter.org/,"$1,581,148","$6,915,672",1
3213,Adler Planetarium,Museums,"Arts, Culture, Humanities",1300 South Lake Shore Drive ,Chicago,IL,60605,http://www.adlerplanetarium.org,"$19,499,751","$25,030,875",0
13389,Administer Justice,Advocacy and Education,Human and Civil Rights,1750 Grandstand Place Suite 15,Elgin,IL,60123,http://www.administerjustice.org/,"$1,668,776","$104,967",2
12879,Adolescent Counseling Services,"Youth Development, Shelter, and Crisis Services",Human Services,643 Bair Island Road Suite 301,Redwood City,CA,94063,http://www.acs-teens.org,"$1,236,552","$1,382,179",0
11927,AdoptAClassroom.org,Youth Education Programs and Services,Education,401 2nd Avenue N. Suite 305,Minneapolis,MN,55401,http://www.adoptaclassroom.org,"$4,461,537","$2,931,851",0
10404,Adopt-A-Native-Elder Program,Social Services,Human Services,328 West Gregson Avenue ,Salt Lake City,UT,84115,http://www.anelder.org,"$1,483,278","$876,915",1
11174,AdoptAPlatoon Soldier Support Effort,Social Services,Human Services,P.O. Box 234 ,Lozano,TX,78568,http://adoptaplatoon.org/site/,"$6,772,910","$2,132,523",1
8078,ADRA International,Development and Relief Services,International,12501 Old Columbia Pike ,Silver Spring,MD,20904,https://adra.org/,"$67,559,767","$47,935,285",2
8487,Adult & Teen Challenge MidSouth,Treatment and Prevention Services,Health,1108 West 33rd Street ,Chattanooga,TN,37410,http://www.tcmidsouth.org,"$1,358,875","$3,494,172",0
17420,Advance Illinois,Education Policy and Reform,Education,303 East Wacker Drive Suite 1925,Chicago,IL,60601,http://www.advanceillinois.org/,"$2,437,041","$2,499,766",2
3216,Advancing Native Missions,Religious Activities,Religion,10460 Critzer Shop Road ,Afton,VA,22920,http://advancingnativemissions.com/,"$9,940,809","$3,098,787",2
5299,Adventist Frontier Missions,Religious Activities,Religion,107 East Ferry Street ,Berrien Springs,MI,49103,http://www.afmonline.org,"$6,444,663","$7,017,308",2
10426,Advocates for Children of New York,Advocacy and Education,Human and Civil Rights,151 West 30th Street 5th Floor,New York,NY,10001,http://www.advocatesforchildren.org,"$7,008,851","$8,546,314",2
5408,Advocates for Youth,Treatment and Prevention Services,Health,1325 G Street Northwest Suite 980,Washington,DC,20005,http://www.advocatesforyouth.org,"$7,801,341","$7,870,317",0
6263,Advocates International,Advocacy and Education,Human and Civil Rights,2920 King Street ,Alexandria,VA,22302,http://www.advocatesinternational.org,"$326,767","$356,372",2
9504,Affirmations,Advocacy and Education,Human and Civil Rights,290 West Nine Mile Road ,Ferndale,MI,48220,http://www.goaffirmations.org,"$798,302","$2,618,658",2
15900,Afikim Foundation,Religious Activities,Religion,111 John Street Suite 1720,New York,NY,10038,http://afikimfoundation.org/,"$1,870,681","$-278,588",2
13962,African Bible Colleges,Religious Activities,Religion,P.O. Box 103 ,Clinton,MS,39060,http://africanbiblecolleges.com/home,"$3,678,792","$1,744,710",2
5857,African Enterprise,Religious Activities,Religion,PO Box 28190 ,Spokane,WA,99228,http://www.africanenterprise.org,"$716,462","$643,761",2
9463,African Leadership,Development and Relief Services,International,1749 Mallory Lane Suite 102,Brentwood,TN,37027,http://www.africanleadershipinc.org/,"$1,334,003","$496,516",2
12539,African Leadership and Reconciliation Ministries,Religious Activities,Religion,14140 Midway Road Suite 208,Dallas,TX,75244,http://www.alarm-inc.org,"$3,121,340","$365,266",2
18425,African Vision of Hope,Development and Relief Services,International,Eight Professional Park Drive ,Maryville,IL,62062,https://africanvisionofhope.org/,"$1,262,091","$642,647",2
3219,African Wildlife Foundation,Wildlife Conservation,Animals,1100 New Jersey Avenue SE Suite 900,Washington,DC,20003,http://www.awf.org,"$28,638,531","$42,038,115",0
3220,Africare,Development and Relief Services,International,"440 R Street, North West ",Washington,DC,20001,http://www.africare.org,"$20,340,070","$1,178,451",2
3222,AFS-USA,"International Peace, Security, and Affairs",International,"120 Wall Street, 4th Floor ",New York,NY,10005,http://www.afsusa.org,"$34,575,041","$13,292,331",1
11694,Afterschool Alliance,Education Policy and Reform,Education,1101 14th Street NW Suite 700,Washington,DC,20005,http://www.afterschoolalliance.org,"$5,126,132","$6,538,847",2
8074,After-School All-Stars,"Youth Development, Shelter, and Crisis Services",Human Services,"5900 Wilshire Blvd, Suite 2000 Suite 2000",Los Angeles,CA,90036,http://www.afterschoolallstars.org/,"$15,539,928","$4,998,853",0
8881,"Aga Khan Foundation, USA",Development and Relief Services,International,"1825 K Street, NW Suite 901",Washington ,DC,20006,http://www.akfusa.org/,"$33,500,387","$397,783,121",2
17052,Agape,"Youth Development, Shelter, and Crisis Services",Human Services,2210 Marietta Boulevard NW ,Atlanta,GA,30318,https://agapeatlanta.org/,"$2,237,653","$9,111,084",0
16103,Agape International Missions,Development and Relief Services,International,2000 Opportunity Drive Suite 100,Roseville,CA,95678,http://www.agapewebsite.org,"$6,423,880","$4,988,665",2
5635,Agape Villages,Children's and Family Services,Human Services,3160 Crow Canyon Place Suite 120,San Ramon,CA,94583,http://www.agapevillages.org,"$3,168,351","$-1,790,898",0
15337,Agriculture Future of America,Adult Education Programs and Services,Education,11500 NW Ambassador Drive Suite 306,Kansas City,MO,64153,http://www.agfuture.org/,"$3,571,079","$4,690,345",0
16777,Agros International,Development and Relief Services,International,2225 Fourth Avenue Second Floor,Seattle,WA,98121,http://www.agros.org/,"$2,396,421","$2,121,302",2
3223,Agudath Israel of America,Religious Activities,Religion,42 Broadway Fourteenth Floor,New York,NY,10004,http://agudathisrael.org/,"$14,599,724","$12,845,892",2
12270,AHRC New York City Foundation,Social Services,Human Services,83 Maiden Lane Eleventh Floor,New York,NY,10038,http://www.ahrcnycfoundation.org/,"$2,374,652","$31,303,581",1
11185,AID FOR AIDS International,Development and Relief Services,International,131 Varick St Suite 1011,New York,NY,10013,http://www.aidforaids.org,"$9,599,854","$-625,280",2
12770,Aid for Starving Children,Humanitarian Relief Supplies,International,2360 Professional Drive Suite 105,Santa Rosa,CA,95403,http://aidforstarvingchildren.org/,"$7,777,617","$640,966",2
5063,AIDS Action Committee of Massachusetts,"Diseases, Disorders, and Disciplines",Health,75 Amory Street ,Boston,MA,2119,http://www.aac.org,"$10,313,116","$1,994,285",0
6235,AIDS United,Medical Research,Health,"1101 14th St, NW Suite 300",Washington,DC,20005,http://www.aidsunited.org,"$15,703,177","$7,646,499",0
11087,AIDS Vaccine Advocacy Coalition,"Diseases, Disorders, and Disciplines",Health,423 West 127th Street 4th Floor,New York,NY,10027,http://www.avac.org,"$16,536,786","$10,610,325",0
11738,AIM for Seva,Youth Education Programs and Services,Education,P.O. Box 639 ,Saylorsburg,PA,18353,http://www.aimforsevausa.org/,"$3,670,013","$1,161,270",0
6492,Air Force Aid Society,Social Services,Human Services,1550 Crystal Drive Suite 809,Arlington,VA,22202,http://www.afas.org/,"$20,929,618","$186,889,247",1
8760,Air Force Enlisted Village,Social Services,Human Services,92 Sunset Lane ,Shalimar,FL,32579,https://afev.us/,"$10,354,996","$21,425,007",1
6890,Air Force Museum Foundation,Museums,"Arts, Culture, Humanities",P.O. Box 1903 ,Wright Patterson Air Force Base,OH,45433,http://www.airforcemuseum.com,"$3,848,890","$16,610,388",0
4993,Aish New York,Religious Activities,Religion,315 West 36th Street Suite 4067,New York,NY,10018,https://www.aishny.com/,"$6,368,381","$-1,057,761",2
17469,Akilah Institute for Women,Youth Education Programs and Services,Education,195 Plymouth Street Suite 2/4,Brooklyn,NY,11201,https://www.akilahinstitute.org/,"$3,616,929","$921,194",0
6627,Akron Art Museum,Museums,"Arts, Culture, Humanities",One South High Street ,Akron,OH,44308,http://www.akronartmuseum.org,"$6,015,973","$56,664,653",0
6133,Akron Community Foundation,Community Foundations,Community Development,345 West Cedar Street ,Akron,OH,44307,http://www.akroncf.org/Home.aspx,"$16,268,159","$192,893,376",3
8192,Akron-Canton Regional Foodbank,"Food Banks, Food Pantries, and Food Distribution",Human Services,350 Opportunity Parkway ,Akron,OH,44307,http://www.akroncantonfoodbank.org,"$47,147,102","$11,376,927",2
11636,Alabama Ballet,Performing Arts,"Arts, Culture, Humanities",2726 1st Avenue South ,Birmingham,AL,35233,http://www.alabamaballet.org,"$1,973,734","$2,409,851",0
14799,Alabama Law Foundation,Advocacy and Education,Human and Civil Rights,P.O. Box 4129 ,Montgomery,AL,36103,http://www.alabamalawfoundation.org/,"$1,344,938","$8,823,695",2
15888,Alabama Policy Institute,Social and Public Policy Research,Research and Public Policy,2213 Morris Avenue First Floor,Birmingham,AL,35203,http://www.alabamapolicy.org/,"$907,242","$265,184",0
7261,Alabama Shakespeare Festival,Performing Arts,"Arts, Culture, Humanities",One Festival Drive ,Montgomery,AL,36117,http://www.asf.net/,"$8,048,095","$5,195,752",0
9645,Alabama Symphony Orchestra,Performing Arts,"Arts, Culture, Humanities",3621 Sixth Avenue South ,Birmingham,AL,35222,http://www.alabamasymphony.org/,"$6,350,932","$1,295,880",0
18353,Alachua Habitat for Humanity,Housing and Neighborhood Development,Community Development,2630 NW 41st Street ,C-3 Gainesville,FL,32606,https://www.alachuahabitat.org/,"$1,638,139","$3,477,911",1
5818,Alameda County Community Food Bank,"Food Banks, Food Pantries, and Food Distribution",Human Services,7900 Edgewater Drive ,Oakland,CA,94621,http://www.accfb.org/,"$63,706,150","$24,851,659",2
18457,Alaqua Animal Refuge Inc.,"Animal Rights, Welfare, and Services",Animals,914 Whitfield Road ,Freeport,FL,32439,https://www.alaqua.org/,"$1,430,707","$4,682,339",1
5928,Alaska Conservation Foundation,Environmental Protection and Conservation,Environment,1227 West 9th Avenue Suite 300,Anchorage,AK,99501,http://alaskaconservation.org/,"$2,436,584","$12,070,236",1
7132,Alaska Wilderness League,Environmental Protection and Conservation,Environment,"122 C Street, NW Suite 240",Washington,DC,20001,http://www.alaskawild.org/,"$2,593,969","$2,826,553",1
6766,Albany Institute of History & Art,Museums,"Arts, Culture, Humanities",125 Washington Avenue ,Albany,NY,12210,http://www.albanyinstitute.org/,"$2,029,520","$10,529,354",0
6779,Albright-Knox Art Gallery,Museums,"Arts, Culture, Humanities",1285 Elmwood Avenue ,Buffalo,NY,14222,http://www.albrightknox.org,"$16,048,436","$222,985,041",0
18486,Albuquerque Community Foundation,Community Foundations,Community Development,"624 Tijeras Avenue, NW ",Albuquerque,NM,87102,http://www.albuquerquefoundation.org/,"$6,189,351","$77,542,997",1
15417,Albuquerque Museum Foundation,Museums,"Arts, Culture, Humanities",2000 Mountain Road NW ,Albuquerque,NM,87104,http://albuquerquemuseum.org/,"$1,438,046","$16,592,051",0
12095,Alexander Graham Bell Association for the Deaf and Hard of Hearing,"Diseases, Disorders, and Disciplines",Health,"3417 Volta Place, NW ",Washington,DC,20007,http://www.agbell.org,"$3,623,272","$11,630,233",0
12443,Alex's Lemonade Stand Foundation,Medical Research,Health,"Bala Pointe, 111 Presidential Boulevard Suite 203",Bala Cynwyd,PA,19004,http://www.alexslemonade.org,"$24,155,282","$12,921,688",0
7225,Alfalit International,Development and Relief Services,International,3026 NW 79th Avenue ,Miami,FL,33122,https://english.alfalit.org/,"$5,148,808","$900,497",2
16362,Al-Furqaan Foundation,Religious Media and Broadcasting,Religion,519 East Briarcliff Road 2nd Floor,Bolingbrook,IL,60440,http://al-furqaan.org/,"$2,817,673","$4,349,156",1
3284,Alight (formerly American Refugee Committee),Development and Relief Services,International,615 First Ave. NE. Suite 500,Minneapolis,MN,55413,http://wearealight.org,"$64,303,769","$31,523,027",2
17501,Align Life Ministries,Treatment and Prevention Services,Health,131 South 8th Street ,Lebanon,PA,17042,https://svps.org/,"$1,637,311","$1,563,557",0
16364,ALIGN: The Alliance for a Greater New York,Advocacy and Education,Human and Civil Rights,50 Broadway 29th Floor,New York,NY,10004,http://www.alignny.org/,"$1,059,972","$2,076,450",2
11105,ALIVE!,Children's and Family Services,Human Services,2723 King Street ,Alexandria ,VA,22302,https://www.alive-inc.org/,"$2,013,216","$1,209,773",0
8198,All Classical Portland,Public Broadcasting and Media,"Arts, Culture, Humanities",211 Southeast Caruthers Street Suite 200,Portland,OR,97214,http://www.allclassical.org,"$3,876,868","$10,097,162",0
11632,All Faiths Food Bank,"Food Banks, Food Pantries, and Food Distribution",Human Services,8171 Blaikie Ct. ,Sarasota,FL,34240,http://allfaithsfoodbank.org,"$20,680,294","$14,990,463",1
18477,All Florida Youth Orchestra,Performing Arts,"Arts, Culture, Humanities",1708 North 40 Avenue ,Hollywood,FL,33021,https://www.floridayouthorchestra.org/,"$1,257,625","$247,922",0
6987,All God's Children,Development and Relief Services,International,P.O. Box 5909 ,Villa Park,IL,60181,https://allgodschildrenhonduras.org/,"$1,598,633","$1,117,323",2
11551,All God's Children International,Development and Relief Services,International,1400 NE 136th Avenue Suite 201,Vancouver,WA,98684,http://allgodschildren.org,"$5,017,872","$611,657",2
13109,All Hands and Hearts Smart Response,Multipurpose Human Service Organizations,Human Services,6 County Road Suite 6,Mattapoisett,MA,2739,https://www.allhandsandhearts.org/,"$15,485,744","$14,316,071",1
7420,All Hands Raised,Scholarship and Financial Support,Education,2069 NE Hoyt Street ,Portland,OR,97232,http://allhandsraised.org/,"$6,362,291","$2,292,365",2
8712,All Stars Helping Kids,Scholarship and Financial Support,Education,4675 Stevens Creek Blvd. Suite 125,Santa Clara,CA,95051,http://www.allstarshelpingkids.org,"$1,303,599","$2,499,368",2
6739,All Stars Project,"Youth Development, Shelter, and Crisis Services",Human Services,543 West 42nd Street ,New York,NY,10036,http://www.allstars.org/,"$10,242,033","$10,176,462",0
10827,Allen Community Outreach,Social Services,Human Services,801 East Main Street ,Allen,TX,75002,http://www.acocares.org,"$4,171,284","$1,927,072",1
17033,Allen County SPCA,"Animal Rights, Welfare, and Services",Animals,4914 South Hanna Street ,Fort Wayne,IN,46806,http://www.acspca.org/,"$1,427,376","$1,978,221",1
11118,Allentown Art Museum,Museums,"Arts, Culture, Humanities",31 North Fifth Street ,Allentown,PA,18101,http://www.allentownartmuseum.org,"$3,284,526","$26,021,533",0
9418,Allentown Rescue Mission,Rescue Missions,Human Services,355 Hamilton Street ,Allentown,PA,18101,http://www.allentownrescuemission.org,"$3,593,692","$5,141,869",0
10400,Allergy & Asthma Network,"Diseases, Disorders, and Disciplines",Health,8229 Boone Boulevard Suite 260,Vienna,VA,22182,http://www.allergyasthmanetwork.org,"$2,375,235","$572,609",0
5453,Alley Cat Allies,"Animal Rights, Welfare, and Services",Animals,7920 Norfolk Avenue Suite 600,Bethesda,MD,20814,http://www.alleycat.org,"$10,754,221","$6,362,804",1
