OrgID,charity_name,cause,category,address,City,state,zip,web_url,total_expenses,total_net_assets,class
9969,Couple to Couple League,Advocacy and Education,Human and Civil Rights,4290 Delhi Avenue ,Cincinnati,OH,45238,http://www.ccli.org/,"$1,713,687","$608,287",2
15669,Courage Worldwide,Development and Relief Services,International,"3031 Stanford Ranch Road Suite 2, #339",Rocklin,CA,95765,http://courageworldwide.org/,"$480,477","$274,091",2
14953,Court Appointed Special Advocates of Collin County,Children's and Family Services,Human Services,101 East Davis Street ,McKinney,TX,75069,http://www.casaofcollincounty.org/,"$1,466,576","$4,435,325",0
9971,Court Appointed Special Advocates of Orange County,Children's and Family Services,Human Services,1505 East Seventeenth Street Suite 214,Santa Ana,CA,92705,http://www.casaoc.org,"$2,608,134","$4,157,562",0
4813,Covenant House,"Youth Development, Shelter, and Crisis Services",Human Services,461 Eighth Avenue ,New York,NY,10001,http://www.covenanthouse.org/,"$72,205,214","$55,561,874",0
11837,Covenant House Alaska,"Youth Development, Shelter, and Crisis Services",Human Services,755 A Street ,Anchorage,AK,99501,http://www.covenanthouseak.org/,"$7,641,731","$14,849,133",0
4982,Covenant House California,"Youth Development, Shelter, and Crisis Services",Human Services,1325 North Western Avenue ,Hollywood,CA,90027,http://www.covenanthousecalifornia.org,"$13,749,698","$12,259,211",0
5581,Covenant House Florida,"Youth Development, Shelter, and Crisis Services",Human Services,733 Breakers Avenue ,Fort Lauderdale,FL,33304,http://www.covenanthousefl.org,"$8,329,519","$3,457,093",0
10060,Covenant House Michigan,"Youth Development, Shelter, and Crisis Services",Human Services,2959 Martin Luther King Jr. Boulevard ,Detroit,MI,48208,https://covenanthousemi.org/,"$4,391,345","$13,822,226",0
8182,Covenant House Missouri,"Youth Development, Shelter, and Crisis Services",Human Services,2727 North Kingshighway Boulevard ,St. Louis,MO,63113,http://www.covenanthousemo.org/,"$3,470,575","$2,114,795",0
9370,Covenant House New Jersey,"Youth Development, Shelter, and Crisis Services",Human Services,330 Washington Street ,Newark,NJ,7102,http://www.covenanthousenj.org/,"$11,670,513","$16,384,842",0
3584,Covenant House New York,"Youth Development, Shelter, and Crisis Services",Human Services,550 10th Avenue ,New York,NY,10018,https://ny.covenanthouse.org/,"$21,782,552","$4,059,839",0
7330,Covenant House Texas,"Youth Development, Shelter, and Crisis Services",Human Services,1111 Lovett Boulevard ,Houston,TX,77006,http://www.covenanthousetx.org,"$5,452,597","$6,968,590",0
6748,Covenant House Washington,"Youth Development, Shelter, and Crisis Services",Human Services,"2001 Mississippi Avenue, SE ",Washington,DC,20020,http://www.covenanthousedc.org/,"$6,559,326","$3,116,628",0
17429,Coyote Hill Christian Children's Home,"Youth Development, Shelter, and Crisis Services",Human Services,9501 West Coyote Hill Road P.O. Box 1,Harrisburg,MO,65256,https://coyotehill.org/,"$1,597,259","$3,579,749",0
16053,Cradle Beach,"Youth Development, Shelter, and Crisis Services",Human Services,8038 Old Lakeshore Road ,Angola,NY,14006,http://www.cradlebeach.org/,"$2,623,626","$6,201,832",0
12402,Cradles to Crayons,Children's and Family Services,Human Services,155 North Beacon Street ,Boston,MA,2135,http://www.cradlestocrayons.org,"$19,025,790","$16,141,803",0
18002,Crayons to Classrooms,Early Childhood Programs and Services,Education,1750 Woodman Drive ,Dayton,OH,45420,https://dc2c.org/,"$3,367,529","$5,465,059",2
11419,Crayons to Computers,Youth Education Programs and Services,Education,1350 Tennessee Avenue ,Cincinnati,OH,45229,http://www.crayons2computers.org,"$10,546,426","$12,952,507",0
10649,Crazy Horse Memorial Foundation,Museums,"Arts, Culture, Humanities",12151 Avenue of the Chiefs ,Crazy Horse,SD,57730,https://crazyhorsememorial.org/,"$6,862,826","$77,596,321",0
5136,CREATE Foundation,Community Foundations,Community Development,213 West Main Street ,Tupelo,MS,38804,http://www.createfoundation.com/,"$8,679,808","$108,869,980",1
16527,Creative Action,"Youth Development, Shelter, and Crisis Services",Human Services,1023 Springdale Road Building 3,Austin,TX,78721,https://creativeaction.org/,"$4,010,057","$3,442,458",0
17200,Creative Capital Foundation,Performing Arts,"Arts, Culture, Humanities",15 Maiden Lane 18th Floor,New York,NY,10038,https://www.creative-capital.org/,"$5,100,834","$8,562,583",0
11730,Creative Commons,Social and Public Policy Research,Research and Public Policy,PO Box 1866 ,Mountain View,CA,94042,http://www.creativecommons.org,"$4,137,424","$6,304,976",0
14094,Creative Ministries,Religious Media and Broadcasting,Religion,1875 Junction Road ,Manheim,PA,17545,http://wjtl.com/,"$2,230,474","$13,393,774",1
16345,Creative Time,Performing Arts,"Arts, Culture, Humanities",59 East 4th Street 6th Floor,New York,NY,10003,http://creativetime.org/,"$2,360,131","$1,516,824",0
14395,Creede Repertory Theatre,Performing Arts,"Arts, Culture, Humanities",P.O. Box 269 124 Main Street,Creede,CO,81130,http://www.creederep.org/,"$1,788,289","$3,771,682",0
11705,Crescent Project,Religious Activities,Religion,P. O. Box 681924 ,Franklin,TN,37068,http://crescentproject.org,"$2,029,252","$502,739",2
18547,Crested Butte Music Festival,Performing Arts,"Arts, Culture, Humanities",P.O. Box 2117 ,Crested Butte,CO,81224,https://crestedbuttemusicfestival.org/,"$940,667","$735,671",0
18276,Creutzfeldt-Jakob Disease Foundation,"Diseases, Disorders, and Disciplines",Health,3610 W. Market Street Suite 110,Akron,OH,44333,https://cjdfoundation.org/,"$874,748","$2,009,032",0
11448,Crisis Aid International,Development and Relief Services,International,5427 Telegraph Rd. ,St. Louis,MO,63129,http://www.crisisaid.org,"$3,017,033","$2,811,065",2
9867,Crisis Assistance Ministry,Social Services,Human Services,500-A Spratt Street ,Charlotte,NC,28206,http://www.crisisassistance.org,"$16,185,604","$7,230,066",1
8592,Crisis Control Ministry,Social Services,Human Services,200 East Tenth Street ,Winston-Salem,NC,27101,http://www.crisiscontrol.org,"$4,575,606","$1,849,170",1
17360,Crisis Pregnancy Center of Tidewater,Treatment and Prevention Services,Health,1100 Madison Plaza ,Chesapeake,VA,23320,http://cpcfriends.org/,"$1,655,095","$1,068,587",0
3586,CRISTA Ministries,Religious Activities,Religion,19303 Fremont Avenue North ,Seattle,WA,98133,http://www.crista.org,"$124,131,329","$101,962,196",2
3587,Crohn's & Colitis Foundation ,"Diseases, Disorders, and Disciplines",Health,733 Third Avenue Suite 510,New York,NY,10017,http://www.ccfa.org,"$73,648,875","$9,054,773",0
15240,Crooked Tree Arts Center,Performing Arts,"Arts, Culture, Humanities",461 East Mitchell Street ,Petoskey,MI,49770,https://www.crookedtree.org/,"$2,164,748","$6,517,889",0
11283,Cross International,Humanitarian Relief Supplies,International,600 Southwest Third Street Suite 2201,Pompano Beach,FL,33060,http://www.crossinternational.org/,"$104,086,310","$4,563,160",2
13269,Cross Roads House,Homeless Services,Human Services,600 Lafayette Road ,Portsmouth,NH,3801,http://www.crossroadshouse.org,"$1,845,772","$5,840,943",1
6272,Crossnore School,"Youth Development, Shelter, and Crisis Services",Human Services,100 Dar Drive ,Crossnore,NC,28616,http://www.crossnoreschool.org,"$19,107,217","$27,074,258",0
11026,CrossOver Healthcare Ministry,Treatment and Prevention Services,Health,8600 Quioccasin Road Suite 101,Richmond,VA,23229,http://www.crossoverministry.org,"$7,769,006","$2,691,630",0
14416,Crossroads of Michigan,Social Services,Human Services,2424 West Grand Boulevard ,Detroit,MI,48208,http://crossroadsofmichigan.org/,"$1,311,875","$1,908,711",1
11267,Crossroads Prison Ministries,Religious Activities,Religion,"2480 44th Street, SE. ",Grand Rapids,MI,49512,https://cpministries.org/,"$2,521,461","$1,775,543",2
11904,Crossroads Safehouse,Multipurpose Human Service Organizations,Human Services, P.O. Box 993 ,Fort Collins,CO,80522,http://www.crossroadssafehouse.org,"$1,580,168","$4,675,006",1
10460,Crossroads Urban Center,Social Services,Human Services,347 South 400 East ,Salt Lake City,UT,84111,https://www.crossroadsurbancenter.org/,"$1,938,874","$1,637,850",1
15490,Crosstown Learning Center,Children's and Family Services,Human Services,2501 East Archer ,Tulsa,OK,74110,http://www.crosstowntulsa.org/,"$1,975,171","$8,324,590",0
11337,Crosswinds Youth Services,Children's and Family Services,Human Services,1407 Dixon Boulevard ,Cocoa,FL,32922,http://www.crosswindsyouthservices.org/,"$3,187,748","$3,756,787",0
14355,Crow Canyon Archaeological Center,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",23390 Road K ,Cortez,CO,81321,https://www.crowcanyon.org/,"$4,918,888","$24,925,118",0
3501,Crown Financial Ministries,Religious Media and Broadcasting,Religion,8331 East Walker Springs Lane Suite 301,Knoxville,TN,37923,http://www.crown.org,"$4,423,075","$2,227,062",1
17343,Crown Point Community Foundation,Community Foundations,Community Development,P.O. Box 522 ,Crown Point,IN,46308,http://www.thecpcf.org/,"$1,629,300","$22,994,781",1
12855,Crystal Peaks Youth Ranch,"Youth Development, Shelter, and Crisis Services",Human Services,19344 Innes Market Road ,Bend,OR,97703,http://www.crystalpeaksyouthranch.org,"$1,444,647","$6,028,310",0
7816,CSB Ministries,Religious Activities,Religion,P.O. Box 1010 ,Hamburg,NY,14075,http://csbministries.org,"$762,040","$47,005",2
10875,Cultural Survival,Advocacy and Education,Human and Civil Rights,2067 Massachusetts Avenue ,Cambridge,MA,2140,http://www.culturalsurvival.org,"$2,376,315","$410,215",2
10431,Curamericas Global,Development and Relief Services,International,318 West Millbrook Road Suite 105,Raleigh,NC,27609,http://www.curamericas.org,"$1,382,849","$559,177",2
12603,Cure Alzheimer's Fund,Medical Research,Health,34 Washington Street Suite 310,Wellesley Hills,MA,2481,http://www.curealzfund.org,"$23,629,311","$6,689,237",0
5545,CURE International,Development and Relief Services,International,17011 Hickory Street ,Spring Lake,MI,49456,https://cure.org,"$82,924,422","$89,264,379",2
12524,Cure SMA,"Diseases, Disorders, and Disciplines",Health,925 Busse Road ,Elk Grove Village,IL,60007,http://curesma.org/,"$14,121,822","$5,104,806",0
12769,CuriOdyssey,Museums,"Arts, Culture, Humanities",1651 Coyote Point Drive ,San Mateo,CA,94401,http://www.CuriOdyssey.org,"$4,532,527","$16,097,390",0
12069,Cystinosis Research Foundation,Medical Research,Health,19200 Von Karman Avenue Suite 920,Irvine,CA,92612,http://www.cystinosisresearch.org,"$4,270,333","$6,832,501",0
3570,D. James Kennedy Ministries,Religious Media and Broadcasting,Religion,P.O. Box 11184 ,Fort Lauderdale,FL,33339,https://www.djameskennedy.org/,"$5,751,056","$2,695,358",1
3591,D.A.R.E. America,Treatment and Prevention Services,Health,9800 La Cienega Boulevard Suite 401,Inglewood,CA,90301,http://www.dare.org,"$15,564,940","$2,263,133",0
12330,D.C. Bar Pro Bono Center,Advocacy and Education,Human and Civil Rights,"901 Fourth Street, NW ",Washington,DC,20001,http://www.dcbar.org/pro-bono/index.cfm,"$3,014,579","$3,695,608",2
16707,D.C. Central Kitchen,Social Services,Human Services,"425 Second Street, NW ",Washington,DC,20001,http://www.dccentralkitchen.org/,"$17,746,559","$4,298,544",1
3603,D.E.L.T.A. Rescue (Dedication and Everlasting Love to Animals),"Animal Rights, Welfare, and Services",Animals,P.O. Box 9 ,Glendale,CA,91209,http://www.deltarescue.org,"$6,331,894","$13,176,787",1
14088,Dakin Humane Society,"Animal Rights, Welfare, and Services",Animals,171 Union Street ,Springfield,MA,1105,http://dakinhumane.org,"$3,517,004","$5,312,407",1
8767,Dakota Indian Foundation,Social Services,Human Services,209 North Main Street ,Chamberlain,SD,57325,http://www.dakotaindianfoundation.org,"$522,964","$357,366",1
8707,Dallas Area Habitat for Humanity,Housing and Neighborhood Development,Community Development,2800 North Hampton Road ,Dallas,TX,75212,https://www.dallasareahabitat.org/,"$12,922,580","$18,419,837",1
17459,Dallas Contemporary,Museums,"Arts, Culture, Humanities",161 Glass Street ,Dallas,TX,75207,http://dallascontemporary.org/,"$2,134,255","$4,120,938",0
17061,Dallas Holocaust and Human Rights Museum,Museums,"Arts, Culture, Humanities",300 North Houston ,Dallas,TX,75202,https://www.dhhrm.org/,"$3,995,915","$71,690,466",0
10144,Dallas Life Foundation,Rescue Missions,Human Services,1100 Cadiz Street ,Dallas,TX,75215,http://www.dallaslife.org,"$4,386,293","$5,681,277",0
3594,Dallas Museum of Art,Museums,"Arts, Culture, Humanities",1717 North Harwood ,Dallas,TX,75201,http://dallasmuseumofart.org,"$27,412,858","$235,453,029",0
11700,Dallas Symphony Association,Performing Arts,"Arts, Culture, Humanities",2301 Flora Street Suite 300,Dallas,TX,75201,http://www.MyDSO.com,"$35,073,206","$141,223,880",0
9689,Dallas Theater Center,Performing Arts,"Arts, Culture, Humanities",2400 Flora Street ,Dallas,TX,75201,http://www.dallastheatercenter.org/index.php,"$10,238,492","$2,006,778",0
3596,Dallas Zoological Society,Zoos and Aquariums,Animals,650 South R.L. Thornton Freeway ,Dallas,TX,75203,http://www.dallaszoo.com/,"$5,236,771","$5,255,417",0
4948,Damon Runyon Cancer Research Foundation,Medical Research,Health,"One Exchange Plaza 55 Broadway, Suite 302",New York,NY,10006,http://www.damonrunyon.org,"$21,204,617","$116,471,765",0
3597,Dana-Farber Cancer Institute,Medical Research,Health,450 Brookline Avenue ,Boston,MA,2115,http://www.dana-farber.org,"$1,681,302,389","$1,754,871,403",3
9842,Dance Exchange,Performing Arts,"Arts, Culture, Humanities",7117 Maple Avenue ,Takoma Park,MD,20912,http://www.danceexchange.org,"$535,682","$522,447",0
9264,Dance/USA,Performing Arts,"Arts, Culture, Humanities",1029 Vermont Avenue Suite 400,Washington,DC,20005,http://www.danceusa.org,"$2,273,458","$3,227,866",0
18546,Dancers Workshop,Performing Arts,"Arts, Culture, Humanities",240 South Glenwood Second Floor,Jackson,WY,83001,https://www.dwjh.org/,"$1,715,724","$39,717",0
18507,Danceworks Inc.,Performing Arts,"Arts, Culture, Humanities",1661 North Water Street ,Milwaukee,WI,53202,http://www.danceworksmke.org,"$1,401,729","$399,593",0
5311,Dane County Humane Society,"Animal Rights, Welfare, and Services",Animals,5132 Voges Road ,Madison,WI,53718,http://www.giveshelter.org/,"$3,904,997","$7,594,733",1
15569,Danforth Art,Museums,"Arts, Culture, Humanities",14 Vernon Street ,Framingham,MA,1701,http://danforthart.org/,"$546,324","$133,291",0
7819,Daniel Murphy Scholarship Fund,Scholarship and Financial Support,Education,309 West Washington Suite 700,Chicago,IL,60606,http://www.dmsf.org/,"$3,899,269","$9,832,749",2
10397,Danita's Children,Development and Relief Services,International,201 5th Avenue South ,Franklin,TN,37064,http://www.danitaschildren.org/,"$2,337,278","$4,320,145",2
15300,DAPCEP,Youth Education Programs and Services,Education,2111 Woodward Avenue Suite 506-1,Detroit,MI,48201,http://www.dapcep.org/,"$2,337,103","$702,075",0
3598,Dare to Care Food Bank,"Food Banks, Food Pantries, and Food Distribution",Human Services,5803 Fern Valley Road ,Louisville,KY,40228,http://www.daretocare.org,"$43,012,801","$18,550,490",1
7853,Daughters of the American Revolution,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities","1776 D Street, NW ",Washington,DC,20006,http://www.dar.org/,"$16,652,612","$148,076,250",0
7589,DAV (Disabled American Veterans) Charitable Service Trust,Social Services,Human Services,3725 Alexandria Pike ,Cold Spring,KY,41076,http://cst.dav.org/,"$9,062,111","$28,479,819",1
8546,Dave Thomas Foundation for Adoption,Children's and Family Services,Human Services,4900 Tuttle Crossing Boulevard ,Dublin,OH,43016,https://www.davethomasfoundation.org/,"$25,893,010","$41,942,355",0
8750,David Horowitz Freedom Center,Social and Public Policy Research,Research and Public Policy,P.O. Box 55089 ,Sherman Oaks,CA,91499,https://www.davidhorowitzfreedomcenter.org/,"$6,845,810","$558,576",0
16018,David Lynch Foundation for Consciousness-Based Education,Youth Education Programs and Services,Education,228 E. 45th Street 15th Floor,New York,NY,10017,http://www.davidlynchfoundation.org/,"$14,096,895","$8,850,809",0
9397,David's House,Patient and Family Support,Health,461 Mount Support Road P.O. Box 660,Lebanon,NH,3766,http://www.davids-house.org/,"$953,136","$12,761,319",1
16304,Davis Phinney Foundation,"Diseases, Disorders, and Disciplines",Health,357 S McCaslin Blvd Ste 105 ,Louisville,CO,80027,http://www.davisphinneyfoundation.org,"$2,562,903","$1,898,584",0
8023,Dawning Family Services,Children's and Family Services,Human Services,6718 North Armenia Avenue ,Tampa,FL,33604,http://dawningfamilyservices.org/,"$1,629,925","$2,967,831",0
17371,DaySpring Villa,Social Services,Human Services,P.O. Box 1588 ,Sand Springs,OK,74063,http://dayspringvilla.com/,"$1,134,219","$3,525,906",1
16780,Daystar Life Center,Social Services,Human Services,1055 28th Street South ,St. Petersburg,FL,33712,http://daystarlife.com/word/,"$1,273,519","$4,287,112",1
5182,Dayton Art Institute,Museums,"Arts, Culture, Humanities",456 Belmonte Park North ,Dayton,OH,45405,http://www.daytonartinstitute.org,"$5,019,075","$35,367,819",0
15242,Dayton Contemporary Dance Company,Performing Arts,"Arts, Culture, Humanities",840 Germantown Street ,Dayton,OH,45402,http://dcdc.org/,"$1,712,025","$558,899",0
5201,Dayton History,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",1000 Carillon Boulevard ,Dayton,OH,45409,http://www.daytonhistory.org,"$5,382,856","$50,512,621",0
7682,Dayton Performing Arts Alliance,Performing Arts,"Arts, Culture, Humanities",126 North Main Street Suite 210,Dayton,OH,45402,https://daytonperformingarts.org/,"$8,310,719","$6,884,111",0
3601,Dayton Society of Natural History,Museums,"Arts, Culture, Humanities",2600 Deweese Parkway ,Dayton,OH,45414,http://www.boonshoftmuseum.org,"$4,537,078","$15,793,414",0
14346,DEA Educational Foundation,Treatment and Prevention Services,Health,"2020 Pennsylvania Avenue, NW Suite 165",Washington,DC,20006,http://www.deaeducationalfoundation.org/,"$605,477","$155,346",0
8779,Death with Dignity National Center,Advocacy and Education,Human and Civil Rights,520 SW Sixth Avenue Suite 1220,Portland,OR,97204,https://www.deathwithdignity.org/,"$921,652","$3,250,103",2
6147,Deborah's Place,Homeless Services,Human Services,2822 West Jackson Boulevard ,Chicago,IL,60612,http://www.deborahsplace.org/,"$3,818,212","$6,300,270",1
9976,DeCordova Sculpture Park and Museum,Museums,"Arts, Culture, Humanities",51 Sandy Pond Road ,Lincoln,MA,1773,http://www.decordova.org,"$5,028,798","$15,740,576",0
7085,Defenders of Animal Rights,"Animal Rights, Welfare, and Services",Animals,14412 Old York Road ,Phoenix,MD,21131,http://www.adopt-a-pet.org/,"$1,183,789","$9,085,411",1
3605,Defenders of Wildlife,Wildlife Conservation,Animals,"1130 Seventeenth Street, NW ",Washington,DC,20036,http://www.defenders.org,"$32,802,517","$39,947,642",0
12604,Dégagé Ministries,Homeless Services,Human Services,144 Division Avenue South ,Grand Rapids,MI,49503,http://www.degageministries.org,"$1,908,233","$4,038,610",1
3606,Delancey Street Foundation,Social Services,Human Services,600 Embarcadero ,San Francisco,CA,94107,http://www.delanceystreetfoundation.org/,"$14,229,528","$17,911,213",1
12178,Delaware Art Museum,Museums,"Arts, Culture, Humanities",2301 Kentmere Parkway ,Wilmington,DE,19806,http://www.delart.org,"$5,946,862","$45,127,663",0
8957,Delaware Humane Association,"Animal Rights, Welfare, and Services",Animals,701 A Street ,Wilmington,DE,19801,https://delawarehumane.org/,"$2,008,614","$8,231,115",1
13525,Delaware Museum of Natural History,Museums,"Arts, Culture, Humanities",4840 Kennett Pike ,Wilmington,DE,19807,http://www.delmnh.org,"$2,427,883","$25,677,846",0
5393,Delaware Nature Society,"Botanical Gardens, Parks, and Nature Centers",Environment,3511 Barley Mill Road ,Hockessin,DE,19707,http://www.delawarenaturesociety.org,"$4,507,713","$44,205,026",0
17339,Delaware Riverkeeper Network,Environmental Protection and Conservation,Environment,925 Canal Street Suite 3701,Bristol,PA,19007,http://delawareriverkeeper.org,"$2,414,360","$1,618,953",1
14168,Delaware Valley Golden Retriever Rescue,"Animal Rights, Welfare, and Services",Animals,60 Vera Cruz Road ,Reinholds,PA,17569,http://www.dvgrr.org/,"$1,359,835","$2,346,030",1
3971,Delivering Good,Multipurpose Human Service Organizations,Human Services,266 West 37th Street 22nd Floor,New York,NY,10018,https://www.delivering-good.org/,"$187,769,872","$3,488,928",1
7854,Delta Waterfowl Foundation,Wildlife Conservation,Animals,P.O. Box 3128 ,Bismarck,ND,58502,http://www.deltawaterfowl.org/,"$10,906,707","$10,638,908",0
15840,Democracy North Carolina,Advocacy and Education,Human and Civil Rights,1821 Green Street ,Durham,NC,27705,https://democracync.org/,"$2,829,097","$2,699,274",2
11344,Democracy Now!,Public Broadcasting and Media,"Arts, Culture, Humanities",207 West 25th Street 11th Floor,New York,NY,10001,http://www.democracynow.org,"$8,245,845","$28,153,532",0
12165,Demos,Social and Public Policy Research,Research and Public Policy,80 Broad Street Fourth Floor,New York,NY,10004,http://www.demos.org,"$11,318,292","$11,097,645",0
3607,Denver Art Museum,Museums,"Arts, Culture, Humanities",100 West Fourteenth Avenue Parkway ,Denver,CO,80204,http://www.denverartmuseum.org,"$36,045,340","$151,503,061",0
3608,Denver Botanic Gardens,"Botanical Gardens, Parks, and Nature Centers",Environment,1007 York Street ,Denver,CO,80206,http://www.botanicgardens.org,"$28,037,818","$27,449,120",0
3609,Denver Center for the Performing Arts,Performing Arts,"Arts, Culture, Humanities",1101 Thirteenth Street ,Denver,CO,80204,http://www.denvercenter.org,"$79,995,934","$28,831,255",0
15215,Denver Film Society,Performing Arts,"Arts, Culture, Humanities",1510 York Street 3rd Floor,Denver,CO,80206,http://www.denverfilm.org/,"$5,903,655","$2,434,295",0
14113,Denver Inner City Parish,Social Services,Human Services,1212 Mariposa Street ,Denver,CO,80204,http://dicp.org/,"$1,733,266","$518,015",1
14413,"Denver Kids, Inc.",Youth Education Programs and Services,Education,1860 Lincoln Street 9th Floor,Denver,CO,80203,http://denverkidsinc.org/,"$2,323,825","$2,531,696",0
3611,Denver Museum of Nature & Science,Museums,"Arts, Culture, Humanities",2001 Colorado Boulevard ,Denver,CO,80205,http://www.dmns.org,"$50,756,370","$31,790,514",0
13860,Denver Public Library Friends Foundation,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities",10 West 14th Avenue Parkway ,Denver,CO,80204,http://www.dplfriends.org/,"$1,313,802","$9,828,079",0
3612,Denver Rescue Mission,Rescue Missions,Human Services,6100 Smith Road ,Denver,CO,80216,http://www.denverrescuemission.org,"$35,608,616","$37,024,214",0
14222,Denver Scholarship Foundation,Scholarship and Financial Support,Education,789 Sherman Street Suite 610,Denver,CO,80203,http://www.denverscholarship.org/,"$10,707,036","$25,098,235",2
3613,Denver Zoological Foundation,Zoos and Aquariums,Animals,2300 Steele Street ,Denver,CO,80205,http://www.denverzoo.org,"$44,612,981","$21,545,414",0
6958,"Depression and Bipolar Support Alliance, National Office","Diseases, Disorders, and Disciplines",Health,55 East Jackson Boulevard Suite 490,Chicago,IL,60604,http://www.dbsalliance.org/,"$2,580,960","$2,144,868",0
17172,Dermatology Foundation,Medical Research,Health,1560 Sherman Avenue Suite 500,Evanston,IL,60201,http://dermatologyfoundation.org/,"$5,137,078","$44,991,132",0
10518,Des Moines Art Center,Museums,"Arts, Culture, Humanities",4700 Grand Avenue  ,Des Moines,IA,50312,http://www.desmoinesartcenter.org,"$8,441,608","$121,004,157",0
15323,Des Moines Community Playhouse,Performing Arts,"Arts, Culture, Humanities",831 42nd Street ,Des Moines,IA,50312,https://www.dmplayhouse.com/,"$2,547,200","$7,335,910",0
13994,"Descanso Gardens Guild, Inc.","Botanical Gardens, Parks, and Nature Centers",Environment,1418 Descanso Drive ,La Cañada Flintridge,CA,91011,http://www.descansogardens.org/,"$8,787,621","$7,286,835",0
3617,Desert Botanical Garden,"Botanical Gardens, Parks, and Nature Centers",Environment,1201 North Galvin Parkway ,Phoenix,AZ,85008,http://www.dbg.org,"$17,242,460","$26,384,269",0
7287,Desire Street Ministries,Religious Activities,Religion,PO Box 105603 PMB 82418 ,Atlanta,GA,30348,http://www.desirestreet.org/,"$2,005,877","$7,102,765",2
6975,Detroit Historical Society,Museums,"Arts, Culture, Humanities",5401 Woodward Avenue ,Detroit,MI,48202,http://www.detroithistorical.org/,"$4,055,330","$9,541,472",0
15322,Detroit Lakes Community & Cultural Center,Multipurpose Human Service Organizations,Human Services,826 Summit Avenue ,Detroit Lakes,MN,56501,http://dlccc.org/,"$2,647,956","$1,280,461",1
15305,Detroit Police Athletic League (PAL),"Youth Development, Shelter, and Crisis Services",Human Services,1680 Michigan Avenue ,Detroit,MI,48216,http://detroitpal.org/,"$4,612,969","$4,341,103",0
5290,Detroit Rescue Mission Ministries,Rescue Missions,Human Services,150 Stimson Street ,Detroit,MI,48201,http://www.drmm.org,"$22,437,736","$17,641,661",0
3620,Detroit Symphony Orchestra,Performing Arts,"Arts, Culture, Humanities",3711 Woodward Avenue ,Detroit,MI,48201,http://www.detroitsymphony.com,"$35,606,065","$82,659,247",0
3621,Detroit Zoological Society,Zoos and Aquariums,Animals,8450 West Ten Mile Road ,Royal Oak,MI,48067,http://www.detroitzoo.org,"$44,999,693","$33,982,883",0
6835,Development Associates International,Religious Activities,Religion,13710 Struthers Road Suite 120,Colorado Springs,CO,80921,http://www.daintl.org,"$4,965,449","$1,211,090",2
9923,Developments in Literacy,Youth Education Programs and Services,Education,17320 Red Hill Avenue Suite 120,Irvine,CA,92614,http://www.dil.org/,"$2,435,220","$1,174,626",0
3623,Dia Art Foundation,Museums,"Arts, Culture, Humanities",535 West 22nd Street ,New York,NY,10011,http://www.diacenter.org,"$18,484,044","$170,728,842",0
10294,Diabetes Action Research and Education Foundation,Medical Research,Health,6701 Democracy Boulevard Suite 300,Bethesda,MD,20817,http://www.diabetesaction.org,"$804,544","$61,380",0
9443,Diabetes Foundation of Mississippi,"Diseases, Disorders, and Disciplines",Health,800 Avery Boulevard Suite 100,Ridgeland,MS,39157,http://www.msdiabetes.org,"$833,469","$2,486,772",0
5460,Diabetes Research and Wellness Foundation,Development and Relief Services,International,"1832 Connecticut Avenue, NW Suite 420",Washington,DC,20009,http://www.diabeteswellness.net,"$2,925,723","$-285,051",2
3624,Diabetes Research Institute Foundation,Medical Research,Health,200 South Park Road Suite 100,Hollywood,FL,33021,http://www.diabetesresearch.org/,"$10,686,564","$27,093,317",0
10892,Diabetes Youth Families,Patient and Family Support,Health,5167 Clayton Road Suite F,Concord,CA,94521,http://www.dyf.org/,"$2,596,794","$4,652,320",1
6216,Dian Fossey Gorilla Fund International,Wildlife Conservation,Animals,"800 Cherokee Avenue, SE ",Atlanta,GA,30315,http://www.gorillafund.org,"$3,456,485","$14,299,373",0
17988,DIFFA,"Diseases, Disorders, and Disciplines",Health,16 W. 32nd Street Suite 402,New York,NY,10001,http://diffa.org/,"$2,741,490","$2,793,602",0
10090,Dikembe Mutombo Foundation,Development and Relief Services,International,P.O. Box 674227 ,Marietta,GA,30006,http://www.dmf.org,"$2,107,912","$14,238,253",2
16725,Dining for Women,Development and Relief Services,International,P.O. Box 25633 ,Greenville,SC,29616,http://diningforwomen.org/,"$1,779,322","$591,988",2
3626,Direct Relief,Humanitarian Relief Supplies,International,6100 Wallace Becknell Road ,Santa Barbara,CA,93117,https://www.directrelief.org,"$1,187,834,078","$505,736,080",3
13131,Disabled Veterans National Foundation,Social Services,Human Services,4601 Forbes Boulevard Suite 130,Lanham,MD,20706,http://www.dvnf.org,"$27,511,790","$-6,748,582",1
6879,DiscipleMakers,Religious Activities,Religion,365 Science Park Road ,State College,PA,16803,http://www.dm.org/,"$4,789,181","$1,941,826",2
12042,Discovery Center of Springfield,Museums,"Arts, Culture, Humanities",438 East St. Louis Street ,Spring,MO,65806,http://www.discoverycenter.org,"$1,092,319","$3,588,914",0
