Total Expenses,Total Net Assests,Charity Name,Class
0.0026432890289475423,0.009450348635940346,American Academy in Berlin,1
0.004365603073031733,0.019135255696411918,American Academy in Rome,1
0.00391068286098967,0.01459515243651803,American Academy of Arts and Sciences,1
0.00108487235574137,0.0043078688672946504,American Academy of Family Physicians Foundation,1
0.0012423931614030791,0.005853014998696169,American Action Fund for Blind Children and Adults,0
0.001396744920717765,0.003108710722002918,American Alpine Club,1
0.000692064158334729,0.005149474476359996,American Anti-Vivisection Society,1
0.019415627519953398,0.09657019216292737,"American Associates, Ben-Gurion University of the Negev",4
0.037418245094357025,0.016112481570036002,American Association for the Advancement of Science,3
0.00031036634870660246,0.0020883007113911044,American Association of Kidney Patients,1
0.0005388093766017049,0.002272668170706215,American Association of People with Disabilities,1
0.0004645434495795154,0.0022497509914750705,American Autoimmune Related Diseases Association,1
0.0004737598316824291,0.0021246763203639336,American Bach Soloists,3
0.016509382205993853,0.007930510368275188,American Ballet Theatre,3
0.007546411116993612,0.020400845817262904,American Battlefield Trust,1
0.03294652527191265,0.09238319517362055,American Bible Society,4
0.004685841539043695,0.003448942528785737,American Bird Conservancy,5
0.0012532104089898457,0.003440167395431945,American Brain Foundation,1
0.0018612669210149575,0.00262335601774872,American Brain Tumor Association,1
0.0003319392197515571,0.002317671935563667,American Breast Cancer Foundation,1
0.279417287851019,0.15400661628069645,American Cancer Society,4
0.00028039727525898975,0.0021025793490309494,American Center for Law and Justice - District of Columbia,1
0.0013008026213517925,0.0024123405441420554,American Cinematheque,3
0.04789750169957389,0.050928022648797845,American Civil Liberties Union Foundation,1
0.003877018382616124,0.007292838101115627,American Civil Liberties Union Foundation of Northern California,1
0.0004220319934097291,0.002401617762124817,American Civil Liberties Union of Montana Foundation,1
0.0007661938994374074,0.0029226198927027164,American Civil Liberties Union of New Jersey Foundation,1
0.0006696513606311897,0.0031934407351504645,American Civil Liberties Union of Ohio Foundation,1
0.0004824723258831518,0.0022296868578932086,American Civil Rights Union,1
0.008399656077576912,0.0047697217690570665,American Committee for Shaare Zedek Medical Center In Jerusalem,1
0.030650797690008575,0.09981204383204838,American Committee for the Weizmann Institute of Science,4
0.0005390592777640078,0.0032075555678470324,American Composers Forum,3
0.0005778647745990983,0.0024234309012968573,American Composers Orchestra,3
0.00903108754082691,0.009604340926913455,American Conservatory Theater,3
0.0021710575437468268,0.002677811038611068,American Constitution Society for Law and Policy,1
0.003202769044877441,0.0034063291855042184,American Council for an Energy-Efficient Economy ,5
0.0006611223769570082,0.003588278221274761,American Council on Germany,1
0.0005279553588166703,0.002143967310389283,American Council on Science and Health,1
0.001124131692153231,0.003686082787410886,American Dance Festival,3
0.04977632298561383,0.01340856283680984,American Diabetes Association,1
0.0016769229366463418,0.00270806854609895,American Documentary,1
0.0005905270009304416,0.003269864812249642,American Eagle Foundation,5
0.017306869927410918,0.04424748492782502,American Enterprise Institute for Public Policy Research,1
0.006209048364154668,0.0060052827365024136,American Family Association,1
0.0020830072184165223,0.004620014568072824,American Federation for Aging Research,3
0.002949352243062393,0.003316325205334633,American Federation for Children Growth Fund,1
0.001395914527073546,0.0021351069879478155,American Federation of Police and Concerned Citizens,1
0.011533846319430947,0.007270655546301042,American Film Institute,3
0.0014251597723589575,0.003435422573591842,American Folk Art Museum,3
0.004215206493284448,0.02115838688719585,American Forest Foundation,1
0.0025771585082921475,0.0031797059667324,American Forests,1
0.00041118716817426144,0.002151127663551841,American Foundation For Children With AIDS,1
0.008826070874341308,0.004890666215526994,American Foundation for Suicide Prevention,1
0.0005381999446118928,0.004785192659530445,American Foundation for Surgery of the Hand,3
0.003796968980057097,0.004935531416652332,American Foundation for the Blind,0
0.0012799883058785147,0.00270350856354476,American Friends of ALYN Hospital,1
0.00028847310028599796,0.002092848467733637,American Friends of Ateret Cohanim,1
0.00046515083878053494,0.0021557107838829307,American Friends of Beit Issie Shapiro,0
0.0007571773701713762,0.002043761411111982,American Friends of Chabad of Thailand,3
0.0060913561520483765,0.004585299094592536,American Friends of IDC,1
0.002631042510135507,0.002113130569691064,American Friends of Kupat Ha'ir,0
0.002364806527716879,0.0023135004310250347,American Friends of Leket Israel,3
0.0005842399779562116,0.0021201958739178357,American Friends of Lubavitch,3
0.014141642574035506,0.007682823358787736,American Friends of Magen David Adom,1
0.0016739697449817436,0.0021379677900109453,American Friends of Meir Panim,0
0.0019819722465904323,0.0023048107496882017,American Friends of Migdal Ohr,1
0.00018844930891227769,0.0021755927074717085,American Friends of Museums in Israel,3
0.00019422461329394466,0.002215310016166182,American Friends of Neve Shalom/Wahat al-Salam,1
0.0008736946382570859,0.002278480616899734,American Friends of Nishmat,5
0.005805076666460904,0.0018953802939662941,American Friends of Rabbinical College of Telzstone,3
0.0017301559697944383,0.0023560780159240726,American Friends of Shalva Israel,0
0.0006308945502623244,0.002277353701993013,American Friends of the Episcopal Diocese of Jerusalem,1
0.02155316562333096,0.09030896735770538,American Friends of the Hebrew University,4
0.003376023069355469,0.0022264463859455,American Friends of the Israel Democracy Institute,1
0.006513502201165696,0.025835023670745732,American Friends of the Israel Museum,3
0.0020204321716547633,0.005148978986126277,American Friends of the Israel Philharmonic Orchestra,3
0.0011302798054895597,0.0030695980191945867,American Friends of the Louvre,3
0.0004046614793760883,0.0022844844756112394,American Friends of the Open University of Israel,1
0.0129935758660634,0.013698775765592232,American Friends of The Tel Aviv University,1
0.014815119397145762,0.0022636259012009468,American Friends of Yad Eliezer,0
0.00019122988492389556,0.0020956177704063005,American Friends of Yeshivot Bnei Akiva,1
0.26205023293973373,0.1263977411227857,American Heart Association,4
0.00037111582321731527,0.002125039557168328,American Hiking Society,1
0.0018589442701576957,0.004135414207931407,American Himalayan Foundation,3
0.0010228209438401309,0.002673878931184561,American Horticultural Society,1
0.006092787806527237,0.004562399268694067,American Humane,1
0.000878732836349399,0.0033561479486715695,American Humanist Association,1
0.0024234849548566265,0.0028424490733215116,American Immigration Council,1
0.0025587461719742467,0.0030093766962278772,American India Foundation,3
0.008471306554014891,0.013340847766349794,American Indian College Fund,1
0.0015932268156276061,0.0022875740261505354,American Indian Science and Engineering Society,0
0.0011711733729355541,0.0028735445364341528,American Indian Services,1
0.005328306104562883,0.0033421133094063016,American Institute for Cancer Research,1
0.0006850383267471514,0.002852791002272398,American Institute for Contemporary German Studies,1
0.0017395296466343874,0.015157787184152047,American Institute for Economic Research,1
0.019482200985312004,0.016919222361788343,American Israel Education Foundation,1
0.0005499504062121093,0.0025843734649354483,American Italian Cancer Foundation,1
0.01968801876546913,0.022640934683448154,American Jewish Committee,1
0.00018869546496179398,0.0019102252812816121,American Jewish Congress,1
0.0006302463052854515,0.0027048945952598273,American Jewish Historical Society,1
0.11037493754398824,0.05221232386914064,American Jewish Joint Distribution Committee,4
0.01497895310110641,0.008048855364389238,American Jewish World Service,3
0.0013359419932336442,0.0038030480621126586,American Kennel Club Canine Health Foundation,1
0.10691201628218153,0.005184608270329455,American Kidney Fund,4
0.0031384051960629037,0.002666811392058884,American Legislative Exchange Council,1
0.004925575401060664,0.004185147939124476,American Leprosy Missions,3
0.0010459333967051585,0.002447900809408459,American Life League,1
0.003157873313721814,0.0025270546183232163,American Liver Foundation,1
0.03538278446601942,0.021655572488930276,"American Lung Association, National Headquarters",1
0.0004980237364969231,0.0024176874740401127,American Macular Degeneration Foundation,1
0.0009756311608703396,0.005470065597171142,American Medical Association Foundation,3
0.0732393476874357,0.142843814089099,American Museum of Natural History,4
0.019051346527571546,0.0033274961503146593,American Nicaraguan Foundation,1
0.0010781151508800278,0.0022189055741105137,American Nonsmokers' Rights Foundation,1
0.000738418100223521,0.002751386934252697,American Nurses Foundation,1
0.003807659574738718,0.00344386220918059,American Parkinson Disease Association,1
0.007098976023552679,0.02046965730283285,American Printing House For The Blind,0
0.0022070664627247567,0.01011040302124025,American Psychiatric Association Foundation,3
0.000878254823771915,0.0022107985440646964,American Public Gardens Association,1
0.0010474688929476461,0.008474858515744723,American Quarter Horse Foundation,3
1.0,0.1916832636317686,American Red Cross,2
0.0008493296153973549,0.0022452981526036825,American Relief Agency for the Horn of Africa (ARAHA),3
0.0014785024351722602,0.0021072590958735224,American Repertory Ballet,3
0.008960397175121483,0.0039468971986727905,American Rivers,1
0.0006674025906352626,0.0022029460295647737,American Sexual Health Association,1
0.0007310405684988058,0.0021058174546151115,American Skin Association,3
0.004581520060515002,0.003267860633790361,"American Society for the Defense of Tradition, Family and Property",3
0.08188505767508929,0.03928003060960661,American Society for the Prevention of Cruelty to Animals,4
0.00025990878459814225,0.0021000744217522915,American Society for the Protection of Nature in Israel,5
0.0063076422033735225,0.011960292342387787,American Society for Yad Vashem,1
0.0003021556996192782,0.0028455115421446636,American Society of Safety Professionals Foundation,5
0.002045172727187546,0.0023840751203664393,American Society of Transplant Surgeons,1
0.001632231143905183,0.004387214483121319,American Society of Transplantation,1
0.002559952438756316,0.0023673561045869,American Studies Center,1
0.0018420439380111668,0.006080813116968845,American Swedish Institute,3
0.0008578034437741344,0.0019523925650346073,American Symphony Orchestra,3
0.026957515562095247,0.06686994120419679,American Technion Society,4
0.0011142241665087985,0.003667847721385861,American Theatre Wing,3
0.0010581070560502558,0.00314260730223146,American Thyroid Association,1
0.0003395734619345506,0.0023019880723710996,American Tinnitus Association,1
0.0003901634668497353,0.002424891341998999,American Values,1
0.0007354924862076238,0.002840804056262739,American Veterinary Medical Foundation,1
0.001091934276597618,0.003479673440447569,American Visionary Art Museum,3
0.0004574495250321822,0.002270610880531778,American Whitewater,1
0.0007090982931471775,0.002396152645514074,American Wind Wildlife Institute,1
0.002283498767261569,0.007372435471730719,American Youth Foundation,5
0.0004529315571524014,0.002480672315235261,American Youth Policy Forum,1
0.0015265137597015022,0.0024972058344056793,Americans for Immigrant Justice,1
0.0005782975053583448,0.002106071575767082,Americans for Peace Now,1
0.006406015080937969,0.0025310177514051113,Americans For Prosperity Foundation,1
0.0060458550744805235,0.01659631286202479,Americans for the Arts,3
0.0009855557097547109,0.002328218029102764,Americans United for Life,1
0.0024294669213711516,0.0032812484670195737,Americans United for Separation of Church and State,1
0.0016810429011763514,0.008489972216787215,American-Scandinavian Foundation,1
0.36690839634468286,0.030492254958567538,Americares,4
0.0013846104148245273,0.008066391958774108,America's Car Museum,3
0.00025901676682534453,0.00214404553185096,America's Family Coaches,1
0.0015140326606431088,0.0026965974673424375,America's Keswick,3
0.001851109834673021,0.005384504858954118,America's Packard Museum,3
0.003832115501699723,0.003112589060391062,America's Promise Alliance,5
0.005109764473945835,0.0023977709752506272,America's Second Harvest of the Big Bend,1
0.0018585384361175525,0.009377958025506252,Americas Society,1
0.01328365323648124,0.008998199270829815,amfAR,1
0.002525170554913181,0.0035443055336003945,AMG International,3
0.015829222739813187,0.018244466930072,Amherst H. Wilder Foundation,0
0.0014308308945121984,0.002425119170222675,Amigos de las Américas,1
0.0017483987546425479,0.002527045941656879,Amigos for Christ,1
0.0007575743521267512,0.0021218586387032074,Amigos For Kids,1
0.003354188721345053,0.0034003458352767826,AMIT,1
0.015961323422203754,0.005091356719121522,Amnesty International USA,1
0.0019530654233150062,0.002302490267301533,Amoud Foundation,3
0.0020410340370936035,0.0025614343311091774,Amref Health Africa,3
0.006332423955146957,0.004465545717774369,AMVETS National Service Foundation,1
0.000483358896219169,0.002392674485494579,An Achievable Dream,1
0.0004933896701207591,0.0023587848728920356,An Achievable Dream Middle & High School,1
0.0009203710003103204,0.0022704653491736654,Anacostia Watershed Society,1
0.0007415701233306054,0.0038733105229305604,Anchor Center for Blind Children,0
0.0006435271561561741,0.002410475192344172,And Justice for All,1
0.0010715019626285687,0.0025341630429523924,Anderson Animal Shelter,1
0.0018818524441434567,0.003941009554704348,Anderson Ranch Arts Center,3
0.016317176208491862,0.007009446872579355,Andrew Wommack Ministries,1
0.0008216988541877478,0.002929055744226108,Andy Roddick Foundation,5
0.018007864136952788,0.003992137336955614,Anera,3
0.0008344346209156271,0.003515709213322186,Anesthesia Patient Safety Foundation,1
0.0002863717515479417,0.0021844535557717414,Angel Flight Northeast,1
0.0030736818164208567,0.0023997633218921753,Angel Flight West,1
0.0006780036430748055,0.002460555727261451,Angel Foundation,1
0.000722625640532215,0.0022640150365397117,Angelman Syndrome Foundation,1
0.0006623688185853336,0.00220237691913183,Angiogenesis Foundation,1
